pair_id,pair,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
pair_3_8,3/8,2461,0.05,1.8680504380652984e-06,-1.86805e-06
pair_3_8,3/8,2461,0.05,6.334740993318897e-06,-6.33474e-06
pair_3_8,3/8,2461,0.05,4.30425122762594e-06,4.30425e-06
pair_3_8,3/8,2461,0.05,3.0803481503574235e-08,-3.08035e-08
pair_3_8,3/8,2461,0.05,1.4255791575575004e-06,-1.42558e-06
pair_3_8,3/8,2461,0.05,4.582491907524314e-06,-4.58249e-06
pair_3_8,3/8,2461,0.05,2.973150106526181e-05,2.97315e-05
pair_3_8,3/8,2461,0.05,4.897843682197634e-06,4.89784e-06
pair_3_8,3/8,2461,0.05,1.158063539645866e-06,-1.15806e-06
pair_3_8,3/8,2461,0.05,2.3775733781598827e-06,-2.37757e-06
pair_3_8,3/8,2461,0.05,7.311365569828802e-06,7.31137e-06
pair_3_8,3/8,2461,0.05,8.44979321731297e-06,-8.44979e-06
pair_3_8,3/8,2461,0.05,1.5896647557451524e-05,-1.58966e-05
pair_3_8,3/8,2461,0.05,2.8615965528111137e-06,-2.8616e-06
pair_3_8,3/8,2461,0.05,6.164854757653254e-06,-6.16485e-06
pair_3_8,3/8,2461,0.05,1.5599324792546086e-06,-1.55993e-06
pair_3_8,3/8,2461,0.05,3.71822984822851e-07,-3.71823e-07
pair_3_8,3/8,2461,0.05,7.879738191149608e-07,7.87974e-07
pair_3_8,3/8,2461,0.05,3.68352144025544e-07,-3.68352e-07
pair_3_8,3/8,2461,0.05,6.668726019807259e-06,-6.66873e-06
pair_3_8,3/8,2461,0.05,1.624988810847002e-06,1.62499e-06
pair_3_8,3/8,2461,0.05,4.431631132976717e-06,4.43163e-06
pair_3_8,3/8,2461,0.05,4.0169390540769466e-07,4.01694e-07
pair_3_8,3/8,2461,0.05,4.840092226895176e-06,4.84009e-06
pair_3_8,3/8,2461,0.05,2.036133357555068e-07,-2.03613e-07
pair_3_8,3/8,2461,0.05,5.1595786420740365e-06,5.15958e-06
pair_3_8,3/8,2461,0.05,1.2711726026046163e-05,1.27117e-05
pair_3_8,3/8,2461,0.05,5.8255291867796415e-06,-5.82553e-06
pair_3_8,3/8,2461,0.05,4.82146579275609e-06,4.82147e-06
pair_3_8,3/8,2461,0.05,7.048378951015355e-07,7.04838e-07
pair_3_8,3/8,2461,0.1,5.091248818055292e-05,-5.09125e-05
pair_3_8,3/8,2461,0.1,0.0001088623646236,0.000108862
pair_3_8,3/8,2461,0.1,3.370739629309361e-05,3.37074e-05
pair_3_8,3/8,2461,0.1,5.421629057936952e-05,-5.42163e-05
pair_3_8,3/8,2461,0.1,9.006640029306228e-05,-9.00664e-05
pair_3_8,3/8,2461,0.1,3.484615307095606e-05,-3.48462e-05
pair_3_8,3/8,2461,0.1,8.346878684251852e-05,-8.34688e-05
pair_3_8,3/8,2461,0.1,6.902116817568055e-05,-6.90212e-05
pair_3_8,3/8,2461,0.1,2.8220992808839423e-05,-2.8221e-05
pair_3_8,3/8,2461,0.1,6.190529894509551e-05,6.19053e-05
pair_3_8,3/8,2461,0.1,4.707824818928528e-05,-4.70782e-05
pair_3_8,3/8,2461,0.1,5.35231872320238e-06,-5.35232e-06
pair_3_8,3/8,2461,0.1,0.000226470287487,0.00022647
pair_3_8,3/8,2461,0.1,3.758450492678158e-05,3.75845e-05
pair_3_8,3/8,2461,0.1,3.295603720927544e-05,-3.2956e-05
pair_3_8,3/8,2461,0.1,4.998465628342381e-05,-4.99847e-05
pair_3_8,3/8,2461,0.1,0.0001079389707328,0.000107939
pair_3_8,3/8,2461,0.1,4.1609417590212864e-05,-4.16094e-05
pair_3_8,3/8,2461,0.1,2.231355360553926e-05,2.23136e-05
pair_3_8,3/8,2461,0.1,1.873470371022225e-05,1.87347e-05
pair_3_8,3/8,2461,0.1,2.3703301579866843e-05,2.37033e-05
pair_3_8,3/8,2461,0.1,8.456131895831786e-06,8.45613e-06
pair_3_8,3/8,2461,0.1,2.775441401411729e-05,-2.77544e-05
pair_3_8,3/8,2461,0.1,2.628509095268366e-05,-2.62851e-05
pair_3_8,3/8,2461,0.1,1.4184351942950157e-06,1.41844e-06
pair_3_8,3/8,2461,0.1,4.552870741332122e-05,-4.55287e-05
pair_3_8,3/8,2461,0.1,6.002992183967757e-05,-6.00299e-05
pair_3_8,3/8,2461,0.1,1.807834354077134e-06,-1.80783e-06
pair_3_8,3/8,2461,0.1,5.089912652870674e-06,-5.08991e-06
pair_3_8,3/8,2461,0.1,1.294817116110232e-05,1.29482e-05
pair_3_8,3/8,2461,0.15,0.0001749198809874,-0.00017492
pair_3_8,3/8,2461,0.15,0.0001839186408374,-0.000183919
pair_3_8,3/8,2461,0.15,8.108685330512257e-05,8.10869e-05
pair_3_8,3/8,2461,0.15,1.540344276872653e-05,1.54034e-05
pair_3_8,3/8,2461,0.15,0.0002465783638593,-0.000246578
pair_3_8,3/8,2461,0.15,0.0001059741143811,0.000105974
pair_3_8,3/8,2461,0.15,0.0001065875026016,-0.000106588
pair_3_8,3/8,2461,0.15,0.0003593177028385,0.000359318
pair_3_8,3/8,2461,0.15,0.0001174536653429,-0.000117454
pair_3_8,3/8,2461,0.15,0.000271353999466,-0.000271354
