pair_id,pair,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
pair_3_6,3/6,2461,0.05,1.030012094828317e-06,-1.03001e-06
pair_3_6,3/6,2461,0.05,4.3844345825165865e-08,4.38443e-08
pair_3_6,3/6,2461,0.05,5.593186905580406e-06,-5.59319e-06
pair_3_6,3/6,2461,0.05,3.245302841591862e-06,-3.2453e-06
pair_3_6,3/6,2461,0.05,2.7607357213334866e-06,-2.76074e-06
pair_3_6,3/6,2461,0.05,1.6680052332281572e-06,1.66801e-06
pair_3_6,3/6,2461,0.05,1.4511372664715014e-06,1.45114e-06
pair_3_6,3/6,2461,0.05,8.233882458886341e-07,-8.23388e-07
pair_3_6,3/6,2461,0.05,2.168106676024765e-06,2.16811e-06
pair_3_6,3/6,2461,0.05,2.2771071255691347e-06,-2.27711e-06
pair_3_6,3/6,2461,0.05,2.050074645564593e-06,2.05007e-06
pair_3_6,3/6,2461,0.05,1.6230341097972825e-07,1.62303e-07
pair_3_6,3/6,2461,0.05,2.2508161013896115e-07,-2.25082e-07
pair_3_6,3/6,2461,0.05,9.03304622721757e-07,9.03305e-07
pair_3_6,3/6,2461,0.05,4.813645892210485e-07,-4.81365e-07
pair_3_6,3/6,2461,0.05,7.447099352237655e-07,7.4471e-07
pair_3_6,3/6,2461,0.05,3.438268127673992e-06,-3.43827e-06
pair_3_6,3/6,2461,0.05,9.330621462860808e-07,-9.33062e-07
pair_3_6,3/6,2461,0.05,3.918658563560763e-06,-3.91866e-06
pair_3_6,3/6,2461,0.05,1.1621766296724562e-06,1.16218e-06
pair_3_6,3/6,2461,0.05,2.253688669176211e-07,2.25369e-07
pair_3_6,3/6,2461,0.05,7.332275685080087e-07,7.33228e-07
pair_3_6,3/6,2461,0.05,2.0887210764298678e-06,-2.08872e-06
pair_3_6,3/6,2461,0.05,6.354589075505595e-07,-6.35459e-07
pair_3_6,3/6,2461,0.05,3.7806384932273873e-06,3.78064e-06
pair_3_6,3/6,2461,0.05,4.901597210956742e-06,4.9016e-06
pair_3_6,3/6,2461,0.05,9.534859831888823e-07,-9.53486e-07
pair_3_6,3/6,2461,0.05,1.0570516397334897e-06,1.05705e-06
pair_3_6,3/6,2461,0.05,1.5828119814183249e-06,-1.58281e-06
pair_3_6,3/6,2461,0.05,1.6322970040657725e-06,1.6323e-06
pair_3_6,3/6,2461,0.1,1.198285994560317e-05,-1.19829e-05
pair_3_6,3/6,2461,0.1,1.073461208493151e-06,1.07346e-06
pair_3_6,3/6,2461,0.1,7.027536682475297e-06,7.02754e-06
pair_3_6,3/6,2461,0.1,4.376819563947732e-06,-4.37682e-06
pair_3_6,3/6,2461,0.1,3.5320926490244453e-06,3.53209e-06
pair_3_6,3/6,2461,0.1,7.690601593650591e-06,-7.6906e-06
pair_3_6,3/6,2461,0.1,3.678432074699967e-06,-3.67843e-06
pair_3_6,3/6,2461,0.1,7.711071230771406e-06,-7.71107e-06
pair_3_6,3/6,2461,0.1,2.851974578690221e-06,-2.85197e-06
pair_3_6,3/6,2461,0.1,1.862195076200327e-06,-1.8622e-06
pair_3_6,3/6,2461,0.1,7.155182887644426e-06,7.15518e-06
pair_3_6,3/6,2461,0.1,5.620889915104053e-06,5.62089e-06
pair_3_6,3/6,2461,0.1,6.5126577665042606e-06,-6.51266e-06
pair_3_6,3/6,2461,0.1,2.70193298757134e-05,2.70193e-05
pair_3_6,3/6,2461,0.1,2.988625862309933e-06,2.98863e-06
pair_3_6,3/6,2461,0.1,9.084668865984615e-06,-9.08467e-06
pair_3_6,3/6,2461,0.1,3.936434624327877e-06,3.93643e-06
pair_3_6,3/6,2461,0.1,3.924477181121084e-06,-3.92448e-06
pair_3_6,3/6,2461,0.1,3.943197172131301e-07,-3.9432e-07
pair_3_6,3/6,2461,0.1,1.4741484321012972e-05,1.47415e-05
pair_3_6,3/6,2461,0.1,1.96489471191618e-06,1.96489e-06
pair_3_6,3/6,2461,0.1,1.4723234847658744e-06,1.47232e-06
pair_3_6,3/6,2461,0.1,9.049440029369202e-06,-9.04944e-06
pair_3_6,3/6,2461,0.1,6.059994419881911e-07,-6.05999e-07
pair_3_6,3/6,2461,0.1,1.1902521991075629e-05,1.19025e-05
pair_3_6,3/6,2461,0.1,6.582976581775512e-06,6.58298e-06
pair_3_6,3/6,2461,0.1,1.0294458293306886e-06,1.02945e-06
pair_3_6,3/6,2461,0.1,3.788325514179167e-06,3.78833e-06
pair_3_6,3/6,2461,0.1,2.3839058750402654e-06,2.38391e-06
pair_3_6,3/6,2461,0.1,8.66383583576326e-06,8.66384e-06
pair_3_6,3/6,2461,0.15,3.25553887904618e-05,-3.25554e-05
pair_3_6,3/6,2461,0.15,1.5699051942966245e-05,1.56991e-05
pair_3_6,3/6,2461,0.15,9.503376851514968e-06,9.50338e-06
pair_3_6,3/6,2461,0.15,1.3829822511014904e-05,-1.38298e-05
pair_3_6,3/6,2461,0.15,2.393109826089765e-05,-2.39311e-05
pair_3_6,3/6,2461,0.15,2.3811503224376272e-05,-2.38115e-05
pair_3_6,3/6,2461,0.15,1.8203204515517906e-05,1.82032e-05
pair_3_6,3/6,2461,0.15,2.078118917462958e-06,2.07812e-06
pair_3_6,3/6,2461,0.15,1.9443370945845736e-05,1.94434e-05
pair_3_6,3/6,2461,0.15,1.8918104787744475e-05,-1.89181e-05
pair_3_6,3/6,2461,0.15,2.3727096434597798e-06,-2.37271e-06
pair_3_6,3/6,2461,0.15,2.379051473101012e-08,-2.37905e-08
pair_3_6,3/6,2461,0.15,3.959917304107335e-05,3.95992e-05
pair_3_6,3/6,2461,0.15,3.691633709874057e-05,3.69163e-05
pair_3_6,3/6,2461,0.15,2.58338992229784e-06,2.58339e-06
pair_3_6,3/6,2461,0.15,1.857132923641111e-05,1.85713e-05
pair_3_6,3/6,2461,0.15,2.223360671650116e-05,2.22336e-05
pair_3_6,3/6,2461,0.15,2.0966663645171144e-05,2.09667e-05
pair_3_6,3/6,2461,0.15,3.908501364031139e-05,-3.9085e-05
pair_3_6,3/6,2461,0.15,7.750180795909497e-06,-7.75018e-06
pair_3_6,3/6,2461,0.15,1.005498540039177e-05,1.0055e-05
pair_3_6,3/6,2461,0.15,2.2328505681483062e-06,-2.23285e-06
