pair_id,pair,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
pair_0_4,0/4,2461,0.05,1.974771054360416e-05,1.97477e-05
pair_0_4,0/4,2461,0.05,4.623895973746729e-06,-4.6239e-06
pair_0_4,0/4,2461,0.05,2.58555953112959e-06,-2.58556e-06
pair_0_4,0/4,2461,0.05,6.536769277180071e-06,-6.53677e-06
pair_0_4,0/4,2461,0.05,4.0063485005671645e-07,-4.00635e-07
pair_0_4,0/4,2461,0.05,5.86246983026829e-06,-5.86247e-06
pair_0_4,0/4,2461,0.05,2.2517761548571904e-06,-2.25178e-06
pair_0_4,0/4,2461,0.05,2.3723302556984803e-05,2.37233e-05
pair_0_4,0/4,2461,0.05,2.594306189937723e-06,2.59431e-06
pair_0_4,0/4,2461,0.05,1.1948755806134944e-06,-1.19488e-06
pair_0_4,0/4,2461,0.05,5.257633007921365e-06,-5.25763e-06
pair_0_4,0/4,2461,0.05,5.979045991679596e-06,5.97905e-06
pair_0_4,0/4,2461,0.05,3.263371461514802e-06,-3.26337e-06
pair_0_4,0/4,2461,0.05,9.242808893519672e-07,9.24281e-07
pair_0_4,0/4,2461,0.05,1.2739923369018788e-05,1.27399e-05
pair_0_4,0/4,2461,0.05,8.526669996442574e-06,-8.52667e-06
pair_0_4,0/4,2461,0.05,7.23782252686248e-06,-7.23782e-06
pair_0_4,0/4,2461,0.05,1.0465675748196057e-07,-1.04657e-07
pair_0_4,0/4,2461,0.05,1.1337082301313734e-05,-1.13371e-05
pair_0_4,0/4,2461,0.05,1.788217990655973e-07,1.78822e-07
pair_0_4,0/4,2461,0.05,4.190076444616015e-06,4.19008e-06
pair_0_4,0/4,2461,0.05,4.407654436131149e-06,-4.40765e-06
pair_0_4,0/4,2461,0.05,9.841325820566297e-08,9.84133e-08
pair_0_4,0/4,2461,0.05,3.497960303591859e-06,-3.49796e-06
pair_0_4,0/4,2461,0.05,1.2474727510565948e-05,-1.24747e-05
pair_0_4,0/4,2461,0.05,1.3068585142864723e-05,1.30686e-05
pair_0_4,0/4,2461,0.05,4.1153121805971954e-06,-4.11531e-06
pair_0_4,0/4,2461,0.05,1.7440270810612968e-06,1.74403e-06
pair_0_4,0/4,2461,0.05,5.023446387179872e-06,-5.02345e-06
pair_0_4,0/4,2461,0.05,6.674830483120535e-06,-6.67483e-06
pair_0_4,0/4,2461,0.1,1.8311630577345143e-05,-1.83116e-05
pair_0_4,0/4,2461,0.1,1.9120313352894125e-05,-1.91203e-05
pair_0_4,0/4,2461,0.1,3.275734207308572e-05,3.27573e-05
pair_0_4,0/4,2461,0.1,2.490527279650274e-05,-2.49053e-05
pair_0_4,0/4,2461,0.1,6.165806057025728e-06,6.16581e-06
pair_0_4,0/4,2461,0.1,2.0768666859438124e-05,-2.07687e-05
pair_0_4,0/4,2461,0.1,2.561937233999736e-05,-2.56194e-05
pair_0_4,0/4,2461,0.1,3.5216235936658736e-05,3.52162e-05
pair_0_4,0/4,2461,0.1,1.3738660400142008e-05,-1.37387e-05
pair_0_4,0/4,2461,0.1,5.7525196045196565e-05,5.75252e-05
pair_0_4,0/4,2461,0.1,8.919261607601224e-06,8.91926e-06
pair_0_4,0/4,2461,0.1,2.30276891296462e-05,2.30277e-05
pair_0_4,0/4,2461,0.1,2.5513130584651255e-05,2.55131e-05
pair_0_4,0/4,2461,0.1,5.195288310785971e-06,-5.19529e-06
pair_0_4,0/4,2461,0.1,2.0909875515045955e-05,-2.09099e-05
pair_0_4,0/4,2461,0.1,1.0866540782620977e-05,-1.08665e-05
pair_0_4,0/4,2461,0.1,2.4227287725770557e-05,2.42273e-05
pair_0_4,0/4,2461,0.1,5.132876242360939e-06,-5.13288e-06
pair_0_4,0/4,2461,0.1,7.5383748236825565e-06,7.53837e-06
pair_0_4,0/4,2461,0.1,3.377907137698541e-05,-3.37791e-05
pair_0_4,0/4,2461,0.1,1.6144859480131048e-05,-1.61449e-05
pair_0_4,0/4,2461,0.1,2.4006845812196412e-05,2.40068e-05
pair_0_4,0/4,2461,0.1,6.997456110153064e-06,6.99746e-06
pair_0_4,0/4,2461,0.1,6.410392373028659e-06,6.41039e-06
pair_0_4,0/4,2461,0.1,1.0393017042527874e-06,1.0393e-06
pair_0_4,0/4,2461,0.1,3.4932545114988003e-05,3.49325e-05
pair_0_4,0/4,2461,0.1,1.729113101613988e-05,-1.72911e-05
pair_0_4,0/4,2461,0.1,6.137596196265312e-06,6.1376e-06
pair_0_4,0/4,2461,0.1,6.484039495149054e-06,6.48404e-06
pair_0_4,0/4,2461,0.1,7.15418652067879e-06,7.15419e-06
pair_0_4,0/4,2461,0.15,3.493061558431813e-05,-3.49306e-05
pair_0_4,0/4,2461,0.15,6.483782478319635e-06,6.48378e-06
pair_0_4,0/4,2461,0.15,4.226517858930414e-05,-4.22652e-05
pair_0_4,0/4,2461,0.15,4.276129918886269e-06,4.27613e-06
pair_0_4,0/4,2461,0.15,3.6707228704518566e-05,-3.67072e-05
pair_0_4,0/4,2461,0.15,1.8588401228977352e-05,1.85884e-05
pair_0_4,0/4,2461,0.15,5.225514977604279e-05,5.22551e-05
pair_0_4,0/4,2461,0.15,4.986687705958049e-05,4.98669e-05
pair_0_4,0/4,2461,0.15,2.936867857573696e-05,-2.93687e-05
pair_0_4,0/4,2461,0.15,4.094826204386725e-05,-4.09483e-05
pair_0_4,0/4,2461,0.15,4.006119434393757e-05,4.00612e-05
pair_0_4,0/4,2461,0.15,2.63824483355668e-05,-2.63824e-05
pair_0_4,0/4,2461,0.15,3.910739821131995e-06,3.91074e-06
pair_0_4,0/4,2461,0.15,4.0291445821523305e-05,4.02914e-05
pair_0_4,0/4,2461,0.15,5.546541572733306e-05,-5.54654e-05
pair_0_4,0/4,2461,0.15,3.102873833437758e-05,-3.10287e-05
pair_0_4,0/4,2461,0.15,3.0347811926002487e-05,3.03478e-05
pair_0_4,0/4,2461,0.15,2.4473358419016577e-05,2.44734e-05
pair_0_4,0/4,2461,0.15,7.977532745983183e-05,-7.97753e-05
pair_0_4,0/4,2461,0.15,1.0317280515115235e-05,1.03173e-05
pair_0_4,0/4,2461,0.15,2.6937827034167465e-05,2.69378e-05
pair_0_4,0/4,2461,0.15,5.61025826754065e-06,-5.61026e-06
pair_0_4,0/4,2461,0.15,2.874792949230268e-07,2.87479e-07
pair_0_4,0/4,2461,0.15,2.6888123420931797e-05,2.68881e-05
pair_0_4,0/4,2461,0.15,7.037780554035817e-05,7.03778e-05
pair_0_4,0/4,2461,0.15,2.7015068890513255e-07,-2.70151e-07
pair_0_4,0/4,2461,0.15,4.356774783274272e-05,-4.35677e-05
pair_0_4,0/4,2461,0.15,3.0292133913114136e-05,3.02921e-05
pair_0_4,0/4,2461,0.15,1.5661819881544422e-05,-1.56618e-05
pair_0_4,0/4,2461,0.15,8.22446407833427e-05,8.22446e-05
pair_0_4,0/4,2461,0.2,0.0001221782017715,0.000122178
pair_0_4,0/4,2461,0.2,0.0001330546980682,0.000133055
pair_0_4,0/4,2461,0.2,1.1092298317350514e-05,-1.10923e-05
pair_0_4,0/4,2461,0.2,7.192501036626931e-05,7.1925e-05
pair_0_4,0/4,2461,0.2,3.5161113764616127e-05,-3.51611e-05
pair_0_4,0/4,2461,0.2,0.0001702411248742,0.000170241
pair_0_4,0/4,2461,0.2,3.172596213824829e-05,3.1726e-05
pair_0_4,0/4,2461,0.2,5.874867367204532e-05,-5.87487e-05
pair_0_4,0/4,2461,0.2,0.0001110734787797,0.000111073
pair_0_4,0/4,2461,0.2,0.0001002913555177,-0.000100291
pair_0_4,0/4,2461,0.2,2.535518325223589e-05,-2.53552e-05
pair_0_4,0/4,2461,0.2,8.521696234265523e-06,8.5217e-06
pair_0_4,0/4,2461,0.2,0.0001370139551551,-0.000137014
pair_0_4,0/4,2461,0.2,1.0816232450055928e-05,1.08162e-05
pair_0_4,0/4,2461,0.2,1.189287965366573e-05,-1.18929e-05
pair_0_4,0/4,2461,0.2,5.512044466055213e-06,5.51204e-06
pair_0_4,0/4,2461,0.2,3.622984520415029e-05,-3.62298e-05
pair_0_4,0/4,2461,0.2,7.477008719707652e-05,7.47701e-05
pair_0_4,0/4,2461,0.2,9.978055598662718e-05,9.97806e-05
pair_0_4,0/4,2461,0.2,0.000101541427278,-0.000101541
pair_0_4,0/4,2461,0.2,1.12295795322266e-06,1.12296e-06
pair_0_4,0/4,2461,0.2,8.567753746426531e-05,8.56775e-05
pair_0_4,0/4,2461,0.2,3.259938983792242e-05,3.25994e-05
pair_0_4,0/4,2461,0.2,6.037252519118856e-05,-6.03725e-05
pair_0_4,0/4,2461,0.2,9.62765735424087e-05,9.62766e-05
pair_0_4,0/4,2461,0.2,9.40194787353066e-05,-9.40195e-05
pair_0_4,0/4,2461,0.2,2.4849419623553657e-07,-2.48494e-07
pair_0_4,0/4,2461,0.2,5.336602080902619e-06,-5.3366e-06
pair_0_4,0/4,2461,0.2,8.263877139728958e-05,8.26388e-05
pair_0_4,0/4,2461,0.2,4.902838174470623e-05,4.90284e-05
pair_0_4,0/4,2461,0.25,8.582603353697714e-05,-8.5826e-05
pair_0_4,0/4,2461,0.25,0.0001017068785966,0.000101707
pair_0_4,0/4,2461,0.25,1.0556693007554364e-05,1.05567e-05
pair_0_4,0/4,2461,0.25,8.14923266556633e-05,-8.14923e-05
pair_0_4,0/4,2461,0.25,3.580195070315865e-05,3.5802e-05
pair_0_4,0/4,2461,0.25,6.301734995857636e-05,-6.30173e-05
pair_0_4,0/4,2461,0.25,0.0003392088343445,0.000339209
pair_0_4,0/4,2461,0.25,1.147882714641123e-06,-1.14788e-06
pair_0_4,0/4,2461,0.25,5.478860185286144e-05,-5.47886e-05
pair_0_4,0/4,2461,0.25,0.0001722447663642,0.000172245
pair_0_4,0/4,2461,0.25,7.921309960694199e-05,7.92131e-05
pair_0_4,0/4,2461,0.25,1.8748143259078588e-05,-1.87481e-05
pair_0_4,0/4,2461,0.25,8.47975183212331e-05,-8.47975e-05
pair_0_4,0/4,2461,0.25,2.065831437441095e-06,2.06583e-06
pair_0_4,0/4,2461,0.25,0.0001295128522507,-0.000129513
pair_0_4,0/4,2461,0.25,7.970590825153146e-05,7.97059e-05
pair_0_4,0/4,2461,0.25,1.81279039647786e-05,-1.81279e-05
pair_0_4,0/4,2461,0.25,1.3409028414839812e-05,-1.3409e-05
pair_0_4,0/4,2461,0.25,0.0001127809411244,0.000112781
pair_0_4,0/4,2461,0.25,5.587816823414328e-05,-5.58782e-05
pair_0_4,0/4,2461,0.25,4.0212406542335583e-05,4.02124e-05
pair_0_4,0/4,2461,0.25,0.0001968563839533,-0.000196856
pair_0_4,0/4,2461,0.25,2.8842063355587657e-06,-2.88421e-06
pair_0_4,0/4,2461,0.25,0.0002077146804559,-0.000207715
pair_0_4,0/4,2461,0.25,0.0001318014456802,-0.000131801
pair_0_4,0/4,2461,0.25,3.208210837489595e-05,-3.20821e-05
pair_0_4,0/4,2461,0.25,3.7290048359336376e-05,-3.729e-05
pair_0_4,0/4,2461,0.25,4.7705835360401456e-05,4.77058e-05
pair_0_4,0/4,2461,0.25,1.6724996643730944e-05,1.6725e-05
pair_0_4,0/4,2461,0.25,0.0001021354101731,-0.000102135
pair_0_4,0/4,2461,0.3,0.0001579115404876,0.000157912
pair_0_4,0/4,2461,0.3,0.0003655505224939,0.000365551
pair_0_4,0/4,2461,0.3,9.577185245241194e-05,9.57719e-05
pair_0_4,0/4,2461,0.3,0.0001101064890483,-0.000110106
pair_0_4,0/4,2461,0.3,0.0002718639093085,0.000271864
pair_0_4,0/4,2461,0.3,0.0004160860804622,-0.000416086
pair_0_4,0/4,2461,0.3,0.0001529746501288,0.000152975
pair_0_4,0/4,2461,0.3,0.0004975114182682,0.000497511
pair_0_4,0/4,2461,0.3,0.0001205005741365,0.000120501
pair_0_4,0/4,2461,0.3,0.0008043825111385,-0.000804383
pair_0_4,0/4,2461,0.3,0.0001388475230996,-0.000138848
pair_0_4,0/4,2461,0.3,0.0002760986071792,0.000276099
