pair_id,pair,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
pair_8_9,8/9,2461,0.05,3.3382556341705256e-06,-3.33826e-06
pair_8_9,8/9,2461,0.05,7.752441883754154e-07,7.75244e-07
pair_8_9,8/9,2461,0.05,3.1140720691332995e-06,3.11407e-06
pair_8_9,8/9,2461,0.05,1.1305753677146956e-06,1.13058e-06
pair_8_9,8/9,2461,0.05,6.360833865830608e-06,-6.36083e-06
pair_8_9,8/9,2461,0.05,8.08922344168561e-07,-8.08922e-07
pair_8_9,8/9,2461,0.05,3.3791900730407182e-06,-3.37919e-06
pair_8_9,8/9,2461,0.05,4.096253255840679e-07,4.09625e-07
pair_8_9,8/9,2461,0.05,1.3940414198421777e-06,1.39404e-06
pair_8_9,8/9,2461,0.05,7.331336773194469e-06,-7.33134e-06
pair_8_9,8/9,2461,0.05,2.7384193714854667e-06,2.73842e-06
pair_8_9,8/9,2461,0.05,2.8826603827559977e-06,-2.88266e-06
pair_8_9,8/9,2461,0.05,1.1074893744077558e-05,-1.10749e-05
pair_8_9,8/9,2461,0.05,5.419778803985437e-06,-5.41978e-06
pair_8_9,8/9,2461,0.05,1.0796346686419417e-06,1.07963e-06
pair_8_9,8/9,2461,0.05,8.673493863278721e-07,-8.67349e-07
pair_8_9,8/9,2461,0.05,3.685841173502685e-06,-3.68584e-06
pair_8_9,8/9,2461,0.05,1.0043201551043217e-05,1.00432e-05
pair_8_9,8/9,2461,0.05,1.7204946365216267e-06,-1.72049e-06
pair_8_9,8/9,2461,0.05,2.279401942021399e-06,-2.2794e-06
pair_8_9,8/9,2461,0.05,9.760843941677769e-08,-9.76084e-08
pair_8_9,8/9,2461,0.05,3.7397684652095738e-06,3.73977e-06
pair_8_9,8/9,2461,0.05,3.1810309222087174e-05,-3.18103e-05
pair_8_9,8/9,2461,0.05,1.6850944314618318e-06,1.68509e-06
pair_8_9,8/9,2461,0.05,2.8590693854300684e-06,-2.85907e-06
pair_8_9,8/9,2461,0.05,1.9020565318840889e-06,1.90206e-06
pair_8_9,8/9,2461,0.05,7.422791075042382e-07,-7.42279e-07
pair_8_9,8/9,2461,0.05,7.297837539143074e-06,7.29784e-06
pair_8_9,8/9,2461,0.05,1.7973210811759186e-06,-1.79732e-06
pair_8_9,8/9,2461,0.05,3.5043512787644764e-06,-3.50435e-06
pair_8_9,8/9,2461,0.1,8.778663108762422e-06,-8.77866e-06
pair_8_9,8/9,2461,0.1,2.488822269084203e-05,2.48882e-05
pair_8_9,8/9,2461,0.1,6.8172665012332825e-06,-6.81727e-06
pair_8_9,8/9,2461,0.1,2.464048886346228e-05,2.46405e-05
pair_8_9,8/9,2461,0.1,2.9205353408122986e-07,-2.92054e-07
pair_8_9,8/9,2461,0.1,7.833569299595934e-06,7.83357e-06
pair_8_9,8/9,2461,0.1,1.0024745801414313e-06,1.00247e-06
pair_8_9,8/9,2461,0.1,1.9338445332937438e-05,1.93384e-05
pair_8_9,8/9,2461,0.1,6.503482196649577e-06,-6.50348e-06
pair_8_9,8/9,2461,0.1,5.591681979016796e-06,-5.59168e-06
pair_8_9,8/9,2461,0.1,2.7444905780306323e-05,2.74449e-05
pair_8_9,8/9,2461,0.1,9.501800904022548e-06,-9.5018e-06
pair_8_9,8/9,2461,0.1,2.688219190424515e-05,-2.68822e-05
pair_8_9,8/9,2461,0.1,5.970167432320572e-06,-5.97017e-06
pair_8_9,8/9,2461,0.1,2.145629572403077e-05,2.14563e-05
pair_8_9,8/9,2461,0.1,1.3600094328026942e-05,1.36001e-05
pair_8_9,8/9,2461,0.1,5.40553983638091e-06,5.40554e-06
pair_8_9,8/9,2461,0.1,9.69265132895595e-06,-9.69265e-06
pair_8_9,8/9,2461,0.1,3.094310404355206e-05,-3.09431e-05
pair_8_9,8/9,2461,0.1,3.1240944826404966e-05,-3.12409e-05
pair_8_9,8/9,2461,0.1,8.416226548408172e-06,-8.41623e-06
pair_8_9,8/9,2461,0.1,1.73732265580798e-05,1.73732e-05
pair_8_9,8/9,2461,0.1,1.7194269273677044e-05,-1.71943e-05
pair_8_9,8/9,2461,0.1,2.1123494565618443e-05,2.11235e-05
pair_8_9,8/9,2461,0.1,1.8527034454127977e-05,1.8527e-05
pair_8_9,8/9,2461,0.1,2.0924944406515903e-05,-2.09249e-05
pair_8_9,8/9,2461,0.1,1.38234890445288e-05,1.38235e-05
pair_8_9,8/9,2461,0.1,1.2842175674371544e-05,1.28422e-05
pair_8_9,8/9,2461,0.1,5.232407041837466e-06,5.23241e-06
pair_8_9,8/9,2461,0.1,2.908439337588246e-05,-2.90844e-05
pair_8_9,8/9,2461,0.15,6.002741821636647e-05,-6.00274e-05
pair_8_9,8/9,2461,0.15,5.110085582586607e-05,-5.11009e-05
pair_8_9,8/9,2461,0.15,2.555409494115468e-07,-2.55541e-07
pair_8_9,8/9,2461,0.15,4.125249338291653e-05,-4.12525e-05
pair_8_9,8/9,2461,0.15,2.535553705708045e-05,2.53555e-05
pair_8_9,8/9,2461,0.15,6.976177515116469e-05,-6.97618e-05
pair_8_9,8/9,2461,0.15,7.87592673088158e-05,7.87593e-05
pair_8_9,8/9,2461,0.15,3.195965456225929e-05,3.19597e-05
pair_8_9,8/9,2461,0.15,0.000115712696569,-0.000115713
pair_8_9,8/9,2461,0.15,6.149722996979527e-05,-6.14972e-05
pair_8_9,8/9,2461,0.15,8.097033852771258e-05,-8.09703e-05
pair_8_9,8/9,2461,0.15,9.108436418889048e-05,-9.10844e-05
pair_8_9,8/9,2461,0.15,1.0382222914112275e-05,1.03822e-05
pair_8_9,8/9,2461,0.15,4.2988223942090345e-05,4.29882e-05
pair_8_9,8/9,2461,0.15,1.1573850659772332e-05,1.15739e-05
pair_8_9,8/9,2461,0.15,6.427326556638992e-05,-6.42733e-05
pair_8_9,8/9,2461,0.15,2.6219608077992985e-05,-2.62196e-05
pair_8_9,8/9,2461,0.15,4.543733489448349e-05,-4.54373e-05
pair_8_9,8/9,2461,0.15,3.383676642851805e-05,3.38368e-05
pair_8_9,8/9,2461,0.15,6.232033204828477e-05,-6.23203e-05
pair_8_9,8/9,2461,0.15,5.102385567900425e-05,-5.10239e-05
pair_8_9,8/9,2461,0.15,2.763946980412553e-05,2.76395e-05
pair_8_9,8/9,2461,0.15,0.0003670684066577,-0.000367068
pair_8_9,8/9,2461,0.15,0.0001095220070053,-0.000109522
pair_8_9,8/9,2461,0.15,9.331094565408186e-05,-9.33109e-05
pair_8_9,8/9,2461,0.15,1.827910668989628e-05,1.82791e-05
pair_8_9,8/9,2461,0.15,1.5960837314879286e-05,1.59608e-05
pair_8_9,8/9,2461,0.15,4.897653311802381e-05,-4.89765e-05
pair_8_9,8/9,2461,0.15,9.183903690334124e-05,-9.1839e-05
pair_8_9,8/9,2461,0.15,3.044736493863651e-05,3.04474e-05
pair_8_9,8/9,2461,0.2,0.0001205594532634,-0.000120559
pair_8_9,8/9,2461,0.2,0.0001986702794834,0.00019867
pair_8_9,8/9,2461,0.2,4.887610621711593e-05,-4.88761e-05
pair_8_9,8/9,2461,0.2,4.674986563107754e-06,-4.67499e-06
pair_8_9,8/9,2461,0.2,0.0001595590707518,-0.000159559
pair_8_9,8/9,2461,0.2,0.0001321662351245,0.000132166
pair_8_9,8/9,2461,0.2,0.0001803527343889,-0.000180353
pair_8_9,8/9,2461,0.2,0.0001803986855788,0.000180399
pair_8_9,8/9,2461,0.2,0.0001524893830919,0.000152489
pair_8_9,8/9,2461,0.2,0.000230454041382,-0.000230454
pair_8_9,8/9,2461,0.2,0.0001850367045,-0.000185037
pair_8_9,8/9,2461,0.2,0.000454596121871,-0.000454596
pair_8_9,8/9,2461,0.2,8.367616573076599e-05,8.36762e-05
pair_8_9,8/9,2461,0.2,7.364979521417398e-05,-7.36498e-05
pair_8_9,8/9,2461,0.2,8.695886931570123e-05,-8.69589e-05
pair_8_9,8/9,2461,0.2,0.0002957713676957,0.000295771
pair_8_9,8/9,2461,0.2,9.731328808279318e-05,-9.73133e-05
pair_8_9,8/9,2461,0.2,8.524638277856887e-05,8.52464e-05
pair_8_9,8/9,2461,0.2,0.0002329456843726,-0.000232946
pair_8_9,8/9,2461,0.2,8.206181250171543e-05,-8.20618e-05
pair_8_9,8/9,2461,0.2,0.0002361032099111,0.000236103
pair_8_9,8/9,2461,0.2,0.0001770307556242,-0.000177031
pair_8_9,8/9,2461,0.2,9.542788075039949e-05,-9.54279e-05
pair_8_9,8/9,2461,0.2,8.457204720882976e-05,-8.4572e-05
pair_8_9,8/9,2461,0.2,9.690451730633911e-05,-9.69045e-05
pair_8_9,8/9,2461,0.2,0.0002710474653655,0.000271047
pair_8_9,8/9,2461,0.2,3.888295127047548e-05,3.8883e-05
pair_8_9,8/9,2461,0.2,0.0002499519506084,-0.000249952
pair_8_9,8/9,2461,0.2,0.0001039643860739,-0.000103964
pair_8_9,8/9,2461,0.2,4.986678337238966e-06,-4.98668e-06
pair_8_9,8/9,2461,0.25,6.626313844646858e-05,-6.62631e-05
pair_8_9,8/9,2461,0.25,0.0002095327964492,0.000209533
pair_8_9,8/9,2461,0.25,0.0001767227438334,-0.000176723
pair_8_9,8/9,2461,0.25,0.0006295624093073,0.000629562
pair_8_9,8/9,2461,0.25,0.0006319875242598,0.000631988
pair_8_9,8/9,2461,0.25,0.0003793585288329,0.000379359
pair_8_9,8/9,2461,0.25,0.0001250016263936,-0.000125002
pair_8_9,8/9,2461,0.25,0.0004441247773802,0.000444125
pair_8_9,8/9,2461,0.25,0.0004076581359174,-0.000407658
pair_8_9,8/9,2461,0.25,4.701196736870212e-06,-4.7012e-06
pair_8_9,8/9,2461,0.25,0.0007090769626942,-0.000709077
pair_8_9,8/9,2461,0.25,0.0004703393437718,0.000470339
pair_8_9,8/9,2461,0.25,5.1730173413512345e-05,5.17302e-05
pair_8_9,8/9,2461,0.25,0.0007733234249806,-0.000773323
pair_8_9,8/9,2461,0.25,0.0001200616581037,0.000120062
pair_8_9,8/9,2461,0.25,0.0003867666625236,-0.000386767
pair_8_9,8/9,2461,0.25,0.0002240689754019,0.000224069
pair_8_9,8/9,2461,0.25,9.831553439090476e-05,9.83155e-05
pair_8_9,8/9,2461,0.25,0.0002128339927678,0.000212834
pair_8_9,8/9,2461,0.25,0.0003446624344057,-0.000344662
pair_8_9,8/9,2461,0.25,2.083089020169667e-05,-2.08309e-05
pair_8_9,8/9,2461,0.25,0.0002333274863883,-0.000233327
pair_8_9,8/9,2461,0.25,0.0003870927322833,-0.000387093
pair_8_9,8/9,2461,0.25,0.0002230236255034,0.000223024
pair_8_9,8/9,2461,0.25,0.0004376409601345,-0.000437641
pair_8_9,8/9,2461,0.25,0.0001103383831302,0.000110338
pair_8_9,8/9,2461,0.25,0.000156123614855,-0.000156124
pair_8_9,8/9,2461,0.25,0.0004135914959225,0.000413591
pair_8_9,8/9,2461,0.25,0.0001774615814663,0.000177462
pair_8_9,8/9,2461,0.25,0.0001307618192719,-0.000130762
pair_8_9,8/9,2461,0.3,8.582960229245745e-05,-8.58296e-05
pair_8_9,8/9,2461,0.3,0.0002575788129683,0.000257579
pair_8_9,8/9,2461,0.3,3.627399387381956e-05,-3.6274e-05
pair_8_9,8/9,2461,0.3,0.0007878018007863,0.000787802
pair_8_9,8/9,2461,0.3,0.0002240947007816,0.000224095
pair_8_9,8/9,2461,0.3,0.0001206106951946,0.000120611
pair_8_9,8/9,2461,0.3,0.0009040269291008,0.000904027
pair_8_9,8/9,2461,0.3,0.0006122301855982,0.00061223
pair_8_9,8/9,2461,0.3,0.000158795578938,0.000158796
pair_8_9,8/9,2461,0.3,0.0001085067817656,-0.000108507
pair_8_9,8/9,2461,0.3,0.0005997805130271,-0.000599781
pair_8_9,8/9,2461,0.3,0.0002741652043795,0.000274165
pair_8_9,8/9,2461,0.3,0.0006983721928862,0.000698372
pair_8_9,8/9,2461,0.3,0.0003797804602707,-0.00037978
pair_8_9,8/9,2461,0.3,6.171049101362291e-05,-6.17105e-05
pair_8_9,8/9,2461,0.3,0.0002671555914585,-0.000267156
pair_8_9,8/9,2461,0.3,0.0009363778479211,-0.000936378
pair_8_9,8/9,2461,0.3,0.0004188650424625,0.000418865
pair_8_9,8/9,2461,0.3,7.717771120065125e-05,-7.71777e-05
pair_8_9,8/9,2461,0.3,0.0004106845705011,0.000410685
pair_8_9,8/9,2461,0.3,0.0004970113032702,-0.000497011
pair_8_9,8/9,2461,0.3,0.0009407338526989,-0.000940734
pair_8_9,8/9,2461,0.3,0.0003403010679591,-0.000340301
pair_8_9,8/9,2461,0.3,0.0005150166731665,-0.000515017
pair_8_9,8/9,2461,0.3,6.398447730141053e-05,6.39845e-05
pair_8_9,8/9,2461,0.3,0.0005312778947832,-0.000531278
pair_8_9,8/9,2461,0.3,0.0003446492001152,0.000344649
pair_8_9,8/9,2461,0.3,0.0003914713043826,-0.000391471
pair_8_9,8/9,2461,0.3,0.0002754688376959,-0.000275469
pair_8_9,8/9,2461,0.3,0.0003276707802844,0.000327671
pair_8_9,8/9,2461,0.35,0.0001700152248534,-0.000170015
pair_8_9,8/9,2461,0.35,0.0001865619209554,0.000186562
pair_8_9,8/9,2461,0.35,0.0002481173596939,0.000248117
pair_8_9,8/9,2461,0.35,0.0016694372599149,0.00166944
pair_8_9,8/9,2461,0.35,0.0006337698218513,-0.00063377
pair_8_9,8/9,2461,0.35,0.0005387140944442,-0.000538714
pair_8_9,8/9,2461,0.35,0.0002438566246042,-0.000243857
pair_8_9,8/9,2461,0.35,7.214270152191383e-05,7.21427e-05
pair_8_9,8/9,2461,0.35,0.0003665027887252,0.000366503
pair_8_9,8/9,2461,0.35,0.0001756528634946,0.000175653
pair_8_9,8/9,2461,0.35,0.0010518272107222,0.00105183
pair_8_9,8/9,2461,0.35,0.0013783235273634,-0.00137832
