cell_id,series,dataset_id,seed,beta_ising,rewire_p,dataset_raw_path,dataset_meta_path
cell_beta_0p05_p_0p00,beta,10,607001234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_010_seed_607001234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_010_seed_607001234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,11,607101234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_011_seed_607101234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_011_seed_607101234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,12,607201234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_012_seed_607201234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_012_seed_607201234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,13,607301234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_013_seed_607301234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_013_seed_607301234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,14,607401234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_014_seed_607401234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_014_seed_607401234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,15,607501234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_015_seed_607501234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_015_seed_607501234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,16,607601234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_016_seed_607601234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_016_seed_607601234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,17,607701234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_017_seed_607701234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_017_seed_607701234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,18,607801234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_018_seed_607801234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_018_seed_607801234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,19,607901234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_019_seed_607901234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_019_seed_607901234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,20,608001234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_020_seed_608001234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_020_seed_608001234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,21,608101234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_021_seed_608101234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_021_seed_608101234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,22,608201234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_022_seed_608201234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_022_seed_608201234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,23,608301234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_023_seed_608301234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_023_seed_608301234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,24,608401234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_024_seed_608401234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_024_seed_608401234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,25,608501234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_025_seed_608501234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_025_seed_608501234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,26,608601234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_026_seed_608601234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_026_seed_608601234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,27,608701234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_027_seed_608701234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_027_seed_608701234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,28,608801234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_028_seed_608801234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_028_seed_608801234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,29,608901234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_029_seed_608901234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_029_seed_608901234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,30,609001234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_030_seed_609001234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_030_seed_609001234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,31,609101234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_031_seed_609101234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_031_seed_609101234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,32,609201234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_032_seed_609201234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_032_seed_609201234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,33,609301234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_033_seed_609301234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_033_seed_609301234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,34,609401234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_034_seed_609401234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_034_seed_609401234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,35,609501234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_035_seed_609501234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_035_seed_609501234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,36,609601234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_036_seed_609601234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_036_seed_609601234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,37,609701234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_037_seed_609701234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_037_seed_609701234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,38,609801234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_038_seed_609801234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_038_seed_609801234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,39,609901234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_039_seed_609901234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_039_seed_609901234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,40,610001234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_040_seed_610001234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_040_seed_610001234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,41,610101234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_041_seed_610101234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_041_seed_610101234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,42,610201234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_042_seed_610201234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_042_seed_610201234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,43,610301234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_043_seed_610301234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_043_seed_610301234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,44,610401234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_044_seed_610401234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_044_seed_610401234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,45,610501234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_045_seed_610501234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_045_seed_610501234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,46,610601234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_046_seed_610601234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_046_seed_610601234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,47,610701234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_047_seed_610701234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_047_seed_610701234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,48,610801234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_048_seed_610801234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_048_seed_610801234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,49,610901234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_049_seed_610901234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_049_seed_610901234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,50,611001234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_050_seed_611001234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_050_seed_611001234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,51,611101234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_051_seed_611101234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_051_seed_611101234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,52,611201234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_052_seed_611201234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_052_seed_611201234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,53,611301234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_053_seed_611301234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_053_seed_611301234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,54,611401234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_054_seed_611401234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_054_seed_611401234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,55,611501234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_055_seed_611501234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_055_seed_611501234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,56,611601234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_056_seed_611601234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_056_seed_611601234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,57,611701234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_057_seed_611701234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_057_seed_611701234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,58,611801234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_058_seed_611801234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_058_seed_611801234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,59,611901234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_059_seed_611901234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_059_seed_611901234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,60,612001234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_060_seed_612001234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_060_seed_612001234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,61,612101234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_061_seed_612101234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_061_seed_612101234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,62,612201234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_062_seed_612201234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_062_seed_612201234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,63,612301234,0.05,0.0,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_063_seed_612301234/dataset.npz,02_dnn/06_random_gaussian_baseline/raw_outputs/01_dataset_gen/gaussian_random_90_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_063_seed_612301234/dataset_meta.json
