eta,knn_nmstv_mean,knn_nmstv_sem,cut_fraction_mean,n_units,phi_energy_raw_mean,phi_energy_raw_sem,delta_phi_energy_mean,delta_phi_energy_sem,weighted_ce_mean,weighted_error_mean,split_logZ_per_P_diff_max,d_phi_energy_raw_dd,d_delta_phi_energy_dd,dphi_uplift_from_eta0,dphi_uplift_positive
0.0,0.3000838222967309,0.0,0.1500419111483654,1,-0.0780524370189317,0.0,-0.0741884042304128,0.0,0.2658894579346222,0.1079140139650895,0.0040515954559303,-0.032953602327205,-0.032953602327205,0.0,0.0
0.2,0.7398606486880888,0.0076042280284867,0.369279128248114,1,-0.1405040381599352,0.0,-0.1267615706174746,0.0,0.5804320475039465,0.291787703163331,0.0034600506866241,-0.0223564884431139,-0.0223564884431141,0.010597113884091097,0.010597113884091097
0.35,0.9336710414847296,0.0072500271784772,0.466219614417435,1,-0.1545402146063756,0.0,-0.1295111488503575,0.0,0.6471446620031462,0.3668795464333949,0.0037420710408116,-0.0120132186646287,-0.0120132186646289,0.0209403836625763,0.0209403836625763
0.5,1.0001069477431794,0.0071004434660427,0.4995808885163453,1,-0.1621757200355657,0.0,-0.1341156701052457,0.0,0.693444860610053,0.4222731612636087,0.0038671223960076,0.0047816603951528,0.0047816603951529,0.0377352627223578,0.0377352627223578
