q,beta,radius,H_q,H_q_numeric,mean_R_H_at_H_q,ref_count,claim
0.99,0.05,0.32,4.0,4.0,1.0,0,
0.5,0.05,0.33,4.0,4.0,0.9990234374999997,0,
0.9,0.05,0.33,4.0,4.0,0.9990234374999997,0,
0.99,0.05,0.33,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.34,4.0,4.0,0.9990234374999997,0,
0.9,0.05,0.34,4.0,4.0,0.9990234374999997,0,
0.99,0.05,0.34,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.35,4.0,4.0,0.9873046875000002,0,
0.9,0.05,0.35,4.0,4.0,0.9873046875000002,0,
0.99,0.05,0.35,4.0,4.0,1.0,0,
0.5,0.05,0.36,4.0,4.0,0.9912109375,0,
0.9,0.05,0.36,4.0,4.0,0.9912109375,0,
0.99,0.05,0.36,4.0,4.0,0.9912109375,0,
0.5,0.05,0.37,4.0,4.0,1.0,0,
0.9,0.05,0.37,4.0,4.0,1.0,0,
0.99,0.05,0.37,4.0,4.0,1.0,0,
0.5,0.05,0.38,4.0,4.0,1.0,0,
0.9,0.05,0.38,4.0,4.0,1.0,0,
0.99,0.05,0.38,4.0,4.0,1.0,0,
0.5,0.05,0.39,4.0,4.0,0.9707031249999994,0,
0.9,0.05,0.39,4.0,4.0,0.9707031249999994,0,
0.99,0.05,0.39,4.0,4.0,1.0,0,
0.5,0.05,0.4,4.0,4.0,0.9687499999999997,0,
0.9,0.05,0.4,4.0,4.0,0.9687499999999997,0,
0.99,0.05,0.4,4.0,4.0,1.0,0,
0.5,0.05,0.41,4.0,4.0,0.9882812499999994,0,
0.9,0.05,0.41,4.0,4.0,0.9882812499999994,0,
0.99,0.05,0.41,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.42,4.0,4.0,0.9804687499999999,0,
0.9,0.05,0.42,4.0,4.0,0.9804687499999999,0,
0.99,0.05,0.42,4.0,4.0,1.0,0,
0.5,0.05,0.43,4.0,4.0,0.8037109375,0,
0.9,0.05,0.43,4.0,4.0,0.9833984374999996,0,
0.99,0.05,0.43,4.0,4.0,0.9902343749999996,0,
0.5,0.05,0.44,4.0,4.0,0.7070312499999997,0,
0.9,0.05,0.44,4.0,4.0,0.97265625,0,
0.99,0.05,0.44,4.0,4.0,0.9980468750000001,0,
0.5,0.05,0.45,4.0,4.0,0.8837890624999997,0,
0.9,0.05,0.45,4.0,4.0,0.9628906249999999,0,
0.99,0.05,0.45,4.0,4.0,0.9931640625000001,0,
0.5,0.05,0.46,4.0,4.0,0.8535156249999999,0,
0.9,0.05,0.46,4.0,4.0,0.9580078124999996,0,
0.99,0.05,0.46,4.0,4.0,0.9960937499999999,0,
0.5,0.05,0.47,4.0,4.0,0.6865234375000001,0,
0.9,0.05,0.47,4.0,4.0,0.9287109375,0,
0.99,0.05,0.47,4.0,4.0,1.0,0,
0.5,0.05,0.48,4.0,4.0,0.6484374999999998,0,
0.9,0.05,0.48,4.0,4.0,0.9082031249999997,0,
0.99,0.05,0.48,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.49,4.0,4.0,0.9355468749999998,0,
0.9,0.05,0.49,4.0,4.0,0.9355468749999998,0,
0.99,0.05,0.49,4.0,4.0,0.9902343749999996,0,
0.5,0.05,0.5,4.0,4.0,0.8955078124999998,0,
0.9,0.05,0.5,4.0,4.0,0.9794921874999996,0,
0.99,0.05,0.5,4.0,4.0,0.9941406249999999,0,
0.5,0.05,0.51,4.0,4.0,0.8378906250000001,0,
0.9,0.05,0.51,4.0,4.0,0.9755859374999996,0,
0.99,0.05,0.51,4.0,4.0,0.9970703124999999,0,
0.5,0.05,0.52,4.0,4.0,0.8085937499999999,0,
0.9,0.05,0.52,4.0,4.0,0.9609374999999999,0,
0.99,0.05,0.52,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.53,4.0,4.0,0.5927734375,0,
0.9,0.05,0.53,4.0,4.0,0.9443359374999999,0,
0.99,0.05,0.53,4.0,4.0,0.9980468750000001,0,
0.5,0.05,0.54,4.0,4.0,0.5703125,0,
0.9,0.05,0.54,4.0,4.0,0.9150390624999999,0,
0.99,0.05,0.54,4.0,4.0,1.0,0,
0.5,0.05,0.55,4.0,4.0,0.5771484374999997,0,
0.9,0.05,0.55,4.0,4.0,0.9462890625000002,0,
0.99,0.05,0.55,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.56,4.0,4.0,0.5136718749999997,0,
0.9,0.05,0.56,4.0,4.0,0.9238281249999998,0,
0.99,0.05,0.56,4.0,4.0,1.0,0,
0.5,0.05,0.57,4.0,4.0,0.5371093749999998,0,
0.9,0.05,0.57,4.0,4.0,0.9755859374999996,0,
0.99,0.05,0.57,4.0,4.0,0.9980468750000001,0,
0.5,0.05,0.58,4.0,4.0,0.5312499999999998,0,
0.9,0.05,0.58,4.0,4.0,0.9599609374999999,0,
0.99,0.05,0.58,4.0,4.0,0.9912109375,0,
0.5,0.05,0.59,4.0,4.0,0.9853515624999997,0,
0.9,0.05,0.59,4.0,4.0,0.9853515624999997,0,
0.99,0.05,0.59,4.0,4.0,1.0,0,
0.5,0.05,0.6,4.0,4.0,0.9804687499999999,0,
0.9,0.05,0.6,4.0,4.0,0.9804687499999999,0,
0.99,0.05,0.6,4.0,4.0,0.9970703124999999,0,
0.5,0.05,0.61,4.0,4.0,0.9277343750000001,0,
0.9,0.05,0.61,4.0,4.0,0.9277343750000001,0,
0.99,0.05,0.61,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.62,4.0,4.0,0.8916015624999997,0,
0.9,0.05,0.62,4.0,4.0,0.9218749999999998,0,
0.99,0.05,0.62,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.63,4.0,4.0,0.7421875000000002,0,
0.9,0.05,0.63,4.0,4.0,0.9140624999999997,0,
0.99,0.05,0.63,4.0,4.0,0.9980468750000001,0,
0.5,0.05,0.64,4.0,4.0,0.7050781249999998,0,
0.9,0.05,0.64,4.0,4.0,0.9082031249999997,0,
0.99,0.05,0.64,4.0,4.0,0.9921875000000002,0,
0.5,0.05,0.65,4.0,4.0,0.9658203124999996,0,
0.9,0.05,0.65,4.0,4.0,0.9658203124999996,0,
0.99,0.05,0.65,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.66,4.0,4.0,0.9804687499999999,0,
0.9,0.05,0.66,4.0,4.0,0.9804687499999999,0,
0.99,0.05,0.66,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.67,4.0,4.0,0.9016198644133776,0,
0.9,0.05,0.67,4.0,4.0,0.9016198644133776,0,
0.99,0.05,0.67,4.0,4.0,0.9912109375,0,
0.5,0.05,0.68,4.0,4.0,0.8749999999999999,0,
0.9,0.05,0.68,4.0,4.0,0.9648437499999997,0,
0.99,0.05,0.68,4.0,4.0,0.9951171875000003,0,
0.5,0.05,0.69,4.0,4.0,0.7763671875000001,0,
0.9,0.05,0.69,4.0,4.0,0.9765624999999999,0,
0.99,0.05,0.69,4.0,4.0,0.9931640625000001,0,
0.5,0.05,0.7,4.0,4.0,0.7490234374999999,0,
0.9,0.05,0.7,4.0,4.0,0.9765624999999999,0,
0.99,0.05,0.7,4.0,4.0,0.9931640625000001,0,
0.5,0.05,0.71,4.0,4.0,0.7333984374999999,0,
0.9,0.05,0.71,4.0,4.0,0.94140625,0,
0.99,0.05,0.71,4.0,4.0,0.9941406249999999,0,
0.5,0.05,0.72,4.0,4.0,0.7333984374999999,0,
0.9,0.05,0.72,4.0,4.0,0.9433593749999997,0,
0.99,0.05,0.72,4.0,4.0,0.9902343749999996,0,
0.5,0.05,0.73,4.0,4.0,0.8212890624999994,0,
0.9,0.05,0.73,4.0,4.0,0.9453124999999997,0,
0.99,0.05,0.73,4.0,4.0,0.9931640625000001,0,
0.5,0.05,0.74,4.0,4.0,0.8111568878989095,0,
0.9,0.05,0.74,4.0,4.0,0.9326171875000001,0,
0.99,0.05,0.74,4.0,4.0,0.9931640625000001,0,
0.5,0.05,0.75,4.0,4.0,0.8310546874999996,0,
0.9,0.05,0.75,4.0,4.0,0.94140625,0,
0.99,0.05,0.75,4.0,4.0,0.9902343749999996,0,
0.5,0.05,0.76,4.0,4.0,0.8091328732660631,0,
0.9,0.05,0.76,4.0,4.0,0.9296874999999997,0,
0.99,0.05,0.76,4.0,4.0,0.9921875000000002,0,
0.5,0.05,0.77,4.0,4.0,0.8320312499999997,0,
0.9,0.05,0.77,4.0,4.0,0.9003906250000001,0,
0.99,0.05,0.77,4.0,4.0,0.9912109375,0,
0.5,0.05,0.78,4.0,4.0,0.792971895524875,0,
0.9,0.05,0.78,4.0,4.0,0.9384765625000001,0,
0.99,0.05,0.78,4.0,4.0,0.9902343749999996,0,
0.5,0.05,0.79,4.0,4.0,0.9267578124999994,0,
0.9,0.05,0.79,4.0,4.0,0.9267578124999994,0,
0.99,0.05,0.79,6.0,6.0,1.0,0,
0.5,0.05,0.8,4.0,4.0,0.9189453124999997,0,
0.9,0.05,0.8,4.0,4.0,0.9189453124999997,0,
0.99,0.05,0.8,4.0,4.0,0.9941406249999999,0,
0.5,0.05,0.81,4.0,4.0,0.5132834948771743,0,
0.9,0.05,0.81,4.0,4.0,0.9541015624999997,0,
0.99,0.05,0.81,6.0,6.0,1.0,0,
0.5,0.05,0.82,4.0,4.0,0.9531249999999997,0,
0.9,0.05,0.82,4.0,4.0,0.9531249999999997,0,
0.99,0.05,0.82,6.0,6.0,1.0,0,
0.5,0.05,0.83,4.0,4.0,0.8034455585246454,0,
0.9,0.05,0.83,4.0,4.0,0.94140625,0,
0.99,0.05,0.83,6.0,6.0,1.0,0,
0.5,0.05,0.84,4.0,4.0,0.7862702458557088,0,
0.9,0.05,0.84,4.0,4.0,0.9326171875000001,0,
0.99,0.05,0.84,6.0,6.0,1.0,0,
0.5,0.05,0.85,4.0,4.0,0.8818359375,0,
0.9,0.05,0.85,4.0,4.0,0.9248046875,0,
0.99,0.05,0.85,6.0,6.0,1.0,0,
0.5,0.05,0.86,4.0,4.0,0.8532201508171255,0,
0.9,0.05,0.86,4.0,4.0,0.9326171875000001,0,
0.99,0.05,0.86,6.0,6.0,1.0,0,
0.5,0.05,0.87,4.0,4.0,0.8505994368533548,0,
0.9,0.05,0.87,4.0,4.0,0.9189453124999997,0,
0.99,0.05,0.87,6.0,6.0,0.9996783730267704,0,
0.5,0.05,0.88,4.0,4.0,0.8349609374999998,0,
0.9,0.05,0.88,4.0,4.0,0.9570312499999998,0,
0.99,0.05,0.88,6.0,6.0,0.99867922843706,0,
0.5,0.05,0.89,4.0,4.0,0.5861746138259152,0,
0.9,0.05,0.89,4.0,4.0,0.9628906249999999,0,
0.99,0.05,0.89,6.0,6.0,1.0,0,
0.5,0.05,0.9,4.0,4.0,0.5547316700726811,0,
0.9,0.05,0.9,4.0,4.0,0.9433593749999997,0,
0.99,0.05,0.9,6.0,6.0,1.0,0,
0.5,0.05,0.91,4.0,4.0,0.5382192061021271,0,
0.9,0.05,0.91,4.0,4.0,0.903790223095615,0,
0.99,0.05,0.91,6.0,6.0,0.9970703124999999,0,
0.5,0.05,0.92,4.0,4.0,0.5017914343395865,0,
0.9,0.05,0.92,4.0,4.0,0.9109906845732847,0,
0.99,0.05,0.92,6.0,6.0,0.9970703124999999,0,
0.5,0.05,0.93,4.0,4.0,0.6730606772665063,0,
0.9,0.05,0.93,4.0,4.0,0.9375000000000001,0,
0.99,0.05,0.93,6.0,6.0,0.999929885464399,0,
0.5,0.05,0.94,4.0,4.0,0.6822950661414305,0,
0.9,0.05,0.94,4.0,4.0,0.9443359374999999,0,
0.99,0.05,0.94,6.0,6.0,0.9998895350682298,0,
0.5,0.05,0.95,4.0,4.0,0.705106700224642,0,
0.9,0.05,0.95,4.0,4.0,0.9218749999999998,0,
0.99,0.05,0.95,6.0,6.0,0.9972723554586158,0,
0.5,0.05,0.96,4.0,4.0,0.744626864524756,0,
0.9,0.05,0.96,4.0,4.0,0.9267578124999994,0,
0.99,0.05,0.96,6.0,6.0,0.9989115942906307,0,
0.5,0.05,0.97,4.0,4.0,0.7080987298228463,0,
0.9,0.05,0.97,4.0,4.0,0.919959139573572,0,
0.99,0.05,0.97,6.0,6.0,1.0,0,
0.5,0.05,0.98,4.0,4.0,0.6946193270738359,0,
0.9,0.05,0.98,4.0,4.0,0.9091934306904137,0,
0.99,0.05,0.98,6.0,6.0,1.0,0,
0.5,0.05,0.99,4.0,4.0,0.6850211349783255,0,
0.9,0.05,0.99,4.0,4.0,0.9091796875000001,0,
0.99,0.05,0.99,6.0,6.0,0.9997610234977078,0,
0.5,0.05,1.0,4.0,4.0,0.6927089983891477,0,
0.9,0.05,1.0,4.0,4.0,0.9127100928490081,0,
0.99,0.05,1.0,6.0,6.0,0.9989631734339892,0,
0.5,0.05,1.01,4.0,4.0,0.740983030345591,0,
0.9,0.05,1.01,4.0,4.0,0.9101961176184936,0,
0.99,0.05,1.01,6.0,6.0,1.0,0,
0.5,0.05,1.02,4.0,4.0,0.6917863933841054,0,
0.9,0.05,1.02,4.0,4.0,0.9130859374999996,0,
0.99,0.05,1.02,6.0,6.0,1.0,0,
0.5,0.05,1.03,4.0,4.0,0.548681191153589,0,
0.9,0.05,1.03,6.0,6.0,0.9999171314172439,0,
0.99,0.05,1.03,6.0,6.0,0.9999171314172439,0,
0.5,0.05,1.04,4.0,4.0,0.6645759100872214,0,
0.9,0.05,1.04,6.0,6.0,1.0,0,
0.99,0.05,1.04,6.0,6.0,1.0,0,
0.5,0.05,1.05,4.0,4.0,0.5026514401368732,0,
0.9,0.05,1.05,6.0,6.0,0.9998392284908904,0,
0.99,0.05,1.05,6.0,6.0,0.9998392284908904,0,
0.5,0.05,1.06,4.0,4.0,0.5282843578507832,0,
0.9,0.05,1.06,6.0,6.0,1.0,0,
0.99,0.05,1.06,6.0,6.0,1.0,0,
0.5,0.05,1.07,4.0,4.0,0.6919173945245382,0,
0.9,0.05,1.07,6.0,6.0,0.9589843749999999,0,
0.99,0.05,1.07,6.0,6.0,0.9996170566766331,0,
0.5,0.05,1.08,4.0,4.0,0.6608660297163429,0,
0.9,0.05,1.08,6.0,6.0,0.9726631626893142,0,
0.99,0.05,1.08,6.0,6.0,0.9970703124999999,0,
0.5,0.05,1.09,4.0,4.0,0.5957838101613385,0,
0.9,0.05,1.09,6.0,6.0,0.9423742941303965,0,
0.99,0.05,1.09,6.0,6.0,0.9951171875000003,0,
0.5,0.05,1.1,4.0,4.0,0.5033619235049762,0,
0.9,0.05,1.1,6.0,6.0,0.9326171875000001,0,
0.99,0.05,1.1,6.0,6.0,1.0,0,
0.5,0.05,1.11,4.0,4.0,0.5779530546867019,0,
0.9,0.05,1.11,6.0,6.0,1.0,0,
0.99,0.05,1.11,6.0,6.0,1.0,0,
0.5,0.05,1.12,4.0,4.0,0.5861465400171947,0,
0.9,0.05,1.12,6.0,6.0,1.0,0,
0.99,0.05,1.12,6.0,6.0,1.0,0,
0.5,0.05,1.13,4.0,4.0,0.705269244563819,0,
0.9,0.05,1.13,6.0,6.0,1.0,0,
0.99,0.05,1.13,6.0,6.0,1.0,0,
0.5,0.05,1.14,4.0,4.0,0.7263271657720526,0,
0.9,0.05,1.14,6.0,6.0,1.0,0,
0.99,0.05,1.14,6.0,6.0,1.0,0,
0.5,0.05,1.15,4.0,4.0,0.5211051865269587,0,
0.9,0.05,1.15,6.0,6.0,0.9843749999999994,0,
0.99,0.05,1.15,6.0,6.0,0.9902343749999996,0,
0.5,0.05,1.16,4.0,4.0,0.5083755090487838,0,
0.9,0.05,1.16,6.0,6.0,0.9892578125,0,
0.99,0.05,1.16,6.0,6.0,0.9998988897879182,0,
0.5,0.05,1.17,4.0,4.0,0.529618421778166,0,
0.9,0.05,1.17,6.0,6.0,1.0,0,
0.99,0.05,1.17,6.0,6.0,1.0,0,
0.5,0.05,1.18,4.0,4.0,0.5019691009696373,0,
0.9,0.05,1.18,6.0,6.0,1.0,0,
0.99,0.05,1.18,6.0,6.0,1.0,0,
0.5,0.05,1.19,4.0,4.0,0.689680977091583,0,
0.9,0.05,1.19,6.0,6.0,0.9863281249999997,0,
0.99,0.05,1.19,6.0,6.0,0.9931640625000001,0,
0.5,0.05,1.2,4.0,4.0,0.6688633697462182,0,
0.9,0.05,1.2,6.0,6.0,0.9873046875000002,0,
0.99,0.05,1.2,6.0,6.0,0.9921875000000002,0,
0.5,0.05,1.21,4.0,4.0,0.5755603975083995,0,
0.9,0.05,1.21,6.0,6.0,0.999535694316873,0,
0.99,0.05,1.21,6.0,6.0,0.999535694316873,0,
0.5,0.05,1.22,4.0,4.0,0.6274004473726238,0,
0.9,0.05,1.22,6.0,6.0,0.9990234374999997,0,
0.99,0.05,1.22,6.0,6.0,0.9990234374999997,0,
0.5,0.05,1.23,4.0,4.0,0.5262162941454662,0,
0.9,0.05,1.23,6.0,6.0,0.9531249999999997,0,
0.99,0.05,1.23,6.0,6.0,0.9960937499999999,0,
0.5,0.05,1.24,4.0,4.0,0.5358783967178885,0,
0.9,0.05,1.24,6.0,6.0,0.9596724829397152,0,
0.99,0.05,1.24,6.0,6.0,0.9941406249999999,0,
0.5,0.05,1.25,4.0,4.0,0.5950181346907611,0,
0.9,0.05,1.25,6.0,6.0,1.0,0,
0.99,0.05,1.25,6.0,6.0,1.0,0,
0.5,0.05,1.26,4.0,4.0,0.5755466654063982,0,
0.9,0.05,1.26,6.0,6.0,0.9990234374999997,0,
0.99,0.05,1.26,6.0,6.0,0.9990234374999997,0,
0.5,0.05,1.27,4.0,4.0,0.5062568417827504,0,
0.9,0.05,1.27,6.0,6.0,0.9658203124999996,0,
0.99,0.05,1.27,6.0,6.0,1.0,0,
0.5,0.05,1.28,4.0,4.0,0.5743642429117575,0,
0.9,0.05,1.28,6.0,6.0,0.9677734374999994,0,
0.99,0.05,1.28,6.0,6.0,1.0,0,
0.5,0.05,1.29,4.0,4.0,0.749979718642167,0,
0.9,0.05,1.29,6.0,6.0,0.9990234374999997,0,
0.99,0.05,1.29,6.0,6.0,0.9990234374999997,0,
0.5,0.05,1.3,4.0,4.0,0.7538347374672548,0,
0.9,0.05,1.3,6.0,6.0,0.9990234374999997,0,
0.99,0.05,1.3,6.0,6.0,0.9990234374999997,0,
0.5,0.05,1.31,4.0,4.0,0.6372992876262034,0,
0.9,0.05,1.31,6.0,6.0,0.9882812499999994,0,
0.99,0.05,1.31,6.0,6.0,1.0,0,
0.5,0.05,1.32,4.0,4.0,0.6369811355254993,0,
0.9,0.05,1.32,6.0,6.0,0.9873046875000002,0,
0.99,0.05,1.32,6.0,6.0,0.9912109375,0,
0.5,0.05,1.33,4.0,4.0,0.5807835435273383,0,
0.9,0.05,1.33,6.0,6.0,1.0,0,
0.99,0.05,1.33,6.0,6.0,1.0,0,
0.5,0.05,1.34,4.0,4.0,0.5110107310600059,0,
0.9,0.05,1.34,6.0,6.0,1.0,0,
0.99,0.05,1.34,6.0,6.0,1.0,0,
0.5,0.05,1.35,4.0,4.0,0.5065264204749574,0,
0.9,0.05,1.35,6.0,6.0,1.0,0,
0.99,0.05,1.35,6.0,6.0,1.0,0,
0.5,0.05,1.36,4.0,4.0,0.5281818681641828,0,
0.9,0.05,1.36,6.0,6.0,0.9960937499999999,0,
0.99,0.05,1.36,6.0,6.0,0.9960937499999999,0,
0.5,0.05,1.37,4.0,4.0,0.5619003875911797,0,
0.9,0.05,1.37,6.0,6.0,0.9990234374999997,0,
0.99,0.05,1.37,6.0,6.0,0.9990234374999997,0,
0.5,0.05,1.38,4.0,4.0,0.5697589084534167,0,
0.9,0.05,1.38,6.0,6.0,1.0,0,
0.99,0.05,1.38,6.0,6.0,1.0,0,
0.5,0.05,1.39,4.0,4.0,0.602720151971143,0,
0.9,0.05,1.39,6.0,6.0,0.9853515624999997,0,
0.99,0.05,1.39,6.0,6.0,0.9951171875000003,0,
0.5,0.05,1.4,4.0,4.0,0.5304031401902596,0,
0.9,0.05,1.4,6.0,6.0,0.9853515624999997,0,
0.99,0.05,1.4,6.0,6.0,0.9970703124999999,0,
0.5,0.05,1.41,4.0,4.0,0.5575619571793541,0,
0.9,0.05,1.41,6.0,6.0,0.9573724871833592,0,
0.99,0.05,1.41,6.0,6.0,0.9951171875000003,0,
0.5,0.05,1.42,4.0,4.0,0.5625539317157906,0,
0.9,0.05,1.42,6.0,6.0,0.9437068230679663,0,
0.99,0.05,1.42,6.0,6.0,0.9954066191729825,0,
0.5,0.05,1.43,4.0,4.0,0.5015001562601384,0,
0.9,0.05,1.43,6.0,6.0,0.9970703124999999,0,
0.99,0.05,1.43,6.0,6.0,0.9970703124999999,0,
0.5,0.05,1.44,4.0,4.0,0.5258136434290805,0,
0.9,0.05,1.44,6.0,6.0,0.9980468750000001,0,
0.99,0.05,1.44,6.0,6.0,0.9980468750000001,0,
0.5,0.05,1.45,4.0,4.0,0.5169689122126784,0,
0.9,0.05,1.45,6.0,6.0,0.9980468750000001,0,
0.99,0.05,1.45,6.0,6.0,0.9980468750000001,0,
0.5,0.05,1.46,4.0,4.0,0.6045751333427148,0,
0.9,0.05,1.46,6.0,6.0,1.0,0,
0.99,0.05,1.46,6.0,6.0,1.0,0,
0.5,0.05,1.47,4.0,4.0,0.6171207023083398,0,
0.9,0.05,1.47,6.0,6.0,0.9541716003609227,0,
0.99,0.05,1.47,6.0,6.0,0.9960937499999999,0,
0.5,0.05,1.48,4.0,4.0,0.5089225503875415,0,
0.9,0.05,1.48,6.0,6.0,0.9396807146351759,0,
0.99,0.05,1.48,6.0,6.0,0.9990234374999997,0,
0.5,0.05,1.49,4.0,4.0,0.5941942291659423,0,
0.9,0.05,1.49,6.0,6.0,1.0,0,
0.99,0.05,1.49,6.0,6.0,1.0,0,
0.5,0.05,1.5,4.0,4.0,0.5497973588841527,0,
0.9,0.05,1.5,6.0,6.0,1.0,0,
0.99,0.05,1.5,6.0,6.0,1.0,0,
0.5,0.05,1.51,4.0,4.0,0.5301656135854101,0,
0.9,0.05,1.51,6.0,6.0,0.9198754603971109,0,
