beta,radius,ref_count,delta_phi_full,delta_phi_energy,delta_phi_stripped_proxy,delta_phi_energy_stripped,delta_phi_reference_prior_correction,area_term,claim
0.05,0.92,1800,2.2138536581283415,-0.004477840274764914,2.2138536581283415,-0.004477840274764914,0.0,2.2183314984031064,pass
0.05,0.93,1800,2.224628690149962,-0.0045094764531934265,2.224628690149962,-0.0045094764531934265,0.0,2.2291381666031556,pass
0.05,0.94,1800,2.2352903802622417,-0.0045388729864957,2.2352903802622417,-0.0045388729864957,0.0,2.2398292532487374,pass
0.05,0.95,1800,2.245837526046117,-0.004569678533420218,2.245837526046117,-0.004569678533420218,0.0,2.2504072045795374,pass
0.05,0.96,1800,2.2562740358096245,-0.004600354177535685,2.2562740358096245,-0.004600354177535685,0.0,2.26087438998716,pass
0.05,0.97,1800,2.2666039508230704,-0.004629154377618121,2.2666039508230704,-0.004629154377618121,0.0,2.2712331052006887,pass
0.05,0.98,1800,2.2768256507740214,-0.004659924534851637,2.2768256507740214,-0.004659924534851637,0.0,2.281485575308873,pass
0.05,0.99,1800,2.286945033506287,-0.004688924122610191,2.286945033506287,-0.004688924122610191,0.0,2.291633957628897,pass
0.05,1.0,1800,2.2969621181637723,-0.004718226267211075,2.2969621181637723,-0.004718226267211075,0.0,2.3016803444309835,pass
0.05,1.01,1800,2.3068793150594225,-0.004747450468008372,2.3068793150594225,-0.004747450468008372,0.0,2.3116267655274307,pass
0.05,1.02,1800,2.316699281197137,-0.00477590953698201,2.316699281197137,-0.00477590953698201,0.0,2.321475190734119,pass
0.05,1.03,1800,2.3264254563747477,-0.0048020758371740465,2.3264254563747477,-0.0048020758371740465,0.0,2.331227532211922,pass
0.05,1.04,1800,2.3360545018862067,-0.004831144808803068,2.3360545018862067,-0.004831144808803068,0.0,2.3408856466950096,pass
0.05,1.05,1800,2.345592889769966,-0.004858447842562925,2.345592889769966,-0.004858447842562925,0.0,2.350451337612529,pass
0.05,1.06,1800,2.355041333787295,-0.004885023322428026,2.355041333787295,-0.004885023322428026,0.0,2.3599263571097233,pass
0.05,1.07,1800,2.3643981495942894,-0.004914258379870049,2.3643981495942894,-0.004914258379870048,-8.673617379884035e-19,2.3693124079741597,pass
0.05,1.08,1800,2.373670767785629,-0.004940377686733403,2.373670767785629,-0.004940377686733403,0.0,2.3786111454723624,pass
0.05,1.09,1800,2.3828568042830867,-0.004967374818716671,2.3828568042830867,-0.004967374818716671,0.0,2.3878241791018033,pass
0.05,1.1,1800,2.3919603134232252,-0.004992760839664559,2.3919603134232252,-0.004992760839664559,0.0,2.39695307426289,pass
0.05,1.11,1800,2.40097717366136,-0.00502218019393493,2.40097717366136,-0.00502218019393493,0.0,2.405999353855295,pass
0.05,1.12,1800,2.4099171085187057,-0.005047391283993494,2.4099171085187057,-0.005047391283993494,0.0,2.414964499802699,pass
0.05,1.13,1800,2.4187772102832255,-0.005072744226535568,2.4187772102832255,-0.005072744226535566,-1.734723475976807e-18,2.423849954509761,pass
0.05,1.14,1800,2.4275582268123737,-0.005098895442535418,2.4275582268123737,-0.005098895442535417,-8.673617379884035e-19,2.432657122254909,pass
0.05,1.15,1800,2.4362644489793333,-0.005122921542967429,2.4362644489793333,-0.005122921542967429,0.0,2.4413873705223006,pass
0.05,1.16,1800,2.444892586987842,-0.005149444288282925,2.444892586987842,-0.005149444288282925,0.0,2.450042031276125,pass
0.05,1.17,1800,2.453444088962795,-0.0051783132174167456,2.453444088962795,-0.0051783132174167456,0.0,2.458622402180212,pass
0.05,1.18,1800,2.4619311004142905,-0.005198647351445825,2.4619311004142905,-0.005198647351445825,0.0,2.4671297477657363,pass
0.05,1.19,1800,2.4703424590955785,-0.005222841454079048,2.4703424590955785,-0.005222841454079048,0.0,2.4755653005496576,pass
0.05,1.2,1800,2.478678866024106,-0.00525139608224879,2.478678866024106,-0.00525139608224879,0.0,2.483930262106355,pass
0.05,1.21,1800,2.4869515967590985,-0.005274207335698077,2.4869515967590985,-0.005274207335698077,0.0,2.4922258040947964,pass
0.05,1.22,1800,2.495153389636223,-0.005299679607215613,2.495153389636223,-0.005299679607215613,0.0,2.500453069243439,pass
0.05,1.23,1800,2.503290941905967,-0.005322230388955618,2.503290941905967,-0.005322230388955618,0.0,2.5086131722949223,pass
0.05,1.24,1800,2.511360794882979,-0.005346406029540585,2.511360794882979,-0.005346406029540585,0.0,2.5167072009125193,pass
0.05,1.25,1800,2.519365347670705,-0.005370868879472585,2.519365347670705,-0.005370868879472585,0.0,2.5247362165501777,pass
0.05,1.26,1800,2.52730774779982,-0.005393507488080724,2.52730774779982,-0.005393507488080724,0.0,2.5327012552879005,pass
