source,group,label,nmstv,ref_id,n_radii,positive_curvature_mass,negative_curvature_mass,min_second_derivative,min_second_derivative_radius,max_second_derivative,max_second_derivative_radius
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,0,100,0.17070333326713222,0.20210109544967395,-1.0697872063715423,0.12,1.0120995824409071,0.27
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,100,0.13971712980580883,0.16610655317775969,-0.8352901386757339,0.06,0.9392716960992562,0.2
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,2,100,0.1467591497610851,0.18322875899719482,-0.9995686358976991,0.04,1.3661565947474137,0.8
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,3,100,0.16160903660509304,0.18033033306493043,-1.0346407567227625,0.05,1.0324692190657858,1.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,4,100,0.16974691596264568,0.19665676198964435,-1.1009687138139326,0.04,0.9185493685433581,0.6
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,5,100,0.16069291539629343,0.20048940740714882,-1.2594569943747813,0.68,0.9368336687077421,0.39
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,6,100,0.1480821229937971,0.17502259073661228,-0.9056787359311982,0.05,0.7978951876194156,0.71
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,7,100,0.19084135847129333,0.20993725892626575,-1.1077093041573758,0.05,1.3316989234481913,1.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,8,100,0.16014761343128953,0.19557613724229655,-0.9154497288671088,0.86,1.2254675797487482,0.51
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,9,100,0.13712930275944246,0.1709070200576259,-1.0380607335942997,1.0,1.2511927185253655,0.28
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,10,100,0.14137121411590808,0.16708409930423263,-0.7849332468078496,0.05,1.231853335996989,0.52
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,11,100,0.13795264954011485,0.16195863414395512,-0.8438011243338446,0.04,0.8409110186322899,1.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,12,100,0.1705557681322507,0.19957657201362033,-0.8969596345084603,0.6,1.4291084218082337,0.46
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,13,100,0.15252487271551524,0.18435204142275496,-0.9513919096976282,0.8,1.0284496552513744,0.81
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,14,100,0.16376960084841652,0.19167357190343343,-1.0889762544630202,0.04,0.8062290569056971,0.54
