source,group,label,nmstv,ref_id,radius,d_phi_energy_direct_dd,d2_phi_energy_direct_dd2,positive_curvature,negative_curvature
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.37,-0.0674408028221685,0.2508360587059797,0.2508360587059797,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.38,-0.06594238578769354,0.20803475468023302,0.20803475468023302,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.39,-0.06328010772856384,0.1488887452380876,0.1488887452380876,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.4,-0.06296461088293179,0.06522104643321613,0.06522104643321613,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.41,-0.06197568679989951,0.036343510414304614,0.036343510414304614,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.42,-0.062237740674645714,-0.10639660816271412,0.0,0.10639660816271412
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.43,-0.0641036189631538,-0.1098470236202087,0.0,0.1098470236202087
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.44,-0.0644346811470499,0.35029956032102527,0.35029956032102527,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.45,-0.057097627756733285,0.7703960668350169,0.7703960668350169,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.46,-0.049026759810349534,-0.24030668372341468,0.0,0.24030668372341468
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.47,-0.061903761431201444,-0.4992097801331825,0.0,0.4992097801331825
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.48,-0.059010955413013086,0.05235326856337119,0.05235326856337119,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.49,-0.060856696059934025,0.3392641238182872,0.3392641238182872,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.5,-0.052225672936647344,0.5427784259053099,0.5427784259053099,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.51,-0.05000112754182782,-0.32947600982190783,0.0,0.32947600982190783
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.52,-0.0588151931330855,-0.42878270770248594,0.0,0.42878270770248594
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.53,-0.058576781695877544,0.7261563147135024,0.7261563147135024,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.54,-0.04429206683881544,0.9110879528855231,0.9110879528855231,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.55,-0.040355022638167065,-0.8333281550564022,0.0,0.8333281550564022
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.56,-0.0609586299399435,-0.8161245580141228,0.0,0.8161245580141228
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.57,-0.05667751379844971,0.6930333000275573,0.6930333000275573,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.58,-0.04709796393939236,0.06381306905782624,0.06381306905782624,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.59,-0.055401252417293184,-0.29178554133197965,0.0,0.29178554133197965
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.6,-0.05293367476603196,0.6483504579955688,0.6483504579955688,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.61,-0.04243424325738179,0.008047999028004682,0.008047999028004682,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.62,-0.052772714785471866,-0.23260565337292904,0.0,0.23260565337292904
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.63,-0.04708635632484038,0.2325394119699724,0.2325394119699724,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.64,-0.04812192654607241,0.1564848373802703,0.1564848373802703,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.65,-0.04395665957723497,-0.057760933733451036,0.0,0.057760933733451036
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.66,-0.04927714522074144,-0.10015642591216434,0.0,0.10015642591216434
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.67,-0.045959788095478266,0.4030681737330415,0.4030681737330415,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.3245703473792008,1,0.68,-0.0412157817460806,0.11833560751758077,0.11833560751758077,0.0
