beta,radius,ref_count,dphi_full_dr,dphi_energy_dr,dphi_entropic_dr,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,claim
0.05,1.6,2700,0.6232238182134687,-0.0015306022187513808,0.6247544204322201,-3.895382646722264,0.4251357742854934,pass
0.05,1.61,2700,0.6193449924336515,-0.0015289657598591255,0.6208739581935107,-3.8912178588414745,0.41962711172650297,pass
0.05,1.62,2700,0.6155162790539733,-0.001525123842046429,0.6170414028960197,-3.881440178008162,0.4067715209791591,pass
0.05,1.63,2700,0.6117333711323236,-0.0015225016845795546,0.6132558728169032,-3.8747667872549667,0.40621786711847246,pass
0.05,1.64,2700,0.607996055108652,-0.0015204526300992862,0.6095165077387512,-3.869551943602683,0.40367931504397064,pass
0.05,1.65,2700,0.6043076823839952,-0.0015147859139150379,0.6058224682979103,-3.855130150913771,0.3895525334649299,pass
0.05,1.66,2700,0.6006577988278313,-0.0015151365285254528,0.6021729353563567,-3.8560224650972774,0.39233448845390717,pass
0.05,1.67,2700,0.5970530055775632,-0.0015141038185757013,0.598567109396139,-3.85339421827516,0.39211586472706395,pass
0.05,1.68,2700,0.5934952083020036,-0.0015090016334441357,0.5950042099354478,-3.8404091571153254,0.382108889117008,pass
0.05,1.69,2700,0.5899752054978566,-0.001508269467558773,0.5914834749654154,-3.838545794937077,0.37533534547936614,pass
0.05,1.7,2700,0.5864961978130073,-0.0015079625937880895,0.5880041604067954,-3.837764801190688,0.3738547892273772,pass
0.05,1.71,2700,0.5830602957411284,-0.0015052438445745712,0.584565539585703,-3.8308455844422835,0.37239556112756117,pass
0.05,1.72,2700,0.5796647482051293,-0.0015021545225173537,0.5811669027276466,-3.8229832598066653,0.3690373624484963,pass
0.05,1.73,2700,0.5763060136098018,-0.001501542859303401,0.5778075564691052,-3.8214265769271556,0.3717719040716075,pass
0.05,1.74,2700,0.5729850586696834,-0.0015017647162660383,0.5744868233859495,-3.8219912028970673,0.3633892907073906,pass
0.05,1.75,2700,0.5697056266441951,-0.0014984148938346404,0.5712040415380297,-3.81346590480916,0.3567087782823442,pass
0.05,1.76,2700,0.5664625422966809,-0.0014960217326101344,0.567958564029291,-3.8073753094927922,0.3557427142603131,pass
0.05,1.77,2700,0.563253317082611,-0.001496441500186858,0.5647497585827979,-3.8084436179755534,0.3530040813578276,pass
0.05,1.78,2700,0.5600826138952141,-0.001494393234871371,0.5615770071300854,-3.8032307827476393,0.3421217163763994,pass
0.05,1.79,2700,0.5569454772652613,-0.0014942281490136096,0.5584397054142749,-3.8028106392396364,0.34430632911056036,pass
0.05,1.8,2700,0.553845478141517,-0.0014917844649008614,0.5553372626064178,-3.7965914631726925,0.34378296038912476,pass
0.05,1.81,2700,0.5507768938082936,-0.0014922071262655466,0.5522691009345592,-3.797667136345816,0.3370714877956916,pass
0.05,1.82,2700,0.5477438913672373,-0.001490763957791193,0.5492346553250286,-3.793994272578586,0.34052575970040566,pass
0.05,1.83,2700,0.5447450434123546,-0.001488329643138252,0.5462333730554929,-3.787798941786851,0.3305380997605064,pass
0.05,1.84,2700,0.5417763614161788,-0.0014883520031428613,0.5432647134193217,-3.787855847998582,0.328024107006189,pass
0.05,1.85,2700,0.5388394265864631,-0.0014887208143757377,0.5403281474008389,-3.788794472586252,0.3294190846751486,pass
0.05,1.86,2700,0.5359360813906985,-0.0014870759703509843,0.5374231573610495,-3.784608344543255,0.318940949810775,pass
0.05,1.87,2700,0.533060075748787,-0.001489160984663225,0.5345492367334502,-3.7899147059679077,0.32510171751105243,pass
0.05,1.88,2700,0.5302213820998541,-0.0014845076296948847,0.531705889729549,-3.778071917573482,0.3144679419056657,pass
0.05,1.89,2700,0.5274064344438667,-0.0014861966098645154,0.5288926310537312,-3.782370372105192,0.3140504078805121,pass
0.05,1.9,2700,0.5246225843137158,-0.0014864013134169673,0.5261089856271327,-3.782891342646182,0.3146811291810866,pass
0.05,1.91,2700,0.5218694483809637,-0.001485039939220669,0.5233544883201844,-3.7794266453166023,0.31302819731371145,pass
0.05,1.92,2700,0.5191438500832058,-0.001484833610310917,0.5206286836935168,-3.7789015382412834,0.30681883331267545,pass
0.05,1.93,2700,0.5164461466160248,-0.0014849791308933693,0.5179311257469182,-3.779271888123625,0.30789696477452,pass
0.05,1.94,2700,0.5137774567092728,-0.0014839209667849708,0.5152613776760577,-3.7765788604677506,0.3033164529852496,pass
0.05,1.95,2700,0.5111328358617547,-0.0014861757749385373,0.5126190116366933,-3.7823173472185774,0.2993507433135381,pass
0.05,1.96,2700,0.5085173154334833,-0.001486293082614752,0.510003608516098,-3.7826158952545437,0.30134772513060737,pass
0.05,1.97,2700,0.5059316017453817,-0.001483155966066174,0.5074147577114478,-3.774631933638413,0.29750026938882534,pass
0.05,1.98,2700,0.5033675735715266,-0.0014844833433986702,0.5048520569149253,-3.7780101089496156,0.2951275893799168,pass
0.05,1.99,2700,0.5008297260188015,-0.0014853858865010116,0.5023151119053025,-3.7803070811450743,0.2868753686156009,pass
0.05,2.0,2700,0.4983177774468957,-0.0014857588988803248,0.499803536345776,-3.7812563976504263,0.2885735515787125,pass
0.05,2.01,2700,0.49583087629267764,-0.0014860752951592064,0.49731695158783684,-3.7820616261801803,0.28793984331211625,pass
0.05,2.02,2700,0.4933711606156494,-0.001483825865317026,0.49485498648096643,-3.776336827231831,0.28525388029497234,pass
0.05,2.03,2700,0.4909317776266936,-0.0014854995612631696,0.49241727718795675,-3.7805963834147667,0.28410626241794956,pass
0.05,2.04,2700,0.488517108206557,-0.0014863587991057324,0.4900034670056628,-3.782783143724089,0.27620952359101675,pass
