q,beta,radius,H_q,H_q_numeric,mean_R_H_at_H_q,ref_count,claim
0.5,0.05,0.32,2.0,2.0,0.5458500177450901,0,
0.9,0.05,0.32,2.0,2.0,0.9221625162945706,0,
0.99,0.05,0.32,4.0,4.0,1.0,0,
0.5,0.05,0.33,2.0,2.0,0.6383835209589718,0,
0.9,0.05,0.33,4.0,4.0,1.0,0,
0.99,0.05,0.33,4.0,4.0,1.0,0,
0.5,0.05,0.34,2.0,2.0,0.5803651968518144,0,
0.9,0.05,0.34,4.0,4.0,1.0,0,
0.99,0.05,0.34,4.0,4.0,1.0,0,
0.5,0.05,0.35,2.0,2.0,0.7612286426807164,0,
0.9,0.05,0.35,4.0,4.0,1.0,0,
0.99,0.05,0.35,4.0,4.0,1.0,0,
0.5,0.05,0.36,2.0,2.0,0.661697610544884,0,
0.9,0.05,0.36,4.0,4.0,1.0,0,
0.99,0.05,0.36,4.0,4.0,1.0,0,
0.5,0.05,0.37,2.0,2.0,0.621963499462747,0,
0.9,0.05,0.37,4.0,4.0,0.9990234374999997,0,
0.99,0.05,0.37,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.38,2.0,2.0,0.5173996613403968,0,
0.9,0.05,0.38,4.0,4.0,1.0,0,
0.99,0.05,0.38,4.0,4.0,1.0,0,
0.5,0.05,0.39,4.0,4.0,0.9960937499999999,0,
0.9,0.05,0.39,4.0,4.0,0.9960937499999999,0,
0.99,0.05,0.39,4.0,4.0,0.9960937499999999,0,
0.5,0.05,0.4,4.0,4.0,0.9931640625000001,0,
0.9,0.05,0.4,4.0,4.0,0.9931640625000001,0,
0.99,0.05,0.4,4.0,4.0,0.9931640625000001,0,
0.5,0.05,0.41,4.0,4.0,1.0,0,
0.9,0.05,0.41,4.0,4.0,1.0,0,
0.99,0.05,0.41,4.0,4.0,1.0,0,
0.5,0.05,0.42,4.0,4.0,0.9990234374999997,0,
0.9,0.05,0.42,4.0,4.0,0.9990234374999997,0,
0.99,0.05,0.42,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.43,4.0,4.0,0.9990234374999997,0,
0.9,0.05,0.43,4.0,4.0,0.9990234374999997,0,
0.99,0.05,0.43,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.44,4.0,4.0,1.0,0,
0.9,0.05,0.44,4.0,4.0,1.0,0,
0.99,0.05,0.44,4.0,4.0,1.0,0,
0.5,0.05,0.45,4.0,4.0,0.9804687499999999,0,
0.9,0.05,0.45,4.0,4.0,0.9804687499999999,0,
0.99,0.05,0.45,4.0,4.0,0.9960937499999999,0,
0.5,0.05,0.46,4.0,4.0,0.9697265624999994,0,
0.9,0.05,0.46,4.0,4.0,0.9697265624999994,0,
0.99,0.05,0.46,4.0,4.0,0.9970703124999999,0,
0.5,0.05,0.47,4.0,4.0,0.9912109375,0,
0.9,0.05,0.47,4.0,4.0,0.9912109375,0,
0.99,0.05,0.47,4.0,4.0,0.9912109375,0,
0.5,0.05,0.48,4.0,4.0,0.9931640625000001,0,
0.9,0.05,0.48,4.0,4.0,0.9931640625000001,0,
0.99,0.05,0.48,4.0,4.0,0.9931640625000001,0,
0.5,0.05,0.49,4.0,4.0,0.9882812499999994,0,
0.9,0.05,0.49,4.0,4.0,0.9882812499999994,0,
0.99,0.05,0.49,4.0,4.0,1.0,0,
0.5,0.05,0.5,4.0,4.0,0.9824218750000002,0,
0.9,0.05,0.5,4.0,4.0,0.9824218750000002,0,
0.99,0.05,0.5,4.0,4.0,1.0,0,
0.5,0.05,0.51,4.0,4.0,0.9814453125000002,0,
0.9,0.05,0.51,4.0,4.0,0.9814453125000002,0,
0.99,0.05,0.51,4.0,4.0,0.9951171875000003,0,
0.5,0.05,0.52,4.0,4.0,0.97265625,0,
0.9,0.05,0.52,4.0,4.0,0.97265625,0,
0.99,0.05,0.52,4.0,4.0,0.9921875000000002,0,
0.5,0.05,0.53,4.0,4.0,0.9980468750000001,0,
0.9,0.05,0.53,4.0,4.0,0.9980468750000001,0,
0.99,0.05,0.53,4.0,4.0,0.9980468750000001,0,
0.5,0.05,0.54,4.0,4.0,0.9980468750000001,0,
0.9,0.05,0.54,4.0,4.0,0.9980468750000001,0,
0.99,0.05,0.54,4.0,4.0,0.9980468750000001,0,
0.5,0.05,0.55,4.0,4.0,0.9580078124999996,0,
0.9,0.05,0.55,4.0,4.0,0.9580078124999996,0,
0.99,0.05,0.55,4.0,4.0,0.9931640625000001,0,
0.5,0.05,0.56,4.0,4.0,0.9326171875000001,0,
0.9,0.05,0.56,4.0,4.0,0.9326171875000001,0,
0.99,0.05,0.56,4.0,4.0,0.9921875000000002,0,
0.5,0.05,0.57,4.0,4.0,0.9257812499999997,0,
0.9,0.05,0.57,4.0,4.0,0.9257812499999997,0,
0.99,0.05,0.57,4.0,4.0,0.9970703124999999,0,
0.5,0.05,0.58,4.0,4.0,0.9267578124999994,0,
0.9,0.05,0.58,4.0,4.0,0.9267578124999994,0,
0.99,0.05,0.58,4.0,4.0,0.9980468750000001,0,
0.5,0.05,0.59,4.0,4.0,0.7880859374999996,0,
0.9,0.05,0.59,4.0,4.0,0.9882812499999994,0,
0.99,0.05,0.59,4.0,4.0,1.0,0,
0.5,0.05,0.6,4.0,4.0,0.7666015624999999,0,
0.9,0.05,0.6,4.0,4.0,0.9833984374999996,0,
0.99,0.05,0.6,4.0,4.0,1.0,0,
0.5,0.05,0.61,4.0,4.0,0.8837890624999997,0,
0.9,0.05,0.61,4.0,4.0,0.9902343749999996,0,
0.99,0.05,0.61,4.0,4.0,0.9902343749999996,0,
0.5,0.05,0.62,4.0,4.0,0.8873697258404252,0,
0.9,0.05,0.62,4.0,4.0,0.9843749999999994,0,
0.99,0.05,0.62,4.0,4.0,1.0,0,
0.5,0.05,0.63,4.0,4.0,0.8935546874999997,0,
0.9,0.05,0.63,4.0,4.0,1.0,0,
0.99,0.05,0.63,4.0,4.0,1.0,0,
0.5,0.05,0.64,4.0,4.0,0.8867187499999996,0,
0.9,0.05,0.64,4.0,4.0,1.0,0,
0.99,0.05,0.64,4.0,4.0,1.0,0,
0.5,0.05,0.65,4.0,4.0,0.8994140625,0,
0.9,0.05,0.65,4.0,4.0,0.9707031249999994,0,
0.99,0.05,0.65,4.0,4.0,1.0,0,
0.5,0.05,0.66,4.0,4.0,0.9062500000000001,0,
0.9,0.05,0.66,4.0,4.0,0.9062500000000001,0,
0.99,0.05,0.66,4.0,4.0,1.0,0,
0.5,0.05,0.67,4.0,4.0,0.9658203124999996,0,
0.9,0.05,0.67,4.0,4.0,0.9658203124999996,0,
0.99,0.05,0.67,4.0,4.0,0.9970703124999999,0,
0.5,0.05,0.68,4.0,4.0,0.9638671874999996,0,
0.9,0.05,0.68,4.0,4.0,0.9638671874999996,0,
0.99,0.05,0.68,4.0,4.0,0.9921875000000002,0,
0.5,0.05,0.69,4.0,4.0,0.7637148397327846,0,
0.9,0.05,0.69,4.0,4.0,0.9208984375000001,0,
0.99,0.05,0.69,4.0,4.0,1.0,0,
0.5,0.05,0.7,4.0,4.0,0.750153934596761,0,
0.9,0.05,0.7,4.0,4.0,1.0,0,
0.99,0.05,0.7,4.0,4.0,1.0,0,
0.5,0.05,0.71,4.0,4.0,0.7392578124999998,0,
0.9,0.05,0.71,4.0,4.0,1.0,0,
0.99,0.05,0.71,4.0,4.0,1.0,0,
0.5,0.05,0.72,4.0,4.0,0.7082925301486691,0,
0.9,0.05,0.72,4.0,4.0,0.9980468750000001,0,
0.99,0.05,0.72,4.0,4.0,0.9980468750000001,0,
0.5,0.05,0.73,4.0,4.0,0.8183593749999998,0,
0.9,0.05,0.73,4.0,4.0,0.9990234374999997,0,
0.99,0.05,0.73,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.74,4.0,4.0,0.7968749999999999,0,
0.9,0.05,0.74,4.0,4.0,0.9970703124999999,0,
0.99,0.05,0.74,4.0,4.0,0.9970703124999999,0,
0.5,0.05,0.75,4.0,4.0,0.9101562499999998,0,
0.9,0.05,0.75,4.0,4.0,0.9101562499999998,0,
0.99,0.05,0.75,4.0,4.0,0.9960937499999999,0,
0.5,0.05,0.76,4.0,4.0,0.8886718749999999,0,
0.9,0.05,0.76,4.0,4.0,0.9951171875000003,0,
0.99,0.05,0.76,4.0,4.0,0.9951171875000003,0,
0.5,0.05,0.77,4.0,4.0,0.517578125,0,
0.9,0.05,0.77,4.0,4.0,0.9990234374999997,0,
0.99,0.05,0.77,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.78,4.0,4.0,0.5117187499999999,0,
0.9,0.05,0.78,4.0,4.0,1.0,0,
0.99,0.05,0.78,4.0,4.0,1.0,0,
0.5,0.05,0.79,4.0,4.0,0.8222656249999999,0,
0.9,0.05,0.79,4.0,4.0,0.9970703124999999,0,
0.99,0.05,0.79,4.0,4.0,0.9970703124999999,0,
0.5,0.05,0.8,4.0,4.0,0.8242187499999996,0,
0.9,0.05,0.8,4.0,4.0,0.9970703124999999,0,
0.99,0.05,0.8,4.0,4.0,0.9970703124999999,0,
0.5,0.05,0.81,4.0,4.0,0.9628906249999999,0,
0.9,0.05,0.81,4.0,4.0,0.9628906249999999,0,
0.99,0.05,0.81,4.0,4.0,0.9970703124999999,0,
0.5,0.05,0.82,4.0,4.0,0.9658203124999996,0,
0.9,0.05,0.82,4.0,4.0,0.9658203124999996,0,
0.99,0.05,0.82,4.0,4.0,0.9921875000000002,0,
0.5,0.05,0.83,4.0,4.0,0.5771998165866624,0,
0.9,0.05,0.83,4.0,4.0,0.9560546875,0,
0.99,0.05,0.83,4.0,4.0,0.9980468750000001,0,
0.5,0.05,0.84,4.0,4.0,0.5543158527588737,0,
0.9,0.05,0.84,4.0,4.0,0.951171875,0,
0.99,0.05,0.84,4.0,4.0,1.0,0,
0.5,0.05,0.85,4.0,4.0,0.8007812499999997,0,
0.9,0.05,0.85,4.0,4.0,0.9423828125000002,0,
0.99,0.05,0.85,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.86,4.0,4.0,0.7756619087374368,0,
0.9,0.05,0.86,4.0,4.0,0.9462890625000002,0,
0.99,0.05,0.86,4.0,4.0,0.9970703124999999,0,
0.5,0.05,0.87,4.0,4.0,0.6941858417587529,0,
0.9,0.05,0.87,4.0,4.0,0.9931640625000001,0,
0.99,0.05,0.87,4.0,4.0,0.9931640625000001,0,
0.5,0.05,0.88,4.0,4.0,0.6649366321683543,0,
0.9,0.05,0.88,4.0,4.0,0.9980468750000001,0,
0.99,0.05,0.88,4.0,4.0,0.9980468750000001,0,
0.5,0.05,0.89,4.0,4.0,0.8723134883943217,0,
0.9,0.05,0.89,4.0,4.0,0.9970703124999999,0,
0.99,0.05,0.89,4.0,4.0,0.9970703124999999,0,
0.5,0.05,0.9,4.0,4.0,0.8587392312553817,0,
0.9,0.05,0.9,4.0,4.0,0.9892578125,0,
0.99,0.05,0.9,4.0,4.0,0.9931640625000001,0,
0.5,0.05,0.91,4.0,4.0,0.7060500314404946,0,
0.9,0.05,0.91,4.0,4.0,1.0,0,
0.99,0.05,0.91,4.0,4.0,1.0,0,
0.5,0.05,0.92,4.0,4.0,0.6667185542192315,0,
0.9,0.05,0.92,4.0,4.0,0.9990234374999997,0,
0.99,0.05,0.92,4.0,4.0,0.9990234374999997,0,
0.5,0.05,0.93,4.0,4.0,0.6850855661060885,0,
0.9,0.05,0.93,4.0,4.0,0.9873046875000002,0,
0.99,0.05,0.93,4.0,4.0,0.9970703124999999,0,
0.5,0.05,0.94,4.0,4.0,0.6474889114801375,0,
0.9,0.05,0.94,4.0,4.0,0.9863281249999997,0,
0.99,0.05,0.94,4.0,4.0,0.9970703124999999,0,
0.5,0.05,0.95,4.0,4.0,0.9960937499999999,0,
0.9,0.05,0.95,4.0,4.0,0.9960937499999999,0,
0.99,0.05,0.95,4.0,4.0,0.9960937499999999,0,
0.5,0.05,0.96,4.0,4.0,0.9941406249999999,0,
0.9,0.05,0.96,4.0,4.0,0.9941406249999999,0,
0.99,0.05,0.96,4.0,4.0,0.9941406249999999,0,
0.5,0.05,0.97,4.0,4.0,0.6296558590105419,0,
0.9,0.05,0.97,4.0,4.0,0.9931640625000001,0,
0.99,0.05,0.97,4.0,4.0,0.9931640625000001,0,
0.5,0.05,0.98,4.0,4.0,0.6156718550298483,0,
0.9,0.05,0.98,4.0,4.0,0.9902343749999996,0,
0.99,0.05,0.98,4.0,4.0,0.9902343749999996,0,
0.5,0.05,0.99,4.0,4.0,0.6337740922779611,0,
0.9,0.05,0.99,4.0,4.0,0.9716796875000001,0,
0.99,0.05,0.99,4.0,4.0,1.0,0,
0.5,0.05,1.0,4.0,4.0,0.6361847540397201,0,
0.9,0.05,1.0,4.0,4.0,0.9677734374999994,0,
0.99,0.05,1.0,4.0,4.0,0.9990234374999997,0,
0.5,0.05,1.01,4.0,4.0,0.5836008736857948,0,
0.9,0.05,1.01,4.0,4.0,0.9960937499999999,0,
0.99,0.05,1.01,4.0,4.0,0.9960937499999999,0,
0.5,0.05,1.02,4.0,4.0,0.5021449150424029,0,
0.9,0.05,1.02,4.0,4.0,0.9951171875000003,0,
0.99,0.05,1.02,4.0,4.0,0.9951171875000003,0,
0.5,0.05,1.03,4.0,4.0,0.9754655635952225,0,
0.9,0.05,1.03,4.0,4.0,0.9754655635952225,0,
0.99,0.05,1.03,4.0,4.0,0.9980468750000001,0,
0.5,0.05,1.04,4.0,4.0,0.9718082557757671,0,
0.9,0.05,1.04,4.0,4.0,0.9718082557757671,0,
0.99,0.05,1.04,4.0,4.0,0.9951171875000003,0,
0.5,0.05,1.05,4.0,4.0,0.9730361302527215,0,
0.9,0.05,1.05,4.0,4.0,0.9730361302527215,0,
0.99,0.05,1.05,4.0,4.0,0.9951171875000003,0,
0.5,0.05,1.06,4.0,4.0,0.9792675786792641,0,
0.9,0.05,1.06,4.0,4.0,0.9792675786792641,0,
0.99,0.05,1.06,4.0,4.0,1.0,0,
0.5,0.05,1.07,4.0,4.0,0.5268007618256526,0,
0.9,0.05,1.07,4.0,4.0,0.9654720638873499,0,
0.99,0.05,1.07,4.0,4.0,0.9941406249999999,0,
0.5,0.05,1.08,4.0,4.0,0.50720672664745,0,
0.9,0.05,1.08,4.0,4.0,0.9633800507617211,0,
0.99,0.05,1.08,4.0,4.0,0.998131806495124,0,
0.5,0.05,1.09,4.0,4.0,0.9824218750000002,0,
0.9,0.05,1.09,4.0,4.0,0.9824218750000002,0,
0.99,0.05,1.09,4.0,4.0,0.9921875000000002,0,
0.5,0.05,1.1,4.0,4.0,0.9804687499999999,0,
0.9,0.05,1.1,4.0,4.0,0.9804687499999999,0,
0.99,0.05,1.1,4.0,4.0,0.9941406249999999,0,
0.5,0.05,1.11,4.0,4.0,0.9769280356749042,0,
0.9,0.05,1.11,4.0,4.0,0.9769280356749042,0,
0.99,0.05,1.11,4.0,4.0,0.9960937499999999,0,
0.5,0.05,1.12,4.0,4.0,0.9731003293571906,0,
0.9,0.05,1.12,4.0,4.0,0.9731003293571906,0,
0.99,0.05,1.12,4.0,4.0,0.9980468750000001,0,
0.5,0.05,1.13,4.0,4.0,0.7802062362501694,0,
0.9,0.05,1.13,4.0,4.0,0.9736920724643868,0,
0.99,0.05,1.13,4.0,4.0,0.9970703124999999,0,
0.5,0.05,1.14,4.0,4.0,0.7696026271685918,0,
0.9,0.05,1.14,4.0,4.0,0.967061687224642,0,
0.99,0.05,1.14,4.0,4.0,0.9970703124999999,0,
0.5,0.05,1.15,4.0,4.0,0.7544426532784988,0,
0.9,0.05,1.15,4.0,4.0,0.9932984289470198,0,
0.99,0.05,1.15,4.0,4.0,0.9932984289470198,0,
0.5,0.05,1.16,4.0,4.0,0.7445864848122256,0,
0.9,0.05,1.16,4.0,4.0,0.9933466741400804,0,
0.99,0.05,1.16,4.0,4.0,0.9933466741400804,0,
0.5,0.05,1.17,4.0,4.0,0.7498348281989339,0,
0.9,0.05,1.17,4.0,4.0,0.9756861879438858,0,
0.99,0.05,1.17,4.0,4.0,0.9990234374999997,0,
0.5,0.05,1.18,4.0,4.0,0.716091527878046,0,
0.9,0.05,1.18,4.0,4.0,0.9785156249999999,0,
0.99,0.05,1.18,4.0,4.0,0.9970703124999999,0,
0.5,0.05,1.19,4.0,4.0,0.9698050619156322,0,
0.9,0.05,1.19,4.0,4.0,0.9698050619156322,0,
0.99,0.05,1.19,4.0,4.0,0.9927952528640293,0,
0.5,0.05,1.2,4.0,4.0,0.9700793093187969,0,
0.9,0.05,1.2,4.0,4.0,0.9700793093187969,0,
0.99,0.05,1.2,4.0,4.0,0.9941406249999999,0,
0.5,0.05,1.21,4.0,4.0,0.6229541312720925,0,
0.9,0.05,1.21,4.0,4.0,0.9413328589164738,0,
0.99,0.05,1.21,4.0,4.0,0.9924526381101373,0,
0.5,0.05,1.22,4.0,4.0,0.5994345852641432,0,
0.9,0.05,1.22,4.0,4.0,0.9461875697386427,0,
0.99,0.05,1.22,4.0,4.0,0.9935577470263616,0,
0.5,0.05,1.23,4.0,4.0,0.9787939771391044,0,
0.9,0.05,1.23,4.0,4.0,0.9787939771391044,0,
0.99,0.05,1.23,4.0,4.0,0.9960937499999999,0,
0.5,0.05,1.24,4.0,4.0,0.9821075805949849,0,
0.9,0.05,1.24,4.0,4.0,0.9821075805949849,0,
0.99,0.05,1.24,4.0,4.0,0.9931640625000001,0,
0.5,0.05,1.25,4.0,4.0,0.9129925103944144,0,
0.9,0.05,1.25,4.0,4.0,0.9129925103944144,0,
0.99,0.05,1.25,4.0,4.0,0.9938004800918875,0,
0.5,0.05,1.26,4.0,4.0,0.900802840831816,0,
0.9,0.05,1.26,4.0,4.0,0.900802840831816,0,
0.99,0.05,1.26,4.0,4.0,0.9931640625000001,0,
0.5,0.05,1.27,4.0,4.0,0.9464762821381117,0,
0.9,0.05,1.27,4.0,4.0,0.9464762821381117,0,
0.99,0.05,1.27,4.0,4.0,0.9912109375,0,
0.5,0.05,1.28,4.0,4.0,0.9679796536392753,0,
0.9,0.05,1.28,4.0,4.0,0.9679796536392753,0,
0.99,0.05,1.28,4.0,4.0,0.9941406249999999,0,
0.5,0.05,1.29,4.0,4.0,0.9602395090998185,0,
0.9,0.05,1.29,4.0,4.0,0.9602395090998185,0,
0.99,0.05,1.29,4.0,4.0,0.9921368532664674,0,
0.5,0.05,1.3,4.0,4.0,0.9604161103294805,0,
0.9,0.05,1.3,4.0,4.0,0.9604161103294805,0,
0.99,0.05,1.3,4.0,4.0,0.9903955299399152,0,
0.5,0.05,1.31,4.0,4.0,0.5508038954950882,0,
0.9,0.05,1.31,4.0,4.0,0.9529928504175258,0,
0.99,0.05,1.31,4.0,4.0,0.9960937499999999,0,
0.5,0.05,1.32,4.0,4.0,0.5728585613530891,0,
0.9,0.05,1.32,4.0,4.0,0.9487917697379363,0,
0.99,0.05,1.32,4.0,4.0,0.991968821065538,0,
0.5,0.05,1.33,4.0,4.0,0.9671409526885633,0,
0.9,0.05,1.33,4.0,4.0,0.9671409526885633,0,
0.99,0.05,1.33,4.0,4.0,0.9951171875000003,0,
0.5,0.05,1.34,4.0,4.0,0.9587525535529854,0,
0.9,0.05,1.34,4.0,4.0,0.9587525535529854,0,
0.99,0.05,1.34,4.0,4.0,0.9941406249999999,0,
0.5,0.05,1.35,4.0,4.0,0.928648596730342,0,
0.9,0.05,1.35,4.0,4.0,0.928648596730342,0,
0.99,0.05,1.35,4.0,4.0,0.9902343749999996,0,
0.5,0.05,1.36,4.0,4.0,0.943433717791001,0,
0.9,0.05,1.36,4.0,4.0,0.943433717791001,0,
0.99,0.05,1.36,4.0,4.0,0.9911760462129146,0,
0.5,0.05,1.37,4.0,4.0,0.9164400957064754,0,
0.9,0.05,1.37,4.0,4.0,0.9164400957064754,0,
0.99,0.05,1.37,4.0,4.0,0.9919124793752717,0,
0.5,0.05,1.38,4.0,4.0,0.9143489505483543,0,
0.9,0.05,1.38,4.0,4.0,0.9143489505483543,0,
0.99,0.05,1.38,4.0,4.0,0.990517639717388,0,
0.5,0.05,1.39,4.0,4.0,0.9057640254563596,0,
0.9,0.05,1.39,4.0,4.0,0.9057640254563596,0,
0.99,0.05,1.39,4.0,4.0,0.9940664168071668,0,
0.5,0.05,1.4,4.0,4.0,0.9176114983794488,0,
0.9,0.05,1.4,4.0,4.0,0.9176114983794488,0,
0.99,0.05,1.4,4.0,4.0,0.9905179840663335,0,
0.5,0.05,1.41,4.0,4.0,0.9368141456751772,0,
0.9,0.05,1.41,4.0,4.0,0.9368141456751772,0,
0.99,0.05,1.41,4.0,4.0,0.9931640625000001,0,
0.5,0.05,1.42,4.0,4.0,0.9485063520999739,0,
0.9,0.05,1.42,4.0,4.0,0.9485063520999739,0,
0.99,0.05,1.42,4.0,4.0,0.9931640625000001,0,
0.5,0.05,1.43,4.0,4.0,0.927722762171481,0,
0.9,0.05,1.43,4.0,4.0,0.927722762171481,0,
0.99,0.05,1.43,4.0,4.0,0.9922150374633076,0,
0.5,0.05,1.44,4.0,4.0,0.902088472218608,0,
0.9,0.05,1.44,4.0,4.0,0.902088472218608,0,
0.99,0.05,1.44,4.0,4.0,0.9912776176529887,0,
0.5,0.05,1.45,4.0,4.0,0.5375697446633141,0,
0.9,0.05,1.45,4.0,4.0,0.9150080581407264,0,
0.99,0.05,1.45,4.0,4.0,0.9901271622576776,0,
0.5,0.05,1.46,4.0,4.0,0.5489049883458508,0,
0.9,0.05,1.46,4.0,4.0,0.9060898525942482,0,
0.99,0.05,1.46,4.0,4.0,0.9929435216133018,0,
0.5,0.05,1.47,4.0,4.0,0.5662559229497993,0,
0.9,0.05,1.47,4.0,4.0,0.9776695637133124,0,
0.99,0.05,1.47,4.0,4.0,0.991409587305129,0,
0.5,0.05,1.48,4.0,4.0,0.5407078034579206,0,
0.9,0.05,1.48,4.0,4.0,0.9815588057993154,0,
0.99,0.05,1.48,4.0,4.0,0.992053283147708,0,
0.5,0.05,1.49,4.0,4.0,0.517079769971196,0,
0.9,0.05,1.49,4.0,4.0,0.9283064115339811,0,
