rule,radius,n_units,finite_unit_fraction,q05_ess_fraction,max_split_logZ_per_P_diff,bootstrap_sd_phi,mean_logZ,mean_delta_phi_energy,weighted_ce_mean,qc_pass,claim_status
low_tv_spectral_teacher,0.01,60,1.0,0.9740779298104277,2.836947602588466e-06,0.0,-3.4566605280495173,0.0,0.0066725941935117435,True,claimable_rule_radius
low_tv_spectral_teacher,0.011,60,1.0,0.967790509025051,3.6754343543104713e-06,5.84165636103042e-07,-3.4727500165115277,-6.537784828122769e-06,0.006701907964381826,True,claimable_rule_radius
low_tv_spectral_teacher,0.012,60,1.0,0.9608003615158744,6.3987143886621506e-06,1.1588470042332486e-06,-3.4893987352584377,-1.330280666758218e-05,0.006732014122897821,True,claimable_rule_radius
low_tv_spectral_teacher,0.013,60,1.0,0.9528018370519792,4.71365040155186e-06,1.8252002283397188e-06,-3.5087739822271886,-2.1175722949073737e-05,0.006767419964214836,True,claimable_rule_radius
low_tv_spectral_teacher,0.014,60,1.0,0.9443846986361671,1.0844805841435828e-05,2.4256747724365475e-06,-3.5289781154343314,-2.9385447941817666e-05,0.006803930575886205,True,claimable_rule_radius
low_tv_spectral_teacher,0.016,60,1.0,0.9236093409137671,5.636034502062343e-06,4.184576608104968e-06,-3.5751724353995384,-4.815599648517719e-05,0.00688720992406954,True,claimable_rule_radius
low_tv_spectral_teacher,0.018,60,1.0,0.9069767079704973,5.645786946395143e-06,5.844094080183626e-06,-3.6273500147552036,-6.935777598768185e-05,0.006980703883151219,True,claimable_rule_radius
low_tv_spectral_teacher,0.02,60,1.0,0.8811268601694109,9.144362100249178e-06,8.386278729879818e-06,-3.6883699907297407,-9.415256508745335e-05,0.007089657878996594,True,claimable_rule_radius
low_tv_spectral_teacher,0.025,60,1.0,0.810708470710254,1.3986418396103113e-05,1.4218732823088275e-05,-3.871127649201735,-0.0001684141085543345,0.007409376781280203,True,claimable_rule_radius
low_tv_spectral_teacher,0.03,60,1.0,0.7119758995629619,1.647935757073171e-05,2.2256592543289627e-05,-4.1071316322696925,-0.0002643117042747559,0.007812757831668264,True,claimable_rule_radius
low_tv_spectral_teacher,0.04,60,1.0,0.5502998497548718,1.4478992575434695e-05,3.890645416910277e-05,-4.752354204086398,-0.0005264907257362377,0.008867591445448608,True,claimable_rule_radius
low_tv_spectral_teacher,0.05,60,1.0,0.5465906928252728,5.572908114821719e-05,5.798357682251584e-05,-5.6649925410433175,-0.0008973311714724907,0.010251805280550563,True,claimable_rule_radius
low_tv_spectral_teacher,0.065,60,1.0,0.5333609962600081,6.589438967115483e-05,0.00010268228899126078,-7.564141840793229,-0.0016690293834797688,0.012857139757240628,True,claimable_rule_radius
low_tv_spectral_teacher,0.08,60,1.0,0.6545061769601179,0.00019383897195390226,0.00013361536060924986,-10.089232940776032,-0.002695072089689766,0.016002860839023126,True,claimable_rule_radius
random_label,0.01,60,1.0,0.835575908152927,3.9117174264242115e-06,0.0,-3.3368484583774896,0.0,0.0063081176656423175,True,claimable_rule_radius
random_label,0.011,60,1.0,0.8152431374243372,3.725753639729385e-06,1.2128997289749296e-06,-3.406554437760259,-2.832425005394932e-05,0.006424560843553753,True,claimable_rule_radius
random_label,0.012,60,1.0,0.7953885836922221,4.6816052244899566e-06,2.546767325354776e-06,-3.485272936232463,-6.031063708044427e-05,0.006554855681956363,True,claimable_rule_radius
random_label,0.013,60,1.0,0.7746449515551546,9.29453235248572e-06,3.5662470370287522e-06,-3.5700524991864184,-9.475987030025528e-05,0.0066947768650038484,True,claimable_rule_radius
random_label,0.014,60,1.0,0.7411247419124222,4.9917000857652115e-06,4.874644170183951e-06,-3.665174135787646,-0.00013341149021135943,0.006849439788109414,True,claimable_rule_radius
random_label,0.016,60,1.0,0.7014609216310882,1.421142664208927e-05,8.49933772764936e-06,-3.881992173883664,-0.000221513090412911,0.007197405103036702,True,claimable_rule_radius
