source,group,label,nmstv,radius,n_refs,phi_energy_raw_mean,phi_energy_raw_sd,phi_energy_raw_sem,d_phi_energy_direct_dd_mean,d_phi_energy_direct_dd_sd,d_phi_energy_direct_dd_sem,d_phi_energy_fd_dd_mean,d_phi_energy_fd_dd_sd,d_phi_energy_fd_dd_sem,ess_fraction_min,split_logZ_per_P_diff_max,split_dlogZ_dr_per_P_diff_max,ce_replay_max_abs_diff_max
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.33,30,-0.023037091403989463,0.0012724262697385706,0.00023231219023265608,-0.07122274353334487,0.004463612060760149,0.0008149403378768181,-0.07118498443392242,0.08255356553385901,0.015072150015125196,0.6101317431558553,0.0047811616194706,0.0233209034464669,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.34,30,-0.0236002450267734,0.0015283109682480297,0.0002790301307306693,-0.06910323136461125,0.005992262934420233,0.0010940325265613535,-0.06257009800358647,0.08993274116061749,0.016419396997314508,0.640994149898865,0.003657806627281,0.0296971908802724,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.35,30,-0.02428849336406119,0.0021652466463233564,0.00039531814358457096,-0.06766051622475026,0.005748223828645324,0.0010494772855125848,-0.07909891086509661,0.06545369624770518,0.01195015530231979,0.6286585796709601,0.0044563351089177,0.0201116030222278,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.36,30,-0.025182223244075333,0.0015074553713885811,0.0002752224371139512,-0.06802543464090154,0.005354422324572114,0.000977579296525798,-0.0907300078905496,0.0898658691552826,0.016407187895385332,0.6108745366248985,0.0050128891153761,0.0244805874190823,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.37,30,-0.026103093521872178,0.0017560179660239127,0.0003206035504585458,-0.06611000843970011,0.005687613480348004,0.0010384114005190224,-0.0655839608306563,0.05551711114784666,0.01013599136773238,0.5888457716871462,0.0038115184642388,0.0303345016010183,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.38,30,-0.02649390246068846,0.001830479104876654,0.00033419823226093603,-0.06525926194777605,0.0053833266532252585,0.000982856480796755,-0.045861836442612304,0.07054634613001841,0.012879941708326122,0.5555987280769517,0.0029926288769735,0.0202460478494723,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.39,30,-0.027020330250724426,0.0018344476226454835,0.00033492278116155214,-0.06247996982424748,0.0047255433240132195,0.0008627622250099944,-0.06593038716361593,0.06947646243529015,0.012684608563822908,0.623775844416717,0.0055075596648872,0.0235730652695063,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.4,30,-0.02781251020396078,0.0016348327355120572,0.0002984782556626103,-0.062000245689042194,0.0058877983759761015,0.001074959994854798,-0.05942318193606802,0.09416999123106849,0.017193009479106635,0.5615287168265856,0.00372308993293,0.0244945858622227,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.41,30,-0.028208793889445784,0.0018025571504942813,0.0003291004041726509,-0.06351402034390939,0.004517105319804375,0.0008247068260944809,-0.0719078275222218,0.07763522766001202,0.014174188482145862,0.5066379543236186,0.0052667506871178,0.0202543507317338,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.42,30,-0.02925066675440522,0.0019197722887779297,0.0003505008626123312,-0.06081556048167891,0.005311801022038653,0.0009697977469165217,-0.06352924041808225,0.10648537630098176,0.01944148088149125,0.5812384690828288,0.0036135403559743,0.0265594093572917,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.43,30,-0.02947937869780743,0.0017040603425442292,0.0003111174296538183,-0.060129812300281055,0.005371409711682194,0.000980680754896886,-0.045780615233475305,0.08350219685159138,0.01524534560561782,0.6034565943736065,0.0037876180638529,0.0283905604792347,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.44,30,-0.030166279059074725,0.0017723504151106971,0.00032358543405325784,-0.06061019058729903,0.0037794599697734796,0.0006900318268775761,-0.06511847490763129,0.10681961130251257,0.01950250356477331,0.5898023596974524,0.0051280558346338,0.0171750911514666,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.45,30,-0.03078174819596006,0.0018147224369396049,0.00033132147144085595,-0.059242883009722754,0.005081629877727387,0.0009277744376411695,-0.03957578671268411,0.0983791043264223,0.017961484875578526,0.5865315914954677,0.0039246840907107,0.0260113296458205,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.46,30,-0.030957794793328407,0.0023177363840052685,0.00042315883329004664,-0.057620178684285955,0.006109143888067848,0.001115371971513192,-0.0464808662352469,0.08780141095921089,0.01603027112104704,0.6175940829997517,0.0066904259099605,0.0318377869140286,0.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0.47,30,-0.03171136552066499,0.002392420830232536,0.00043679428525453273,-0.05735285347538228,0.006618689870822523,0.00120840191446015,-0.08137924375247027,0.0821036792486962,0.01499001239289324,0.6586621138350797,0.0075780381397276,0.0179725065907299,0.0
