source,group,label,nmstv,n_refs,positive_curvature_mass_mean,positive_curvature_mass_sd,positive_curvature_mass_sem,negative_curvature_mass_mean,negative_curvature_mass_sem,min_second_derivative_mean,min_second_derivative_sem,min_second_derivative_radius_mean,max_second_derivative_mean,max_second_derivative_radius_mean
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,30,0.15500839903402827,0.015471425848925035,0.002824682978074918,0.18344265962518227,0.002728311578637888,-0.9772372333816102,0.02031021625977308,0.32133333333333336,1.0474838588730142,0.6133333333333333
advanced,real_even_odd,rule: even odd,0.49328642764617986,30,0.20982555453801807,0.021716916971660002,0.003964948434948321,0.24767033805495883,0.0038495990929100724,-1.328070124696742,0.035672570348020106,0.19333333333333333,1.3307655563508793,0.5576666666666666
flip,eta_0.05,flip eta=0.05,0.5734925471048802,30,0.3370857329402651,0.028355305246699852,0.0051769467695207,0.3679868999621186,0.005816120379271231,-2.3728881249639757,0.051577247929277495,0.09433333333333334,2.2499425513716504,0.375
advanced,teacher_nn,rule: teacher nn,0.6843772639598127,30,0.278467335409536,0.022202709079936492,0.004053641533601996,0.3113641016523783,0.00382156479106865,-2.0902571896859525,0.04136393472870087,0.060000000000000005,1.7846456264167652,0.37
flip,eta_0.15,flip eta=0.15,0.7762922746978026,30,0.6033209153550899,0.04118443619107062,0.007519214906660505,0.6165024965900628,0.007409164096786194,-4.644396786728358,0.07962869363492649,0.083,4.789560392714881,0.2876666666666667
flip,eta_0.25,flip eta=0.25,0.8975281794892439,30,0.7655385141399086,0.07058178862699342,0.012886412593355292,0.7656103869279678,0.01288329986700725,-6.3579307689813565,0.15288851756821265,0.09466666666666666,6.374259953044258,0.26366666666666666
advanced,random_label,rule: random label,0.9855585738254612,30,0.9377050858390785,0.08144163937747502,0.014869141002414687,0.9192576628740329,0.015426138356877266,-7.966967469709038,0.19120100575723697,0.06533333333333333,8.469881718127253,0.251
