dataset_id,split_id,rule,ref_id,theta_path,dataset_path,attempt_seed,optimizer_chain,P,train_error,test_error,CE_mean_train,CE_sum_train,CE_mean_test,theta_norm,min_margin,q05_margin,median_margin,mean_margin,pool_rank
0,0,very_low_tv_spectral_teacher,0,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/very_low_tv_spectral_teacher_v1/04_exact_reference_search/selected_reference_pool/split_000/very_low_tv_spectral_teacher/ref_000/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/01_dataset_gen/raw_outputs/very_low_tv_spectral_teacher_v1/01_dataset_prepare/raw_datasets/split_000/very_low_tv_spectral_teacher/dataset.npz,2840000,adam,2461,0.0,0.08837890625,0.0047414599190837,2.4276274785708734,0.3986520612540579,10.596875502899136,1.3479335448674352,3.863209468464918,8.099170109089428,7.40569552753673,1
0,0,very_low_tv_spectral_teacher,1,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/very_low_tv_spectral_teacher_v1/04_exact_reference_search/selected_reference_pool/split_000/very_low_tv_spectral_teacher/ref_001/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/01_dataset_gen/raw_outputs/very_low_tv_spectral_teacher_v1/01_dataset_prepare/raw_datasets/split_000/very_low_tv_spectral_teacher/dataset.npz,2840001,adam,2461,0.0,0.09423828125,0.0042315422201481,2.1665496167158382,0.4163008189590853,11.76399576465043,1.5713041329572577,4.106294151315407,7.2206142067785155,6.759664807714349,2
0,0,very_low_tv_spectral_teacher,2,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/very_low_tv_spectral_teacher_v1/04_exact_reference_search/selected_reference_pool/split_000/very_low_tv_spectral_teacher/ref_002/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/01_dataset_gen/raw_outputs/very_low_tv_spectral_teacher_v1/01_dataset_prepare/raw_datasets/split_000/very_low_tv_spectral_teacher/dataset.npz,2840002,adam,2461,0.0,0.08984375,0.0021902442967418,1.1214050799318431,0.4322958011464618,12.27919352744221,2.3556276673216185,4.319475180173538,8.859762606495382,8.06844302805486,3
0,0,very_low_tv_spectral_teacher,3,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/very_low_tv_spectral_teacher_v1/04_exact_reference_search/selected_reference_pool/split_000/very_low_tv_spectral_teacher/ref_003/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/01_dataset_gen/raw_outputs/very_low_tv_spectral_teacher_v1/01_dataset_prepare/raw_datasets/split_000/very_low_tv_spectral_teacher/dataset.npz,2840003,adam,2461,0.0,0.09326171875,0.0069606142381761,3.5638344899461933,0.3934817877871428,12.371874446902751,1.3644176536500414,3.419817133242533,7.598922392540559,6.8444597442171,4
0,0,very_low_tv_spectral_teacher,4,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/very_low_tv_spectral_teacher_v1/04_exact_reference_search/selected_reference_pool/split_000/very_low_tv_spectral_teacher/ref_004/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/01_dataset_gen/raw_outputs/very_low_tv_spectral_teacher_v1/01_dataset_prepare/raw_datasets/split_000/very_low_tv_spectral_teacher/dataset.npz,2840004,adam,2461,0.0,0.08154296875,0.0067569154440629,3.4595407073602145,0.3508313329543882,12.542260847100502,0.7398737963299031,3.564574592381718,8.130810122486785,7.33691045427258,5
0,0,very_low_tv_spectral_teacher,5,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/very_low_tv_spectral_teacher_v1/04_exact_reference_search/selected_reference_pool/split_000/very_low_tv_spectral_teacher/ref_005/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/01_dataset_gen/raw_outputs/very_low_tv_spectral_teacher_v1/01_dataset_prepare/raw_datasets/split_000/very_low_tv_spectral_teacher/dataset.npz,2840005,adam,2461,0.0,0.09130859375,0.0035326323675661,1.808707772193893,0.4244147391985048,11.095012497545158,1.717921959403023,4.224796149762102,8.166561189942787,7.497736667415509,6
0,0,very_low_tv_spectral_teacher,6,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/very_low_tv_spectral_teacher_v1/04_exact_reference_search/selected_reference_pool/split_000/very_low_tv_spectral_teacher/ref_006/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/01_dataset_gen/raw_outputs/very_low_tv_spectral_teacher_v1/01_dataset_prepare/raw_datasets/split_000/very_low_tv_spectral_teacher/dataset.npz,2840006,adam,2461,0.0,0.09228515625,0.0029833730910385,1.5274870226117203,0.4447466848140237,11.844037908512956,2.042826478871338,4.092195363527238,7.943542482297871,7.354074106579434,7
0,0,very_low_tv_spectral_teacher,7,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/very_low_tv_spectral_teacher_v1/04_exact_reference_search/selected_reference_pool/split_000/very_low_tv_spectral_teacher/ref_007/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/01_dataset_gen/raw_outputs/very_low_tv_spectral_teacher_v1/01_dataset_prepare/raw_datasets/split_000/very_low_tv_spectral_teacher/dataset.npz,2840007,adam,2461,0.0,0.08984375,0.0051611183003573,2.6424925697829837,0.3951230431276091,11.468476287879252,1.5418114587248888,3.5285606914066965,8.678364984195174,7.774405779011225,8
0,0,very_low_tv_spectral_teacher,8,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/very_low_tv_spectral_teacher_v1/04_exact_reference_search/selected_reference_pool/split_000/very_low_tv_spectral_teacher/ref_008/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/01_dataset_gen/raw_outputs/very_low_tv_spectral_teacher_v1/01_dataset_prepare/raw_datasets/split_000/very_low_tv_spectral_teacher/dataset.npz,2840008,adam,2461,0.0,0.080078125,0.0021036352797338,1.0770612632237162,0.359915065149451,13.03713015913437,2.3015103307976403,4.497328124586505,7.989830391280796,7.447340328888468,9
0,0,very_low_tv_spectral_teacher,9,/home/bjyong/Complexity/local_project/03_dnn_mnist/03_reference_search/raw_outputs/very_low_tv_spectral_teacher_v1/04_exact_reference_search/selected_reference_pool/split_000/very_low_tv_spectral_teacher/ref_009/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/01_dataset_gen/raw_outputs/very_low_tv_spectral_teacher_v1/01_dataset_prepare/raw_datasets/split_000/very_low_tv_spectral_teacher/dataset.npz,2840009,adam,2461,0.0,0.0830078125,0.0048590809658065,2.48784945449293,0.3731461283632667,13.180399908918368,1.2194752191617275,3.8855572204908055,7.859222233797596,7.189890801642616,10
