pair_id,pair_label,pair_order,pair_rank_complexity_desc,complexity_mean,radius,n_refs,dphi_dr_mean,dphi_dr_sem,positive_curvature_mean,dphi_dr_smooth_mean,dphi_dr_smooth_sem,derivative_source
pair_2_4,2/4,3,23,0.0247395833333333,0.76,30,-0.02212915667317641,0.00044191929188321756,0.05985285564927827,-0.02212915667317641,0.00044191929188321756,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.77,30,-0.022038953331265754,0.00044315726409032086,0.10765002049566032,-0.022038953331265758,0.00044315726409032086,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.78,30,-0.021002118609179485,0.0005380669485401575,0.07474719054220948,-0.021002118609179485,0.0005380669485401575,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.79,30,-0.021502801379009236,0.00044668002716607335,0.09635858302557336,-0.02150280137900924,0.00044668002716607335,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.8,30,-0.020500052567141335,0.0005666108760351911,0.08021419455930973,-0.02050005256714134,0.0005666108760351911,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.81,30,-0.020848714165534552,0.0004139135528325624,0.06705619544964972,-0.020848714165534552,0.0004139135528325624,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.82,30,-0.020279092636372675,0.0003873186844887168,0.097918706181636,-0.02027909263637268,0.0003873186844887168,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.83,30,-0.020016332937359185,0.0004954818863223827,0.0753983722621671,-0.020016332937359185,0.0004954818863223827,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.84,30,-0.019947159908262718,0.0004995928381583729,0.061136778905832564,-0.019947159908262718,0.0004995928381583729,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.85,30,-0.02038657182632,0.0004732094901653401,0.06845310007148224,-0.02038657182632,0.0004732094901653401,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.86,30,-0.020642670529277554,0.000645217033063835,0.0762434426471336,-0.02064267052927756,0.000645217033063835,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.87,30,-0.019786171587501074,0.0004255422986993302,0.12841225686591456,-0.019786171587501077,0.0004255422986993302,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.88,30,-0.019205973648810663,0.00042757418284882393,0.08143629731969068,-0.019205973648810663,0.00042757418284882393,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.89,30,-0.019016732370524307,0.00035160941127677545,0.08688594927485686,-0.019016732370524307,0.00035160941127677545,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.9,30,-0.01854575575328117,0.0005376392291394558,0.08411417134081442,-0.018545755753281174,0.0005376392291394558,sampling_time_direct_radial_score_derivative
pair_2_4,2/4,3,23,0.0247395833333333,0.91,30,-0.01838667449982618,0.0004930045493287963,0.05379405238626614,-0.01838667449982618,0.0004930045493287963,sampling_time_direct_radial_score_derivative
