metric,run,beta,radius,dataset_count,mean,sem,ci95_half_width,ci95_low,ci95_high,source
phi_energy,60 dataset,0.35,0.09,60,-0.00024553894298426387,1.730339164701476e-05,3.462400671092767e-05,-0.00028016294969519155,-0.0002109149362733362,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.1,60,-0.0002504330648548878,1.7497963947646953e-05,3.5013344985196685e-05,-0.00028544640984008447,-0.0002154197198696911,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.11,60,-0.0002557283539167322,1.7701719332396266e-05,3.542105856834066e-05,-0.0002911494124850729,-0.00022030729534839157,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.12,60,-0.00026137941230504954,1.791825224065339e-05,3.585433991696717e-05,-0.0002972337522220167,-0.00022552507238808236,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.13,60,-0.0002673773462898949,1.814115840157478e-05,3.630037411471828e-05,-0.00030367772040461316,-0.0002310769721751766,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.14,60,-0.00027372368843648563,1.8374230152988777e-05,3.676674961206062e-05,-0.00031049043804854624,-0.000236956938824425,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.15,60,-0.0002803195081834403,1.8602644848515327e-05,3.722380636209669e-05,-0.000317543314545537,-0.00024309570182134364,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.16,60,-0.00028729966155846,1.885883716217646e-05,3.773644599763435e-05,-0.00032503610755609436,-0.00024956321556082565,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.17,60,-0.00029442230440293913,1.9111331419453774e-05,3.824168583944009e-05,-0.0003326639902423792,-0.00025618061856349904,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.18,60,-0.00030192041203452007,1.9374999818931932e-05,3.8769285088143814e-05,-0.0003406896971226639,-0.00026315112694637625,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.19,60,-0.00030967625818194235,1.9641820115770234e-05,3.9303191268897394e-05,-0.00034897944945083974,-0.00027037306691304495,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.2,60,-0.00031764352072751004,1.991149010373244e-05,3.984279966841889e-05,-0.00035748632039592893,-0.00027780072105909116,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.21,60,-0.0003258599147118785,2.0204125121096177e-05,4.042836098563051e-05,-0.000366288275697509,-0.000285431553726248,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.22,60,-0.0003342931552078338,2.0474283962739784e-05,4.096894757910904e-05,-0.0003752621027869428,-0.00029332420762872473,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.23,60,-0.0003429655682981539,2.0773993372827524e-05,4.156866472346417e-05,-0.0003845342330216181,-0.00030139690357468973,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.24,60,-0.000351995349645361,2.1085962928335514e-05,4.219291436213991e-05,-0.00039418826400750093,-0.0003098024352832211,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.25,60,-0.0003610595942075816,2.1392988520533968e-05,4.280727115308383e-05,-0.0004038668653606654,-0.00031825232305449775,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.26,60,-0.00037032794718232286,2.1704247539373914e-05,4.3430099011170854e-05,-0.0004137580461934937,-0.000326897848171152,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.27,60,-0.00038005272186277786,2.203425668198395e-05,4.409044578026041e-05,-0.00042414316764303827,-0.00033596227608251745,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.28,60,-0.0003897454447188939,2.2375184459732355e-05,4.477264068779687e-05,-0.0004345180854066908,-0.00034497280403109705,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.29,60,-0.0003996588565468748,2.2695524267616694e-05,4.5413639162791115e-05,-0.00044507249570966594,-0.0003542452173840837,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.35,0.3,60,-0.0004097834131552533,2.3043470264602734e-05,4.61098774945845e-05,-0.0004558932906498378,-0.00036367353566066883,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.01,60,-0.0001952653239793205,1.3984152143363038e-05,2.7982223805352578e-05,-0.00022324754778467308,-0.00016728310017396792,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.02,60,-0.00019583422415408587,1.4007092017799084e-05,2.8028126388073032e-05,-0.0002238623505421589,-0.00016780609776601284,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.03,60,-0.0001969260614847692,1.4057375709170942e-05,2.8128743822101337e-05,-0.00022505480530687054,-0.00016879731766266786,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.04,60,-0.00019859665064089196,1.4134189669513511e-05,2.828244820171947e-05,-0.00022687909884261143,-0.0001703142024391725,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.05,60,-0.00020083152156215406,1.4232471967443033e-05,2.847911062562434e-05,-0.0002293106321877784,-0.00017235241093652972,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.06,60,-0.00020362843309287403,1.4349614765424046e-05,2.8713512822960672e-05,-0.0002323419459158347,-0.00017491492026991336,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.07,60,-0.0002069711100717912,1.4480409435936026e-05,2.8975232354133722e-05,-0.00023594634242592492,-0.00017799587771765747,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.08,60,-0.00021079986132045486,1.4625314491374359e-05,2.926518670032745e-05,-0.0002400650480207823,-0.0001815346746201274,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.09,60,-0.00021508709890849883,1.4779811137536725e-05,2.9574333775228483e-05,-0.0002446614326837273,-0.00018551276513327034,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.1,60,-0.00021978701175163638,1.493767323858645e-05,2.989021510980429e-05,-0.00024967722686144067,-0.0001898967966418321,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.11,60,-0.00022487897840980331,1.5110064987897875e-05,3.0235170203397e-05,-0.00025511414861320033,-0.00019464380820640633,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.12,60,-0.00023034710693040485,1.528483722634695e-05,3.058488864475174e-05,-0.0002609319955751566,-0.00019976221828565312,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.13,60,-0.0002361352096360194,1.547525176674262e-05,3.096590726000428e-05,-0.0002671011168960237,-0.00020516930237601512,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.14,60,-0.00024228719558054245,1.5666706127975816e-05,3.1349006551946744e-05,-0.0002736362021324892,-0.0002109381890285957,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.15,60,-0.00024878089169526216,1.586581363021662e-05,3.17474197436733e-05,-0.00028052831143893545,-0.00021703347195158886,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.16,60,-0.00025553773346860884,1.607423910842101e-05,3.216447816223611e-05,-0.00028770221163084493,-0.0002233732553063727,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.17,60,-0.00026259723038710815,1.6294406450430502e-05,3.2605031996003087e-05,-0.0002952022623831112,-0.00022999219839110505,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.18,60,-0.0002698911179020215,1.6520886071419726e-05,3.305821667083371e-05,-0.0003029493345728552,-0.0002368329012311878,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.19,60,-0.00027751177071379333,1.6764627961516137e-05,3.3545943066363125e-05,-0.00031105771378015645,-0.0002439658276474302,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.2,60,-0.0002853570217241564,1.6996937736967336e-05,3.4010793853325694e-05,-0.0003193678155774821,-0.0002513462278708307,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.21,60,-0.0002934000962827893,1.7236362801904878e-05,3.44898823016642e-05,-0.0003278899785844535,-0.0002589102139811251,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.22,60,-0.0003018357566667265,1.7521414516568464e-05,3.506026946522217e-05,-0.00033689602613194865,-0.0002667754872015043,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.23,60,-0.0003103421428154353,1.776713842727676e-05,3.5551961874835246e-05,-0.0003458941046902705,-0.00027479018094060003,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.24,60,-0.0003192106632464895,1.8056159616850347e-05,3.6130291939341565e-05,-0.0003553409551858311,-0.00028308037130714796,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.25,60,-0.0003281166004096749,1.8328912022810742e-05,3.667606824303077e-05,-0.00036479266865270565,-0.0002914405321666441,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.26,60,-0.00033741441578239074,1.8632604863921686e-05,3.7283756214452266e-05,-0.000374698171996843,-0.0003001306595679385,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.27,60,-0.00034689166977599464,1.895824514634353e-05,3.793536091449773e-05,-0.0003848270306904924,-0.0003089563088614969,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.28,60,-0.00035642458176588177,1.9258863767874027e-05,3.8536897386747524e-05,-0.0003949614791526293,-0.00031788768437913424,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.29,60,-0.0003660868663278456,1.9571546179730566e-05,3.916257344768195e-05,-0.00040524943977552757,-0.0003269242928801637,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.37,0.3,60,-0.0003761987548750983,1.9908492088954867e-05,3.983680065470553e-05,-0.00041603555552980384,-0.0003363619542203928,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.01,60,-0.00017455033773702526,1.3269414855809518e-05,2.655203779641064e-05,-0.0002011023755334359,-0.00014799829994061462,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.02,60,-0.00017503535283323402,1.3292368501375773e-05,2.659796793509899e-05,-0.000201633320768333,-0.00014843738489813503,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.03,60,-0.00017600076959306413,1.3342375821057899e-05,2.669803235065351e-05,-0.00020269880194371764,-0.00014930273724241062,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.04,60,-0.00017750631900109194,1.3415293752103758e-05,2.6843940793656033e-05,-0.00020435025979474798,-0.0001506623782074359,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.05,60,-0.0001795672665676214,1.3508365583476593e-05,2.7030177098063282e-05,-0.0002065974436656847,-0.00015253708946955813,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.06,60,-0.00018216735957503848,1.361757434222757e-05,2.724870331957075e-05,-0.00020941606289460923,-0.00015491865625546773,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.07,60,-0.00018525675140268968,1.3732365408546454e-05,2.7478399712720656e-05,-0.00021273515111541033,-0.00015777835168996902,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.08,60,-0.00018882006818552943,1.3860266538541932e-05,2.7734329282693874e-05,-0.0002165543974682233,-0.00016108573890283556,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.09,60,-0.00019284376331420316,1.3988951167194741e-05,2.799182662985915e-05,-0.0002208355899440623,-0.000164851936684344,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.1,60,-0.0001972718009474022,1.4142154783120251e-05,2.829838635723251e-05,-0.00022557018730463472,-0.0001689734145901697,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.11,60,-0.00020208582297290406,1.4279369562593403e-05,2.8572952496763683e-05,-0.00023065877546966774,-0.00017351287047614038,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.12,60,-0.00020723617220502625,1.4431025107884665e-05,2.8876414541952956e-05,-0.0002361125867469792,-0.0001783597576630733,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.13,60,-0.00021279520053749592,1.4590279452555986e-05,2.9195081749580745e-05,-0.00024199028228707667,-0.00018360011878791518,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.14,60,-0.00021863023382606088,1.475484984676563e-05,2.9524386347764406e-05,-0.00024815462017382527,-0.00018910584747829646,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.15,60,-0.00022486931197422617,1.4942839673764987e-05,2.9900553122717735e-05,-0.0002547698650969439,-0.00019496875885150844,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.16,60,-0.0002313489566349076,1.5116885799803218e-05,3.02488186164944e-05,-0.000261597775251402,-0.0002011001380184132,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.17,60,-0.0002381228182909034,1.529851371613817e-05,3.061225523761244e-05,-0.00026873507352851583,-0.00020751056305329095,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.18,60,-0.00024516243546311093,1.5488738509589773e-05,3.09928941701069e-05,-0.00027615532963321784,-0.00021416954129300405,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.19,60,-0.0002524863136041169,1.5689517123976343e-05,3.139465124951339e-05,-0.0002838809648536303,-0.0002210916623546035,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.2,60,-0.00026002905102637724,1.590128203870482e-05,3.1818391865126325e-05,-0.00029184744289150355,-0.0002282106591612509,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.21,60,-0.00026792080361096455,1.6126801070341213e-05,3.2269654405101694e-05,-0.00030019045801606625,-0.00023565114920586286,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.22,60,-0.00027600287949064054,1.635745646818653e-05,3.2731194790121284e-05,-0.00030873407428076184,-0.00024327168470051927,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.23,60,-0.00028437783794687166,1.659657171092533e-05,3.3209663285672074e-05,-0.00031758750123254373,-0.0002511681746611996,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.24,60,-0.0002929442589480852,1.6833162040754868e-05,3.3683079442161355e-05,-0.00032662733839024656,-0.00025926117950592385,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.25,60,-0.0003016347149359326,1.7080521623404083e-05,3.4178044823768283e-05,-0.0003358127597597009,-0.00026745667011216433,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.26,60,-0.0003105508520298355,1.7347122922199683e-05,3.4711512790450605e-05,-0.0003452623648202861,-0.0002758393392393849,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.27,60,-0.0003198756546560452,1.7627292678168724e-05,3.5272131177224773e-05,-0.00035514778583327,-0.00028460352347882043,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.28,60,-0.0003293528096050671,1.790031719749583e-05,3.581845197850309e-05,-0.0003651712615835702,-0.000293534357626564,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.29,60,-0.0003387871959425283,1.816935181850952e-05,3.635678901169721e-05,-0.00037514398495422553,-0.0003024304069308311,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,60 dataset,0.39,0.3,60,-0.0003485232178279337,1.8446193344979854e-05,3.6910747626627243e-05,-0.00038543396545456094,-0.00031161247020130645,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_60_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,90 dataset,0.29,0.01,90,-0.0002945207406079254,1.61782011513708e-05,3.214574108410177e-05,-0.0003266664816920272,-0.00026237499952382363,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_90_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,90 dataset,0.29,0.02,90,-0.0002953221830461335,1.6219253765812944e-05,3.222731175455735e-05,-0.0003275494948006909,-0.00026309487129157617,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_90_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,90 dataset,0.29,0.03,90,-0.00029684985205244305,1.6300245921813556e-05,3.238824144335766e-05,-0.0003292380934958007,-0.0002644616106090854,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_90_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,90 dataset,0.29,0.04,90,-0.0002990911725143846,1.6412933274987644e-05,3.2612148813818316e-05,-0.0003317033213282029,-0.00026647902370056627,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_90_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,90 dataset,0.29,0.05,90,-0.0003020078733415053,1.6551119933862173e-05,3.288672276155794e-05,-0.00033489459610306326,-0.00026912115057994737,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_90_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
phi_energy,90 dataset,0.29,0.06,90,-0.0003055077556774146,1.670551401649394e-05,3.3193500515077076e-05,-0.00033870125619249165,-0.0002723142551623375,02_dnn/05_proxy_local_entropy/raw_outputs/18_beta_cell_90_dataset_30_reference/d_0.01_to_2.50_dense/summary_tables/high_beta_curve_comparison.csv
