eta,radius,n_refs,phi_energy_raw_mean,phi_energy_raw_sd,phi_energy_raw_sem
0.25,0.1,10,-0.019536134652939553,0.0018723603971758042,0.0005920923455773039
0.25,0.2,10,-0.07207698290137804,0.006566560437028417,0.002076528737416046
0.25,0.3,10,-0.11816022956564762,0.006267018211398502,0.0019818051685773874
0.25,0.4,10,-0.1375915854348068,0.006043216350595462,0.001911032806105231
0.25,0.5,10,-0.139378871447263,0.0063707400741263845,0.002014604901514927
0.25,0.6,10,-0.14233824129139855,0.005468830617639593,0.0017293960889406522
0.25,0.7,10,-0.14434506711380418,0.005048356016086752,0.001596430345024777
0.25,0.8,10,-0.14577094659079842,0.003710452636013645,0.0011733481479978835
0.25,0.9,10,-0.14830652329242716,0.004121709053367015,0.001303398846117627
0.25,1.0,10,-0.1503883844254727,0.002218127023667335,0.0007014333534358995
0.3,0.1,10,-0.02237064801040902,0.003872954627179568,0.0012247357896375702
0.3,0.2,10,-0.07672788084842634,0.008213156153247983,0.002597228022289056
0.3,0.3,10,-0.11922379981435056,0.009153683958299349,0.0028946490289571674
0.3,0.4,10,-0.1368082227880209,0.004266858385488501,0.0013492990951532418
0.3,0.5,10,-0.1434867178539586,0.002481505879508922,0.0007847210606347551
0.3,0.6,10,-0.14730629307160806,0.0024972270881643793,0.0007896925433269537
0.3,0.7,10,-0.14810566675194056,0.0015119057142987378,0.00047810656646078047
0.3,0.8,10,-0.14970359733073754,0.0027885206407954784,0.0008818076527305952
0.3,0.9,10,-0.15171222828672626,0.0020084756053761,0.0006351357537874001
0.3,1.0,10,-0.15447939125537444,0.002174351561741425,0.0006875903369047104
0.35,0.1,10,-0.02367310974782694,0.002536875250260101,0.0008022303930531579
0.35,0.2,10,-0.08257161633834105,0.007552009012705152,0.002388154939026777
0.35,0.3,10,-0.13328925998432123,0.006260732604780522,0.001979817485238521
0.35,0.4,10,-0.14711669240031988,0.004727739426223681,0.001495042477064442
0.35,0.5,10,-0.15160446239830042,0.003988475802561823,0.0012612667928563407
0.35,0.6,10,-0.1524912455273882,0.0022763763531902415,0.0007198534087829094
0.35,0.7,10,-0.15422808835029875,0.0028601047932887546,0.000904444549355753
0.35,0.8,10,-0.15522770304370642,0.0038368915996521693,0.001213331659006777
0.35,0.9,10,-0.15571145308228307,0.002831490841366793,0.0008953960232625582
0.35,1.0,10,-0.15765399671719224,0.002729061693889914,0.0008630050827809322
0.4,0.1,10,-0.02229688079269927,0.002074217357043945,0.0006559251210513561
0.4,0.2,10,-0.08785006803673932,0.007027219489740638,0.002222201920550667
0.4,0.3,10,-0.13767345919520663,0.005445546809893407,0.0017220331024327099
0.4,0.4,10,-0.15228696407119174,0.004300419418801026,0.0013599120257428766
0.4,0.5,10,-0.15656453793819114,0.004444823409409853,0.0014055765770970227
0.4,0.6,10,-0.15650362341130902,0.004085660033092134,0.001291999144969006
0.4,0.7,10,-0.15600175272206734,0.0035397936995392224,0.0011193810537657675
0.4,0.8,10,-0.15743790406198616,0.0021166750439801656,0.0006693514205414402
0.4,0.9,10,-0.15838974774430942,0.002280067834658613,0.0007210207577209418
0.4,1.0,10,-0.15927220769651268,0.0026154151420959802,0.0008270668875916232
