cell_id,series,dataset_id,seed,beta_ising,rewire_p,dataset_raw_path,dataset_meta_path
cell_beta_0p05_p_0p00,beta,12,1201234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_012_seed_1201234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_012_seed_1201234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,13,1301234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_013_seed_1301234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_013_seed_1301234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,14,1401234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_014_seed_1401234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_014_seed_1401234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,15,1501234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_015_seed_1501234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_015_seed_1501234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,16,1601234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_016_seed_1601234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_016_seed_1601234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,17,1701234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_017_seed_1701234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_017_seed_1701234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,18,1801234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_018_seed_1801234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_018_seed_1801234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,19,1901234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_019_seed_1901234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_019_seed_1901234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,20,2001234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_020_seed_2001234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_020_seed_2001234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,21,2101234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_021_seed_2101234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_021_seed_2101234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,22,2201234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_022_seed_2201234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_022_seed_2201234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,23,2301234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_023_seed_2301234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_023_seed_2301234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,24,2401234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_024_seed_2401234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_024_seed_2401234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,25,2501234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_025_seed_2501234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_025_seed_2501234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,26,2601234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_026_seed_2601234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_026_seed_2601234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,27,2701234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_027_seed_2701234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_027_seed_2701234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,28,2801234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_028_seed_2801234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_028_seed_2801234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,29,2901234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_029_seed_2901234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_029_seed_2901234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,30,93001234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_030_seed_93001234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_030_seed_93001234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,31,93101234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_031_seed_93101234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_031_seed_93101234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,32,93201234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_032_seed_93201234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_032_seed_93201234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,33,93301234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_033_seed_93301234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_033_seed_93301234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,34,3401234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_034_seed_3401234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_034_seed_3401234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,35,3501234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_035_seed_3501234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_035_seed_3501234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,36,3601234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_036_seed_3601234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_036_seed_3601234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,37,3701234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_037_seed_3701234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_037_seed_3701234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,38,3801234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_038_seed_3801234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_038_seed_3801234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,39,3901234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_039_seed_3901234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_039_seed_3901234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,40,4001234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_040_seed_4001234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_040_seed_4001234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,41,4101234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_041_seed_4101234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_041_seed_4101234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,42,4201234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_042_seed_4201234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_042_seed_4201234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,43,4301234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_043_seed_4301234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_043_seed_4301234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,44,4401234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_044_seed_4401234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_044_seed_4401234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,45,4501234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_045_seed_4501234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_045_seed_4501234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,46,4601234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_046_seed_4601234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_046_seed_4601234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,47,4701234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_047_seed_4701234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_047_seed_4701234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,48,4801234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_048_seed_4801234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_048_seed_4801234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,49,4901234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_049_seed_4901234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_049_seed_4901234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,50,5001234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_050_seed_5001234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_050_seed_5001234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,51,5101234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_051_seed_5101234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_051_seed_5101234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,52,5201234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_052_seed_5201234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_052_seed_5201234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,53,5301234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_053_seed_5301234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_053_seed_5301234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,54,5401234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_054_seed_5401234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_054_seed_5401234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,55,5501234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_055_seed_5501234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_055_seed_5501234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,56,5601234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_056_seed_5601234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_056_seed_5601234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,57,5701234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_057_seed_5701234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_057_seed_5701234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,58,5801234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_058_seed_5801234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_058_seed_5801234/dataset_meta.json
cell_beta_0p05_p_0p00,beta,59,5901234,0.05,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_059_seed_5901234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p05_p_0p00/dataset_059_seed_5901234/dataset_meta.json
cell_beta_0p07_p_0p00,beta,0,3234,0.07,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_000_seed_003234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_000_seed_003234/dataset_meta.json
cell_beta_0p07_p_0p00,beta,1,103234,0.07,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_001_seed_103234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_001_seed_103234/dataset_meta.json
cell_beta_0p07_p_0p00,beta,2,203234,0.07,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_002_seed_203234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_002_seed_203234/dataset_meta.json
cell_beta_0p07_p_0p00,beta,3,303234,0.07,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_003_seed_303234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_003_seed_303234/dataset_meta.json
cell_beta_0p07_p_0p00,beta,4,403234,0.07,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_004_seed_403234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_004_seed_403234/dataset_meta.json
cell_beta_0p07_p_0p00,beta,5,503234,0.07,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_005_seed_503234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_005_seed_503234/dataset_meta.json
cell_beta_0p07_p_0p00,beta,6,603234,0.07,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_006_seed_603234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_006_seed_603234/dataset_meta.json
cell_beta_0p07_p_0p00,beta,7,703234,0.07,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_007_seed_703234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_007_seed_703234/dataset_meta.json
cell_beta_0p07_p_0p00,beta,8,803234,0.07,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_008_seed_803234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_008_seed_803234/dataset_meta.json
cell_beta_0p07_p_0p00,beta,9,903234,0.07,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_009_seed_903234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_009_seed_903234/dataset_meta.json
cell_beta_0p07_p_0p00,beta,10,1003234,0.07,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_010_seed_1003234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_010_seed_1003234/dataset_meta.json
cell_beta_0p07_p_0p00,beta,11,1103234,0.07,0.0,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_011_seed_1103234/dataset.npz,02_dnn/01_dataset_gen/raw_outputs/18_beta_cell_60_dataset/raw_datasets/cell_beta_0p07_p_0p00/dataset_011_seed_1103234/dataset_meta.json
