dataset_id,split_id,rule,ref_id,theta_path,dataset_path,attempt_seed,optimizer_chain,P,train_error,test_error,CE_mean_train,CE_sum_train,CE_mean_test,theta_norm,min_margin,q05_margin,median_margin,mean_margin,anchor_rule,eta,resample_seed_offset
1,0,eta_0p00,0,02_dnn/08_mnist/runs/final/single_dataset_10x10_box_n_train_512_60ref_allrule_sparse_0p010_to_2p500/04_exact_reference_search/selected_reference_pool/split_000/real_even_odd/ref_000/theta.npy,/home/bjyong/Complexity/local_project/03_dnn_mnist/06_eta_flip_phase_transition/raw_outputs/eta_anchor_phi_smoke_unit_timing_cpu35_gpu0/01_dataset_gen/split_000/eta_0p00/rep_000/dataset.npz,2701000,adam,2461,0.0,0.12255859375,0.001148533308878541,0.588049054145813,0.710774910398708,13.559947266891331,2.9907347561342057,5.373187944078943,9.115750088204324,8.467847655461195,real_even_odd,0.0,2026062500
