rule,radius,d0,phi_energy_raw,delta_phi_energy,delta_phi_full,d_phi_energy_direct_dd,d_phi_energy_direct_dd_sem,n_units,target_ref_count,sampling_status,qc_diagnostic_pass,d_phi_energy_raw_dd,d2_phi_energy_raw_dd2,d_delta_phi_energy_dd,d2_delta_phi_energy_dd2,d_delta_phi_full_dd,d2_delta_phi_full_dd2
real_even_odd,0.1,0.1,-0.0031059536180038385,0.0,0.0,-0.07501165766550193,0.0024371350256160093,30,30,complete,True,-0.07576840295874344,-1.1856615409818243,-0.07576840295874336,-1.1856615409818234,9.95368935480013,-103.19917893211107
real_even_odd,0.11,0.1,-0.003915648655337879,-0.0008096950373340396,0.09446175653464436,-0.08474217717994172,0.0025637543756025054,30,30,complete,True,-0.08836295360340565,-0.7886693289845641,-0.08836295360340568,-0.7886693289845708,9.024010669174501,-84.79604698593562
real_even_odd,0.12,0.1,-0.004873212690071951,-0.0017672590720681125,0.1804802133834899,-0.09451937032571238,0.0025548064712568627,30,30,complete,True,-0.09154178953843473,-0.3515229030970701,-0.09154178953843477,-0.3515229030970701,8.257768415081419,-70.75009801288297
real_even_odd,0.13,0.1,-0.005746484446106575,-0.0026405308281027356,0.25961712483627275,-0.1006507032007013,0.0023963462982393305,30,30,complete,True,-0.09539341166534707,-0.828307615824583,-0.09539341166534708,-0.8283076158245821,7.609008708916843,-60.68707733883667
real_even_odd,0.14,0.1,-0.006781080923378894,-0.003675127305375056,0.33266038756182686,-0.10732870317128852,0.0021229436279743812,30,30,complete,True,-0.10810794185492639,-0.7839539901086017,-0.10810794185492642,-0.7839539901086008,7.044026868304684,-52.31122595143506
real_even_odd,0.15,0.1,-0.007908643283205102,-0.004802689665201263,0.4004976622023664,-0.11383609170628207,0.002098904458012722,30,30,complete,True,-0.11107249146751913,-0.06291697457994427,-0.11107249146751913,-0.06291697457994072,6.562784189888141,-44.88894672793333
real_even_odd,0.16,0.1,-0.009002530752729275,-0.005896577134725437,0.4639160713595896,-0.11588306290747757,0.0023949295968110607,30,30,complete,True,-0.10936628134652526,-0.7103408029590268,-0.10936628134652521,-0.7103408029590383,6.146247933746018,-40.065235298715095
real_even_odd,0.17,0.1,-0.010095968910135608,-0.006990015292131769,0.5234226208772869,-0.11823362728645494,0.0019902999126437107,30,30,complete,True,-0.1252793075266997,-1.148445227594296,-0.1252793075266999,-1.1484452275943013,5.761479483913838,-35.97805645849945
real_even_odd,0.18,0.1,-0.011508116903263267,-0.008402163285259433,0.5791456610378664,-0.12336629352671737,0.0021399981145189826,30,30,complete,True,-0.1323351858984112,-0.08178412324179796,-0.13233518589841126,-0.0817841232417722,5.426686804576029,-31.125464737271045
real_even_odd,0.19,0.1,-0.01274267262810383,-0.009636719010099992,0.6319563569688074,-0.12467496408055173,0.0021911990859187626,30,30,complete,True,-0.1269149899915356,0.355682611058028,-0.12691498999153533,0.35568261105803334,5.138970189168418,-27.488440023008565
real_even_odd,0.2,0.1,-0.014046416703093981,-0.010940463085090142,0.6819250648212347,-0.12796660143218228,0.0014861669953379149,30,30,complete,True,-0.12522153367725064,0.2942246184395927,-0.12522153367725058,0.2942246184395785,4.876918004115858,-24.821405409611714
real_even_odd,0.21,0.1,-0.015247103301648841,-0.012141149683645004,0.7294947170511245,-0.12673268151510209,0.0017074995502092414,30,30,complete,True,-0.12103049762274376,-0.058945923178365334,-0.12103049762274376,-0.05894592317836267,4.642542080976185,-22.828890726194857
real_even_odd,0.22,0.1,-0.016467026655548854,-0.013361073037545017,0.7747759064407583,-0.12736528023245394,0.0015747023596569384,30,30,complete,True,-0.12640045214081796,-0.8163136817019128,-0.12640045214081785,-0.8163136817019128,4.420340189591961,-21.554890402699527
real_even_odd,0.23,0.1,-0.017775112344465202,-0.014669158726461363,0.8179015208429639,-0.12436378226835818,0.0016203865502208295,30,30,complete,True,-0.13735677125678203,0.41463059566931815,-0.13735677125678203,0.4146305956693066,4.2114442729221935,-18.55308211869584
real_even_odd,0.24,0.1,-0.019214162080684494,-0.016108208462680657,0.8590047918992022,-0.12495213651748248,0.001292062959360397,30,30,complete,True,-0.1181078402274317,0.6697750585709077,-0.11810784022743182,0.6697750585709183,4.049278547218044,-16.744819128334484
real_even_odd,0.25,0.1,-0.020137269149013832,-0.017031315531009998,0.8988870917873246,-0.12359649841770055,0.0013714372362415652,30,30,complete,True,-0.12396127008536395,-1.1470354332415766,-0.12396127008536373,-1.1470354332415766,3.8765478903555035,-17.19193262461755
real_even_odd,0.26,0.1,-0.021693387482391777,-0.018587433864387933,0.9365357497063124,-0.12328341197928659,0.0013203248884475524,30,30,complete,False,-0.14104854889226326,0.809942223935205,-0.14104854889226337,0.8099422239351837,3.705439894725693,-14.020867791042235
real_even_odd,0.27,0.1,-0.0229582401268591,-0.019852286508855267,0.9729958896818385,-0.12113833158937065,0.0014238532891927991,30,30,complete,False,-0.10776242560665983,1.734687842559289,-0.10776242560666005,1.7346878425593273,3.596130534534659,-12.01491577263667
real_even_odd,0.28,0.1,-0.023848635994524976,-0.020742682376521136,1.0084583603970056,-0.11707005315846665,0.0015854225515276453,30,30,complete,False,-0.10635479204107745,-0.6285972686638948,-0.10635479204107678,-0.6285972686638956,3.4651415792729594,-13.411152774815719
real_even_odd,0.29,0.1,-0.025085335967680644,-0.021979382349676797,1.0422987212672974,-0.1152166873837937,0.0014860469027249646,30,30,complete,False,-0.1203343709799376,-0.7116300326210174,-0.12033437097993782,-0.7116300326210956,3.3279074790383447,-12.625760598796319
real_even_odd,0.3,0.1,-0.026255323414123725,-0.023149369796119888,1.0750165099777726,-0.1117832168118153,0.0012382389700877803,30,30,complete,True,-0.12058739269349772,-0.45485165696960106,-0.12058739269349861,-0.45485165696957885,3.212626367297034,-11.586202591015024
real_even_odd,0.31,0.1,-0.027497083821550604,-0.02439113020354677,1.106551248613238,-0.10725628212536245,0.0010588007096275285,30,30,complete,True,-0.12943140411932963,1.1546997987934118,-0.1294314041193294,1.1546997987934784,3.096183427218044,-9.268606878017124
real_even_odd,0.32,0.1,-0.02884395149651032,-0.02573799787850648,1.1369401785221336,-0.10849576621747431,0.00123237117857214,30,30,complete,False,-0.09749339671762947,0.8847278569554238,-0.09749339671762902,0.8847278569554025,3.027254229736691,-8.896044522154853
real_even_odd,0.33,0.1,-0.029446951755903193,-0.026340998137899353,1.167096333207972,-0.10442388213315126,0.001761692779134,30,30,complete,False,-0.11173684698022113,-2.3951677694505884,-0.11173684698022135,-2.3951677694506,2.9182625367749466,-11.59107199300351
real_even_odd,0.34,0.1,-0.03107868843611474,-0.027972734818110908,1.1953054292576326,-0.10302315879616249,0.0014642717740478565,30,30,complete,False,-0.14539675210664127,1.1943109933959803,-0.14539675210664105,1.1943109933960132,2.795432789876621,-7.467687810094134
real_even_odd,0.35,0.1,-0.03235488679803601,-0.029248933180032168,1.2230049890055041,-0.101437714323366,0.0016433970984334732,30,30,complete,True,-0.08785062711230207,4.384412226670759,-0.08785062711230163,4.384412226670747,2.7689087805730637,-3.788887464086372
real_even_odd,0.36,0.1,-0.03283570097836078,-0.02972974736035694,1.250683604869094,-0.10165981621099231,0.0013866542403634858,30,30,complete,False,-0.05770850757322643,-2.234638558812261,-0.05770850757322643,-2.2346385588122946,2.719655040594894,-9.959479803627488
real_even_odd,0.37,0.1,-0.03350905694950054,-0.0304031033314967,1.277398089817402,-0.09617827417350516,0.001385238590457363,30,30,complete,False,-0.13254339828854733,-2.738107746485417,-0.13254339828854755,-2.7381077464854275,2.5697191845005136,-10.050429431468174
real_even_odd,0.38,0.1,-0.03548656894413173,-0.03238061532612789,1.3020779885591043,-0.09487186738882167,0.0015803760752629555,30,30,complete,False,-0.1124706625029348,2.2169426114359103,-0.11247066250293503,2.2169426114359334,2.5186464519655303,-4.715056709473927
real_even_odd,0.39,0.1,-0.03575847019955924,-0.0326525165815554,1.3277710188567127,-0.0915243960149928,0.00145977964578498,30,30,complete,False,-0.08820454605982908,0.5170652547568872,-0.08820454605982886,0.5170652547569317,2.475418050311035,-6.063541978553019
real_even_odd,0.4,0.1,-0.03725065986532831,-0.03414470624732447,1.351586349565325,-0.08952948364486206,0.0016778551510984402,30,30,complete,False,-0.10212935740779705,1.0499132903729325,-0.10212935740779638,1.049913290372932,2.3973756123944696,-5.205369457057415
real_even_odd,0.41,0.1,-0.037801057347715175,-0.034695103729711324,1.3757185311046018,-0.08862632644096591,0.0013056176175211614,30,30,complete,False,-0.06720628025237074,0.1626056008240262,-0.06720628025237052,0.1626056008239587,2.371310661169886,-5.790903237149806
real_even_odd,0.42,0.1,-0.038594785470375724,-0.03548883185237188,1.3990125627887227,-0.08670000146373688,0.0014707633851642078,30,30,complete,False,-0.09887724539131693,-3.0420061798801497,-0.09887724539131759,-3.042006179880183,2.281557547651474,-8.715071392159501
real_even_odd,0.43,0.1,-0.039778602255541515,-0.03667264863753768,1.4213496820576315,-0.08536920617709454,0.0014877069389405994,30,30,complete,False,-0.1280464038499738,-0.04033624959621829,-0.12804640384997423,-0.04033624959620674,2.197009233326696,-5.452323536006531
real_even_odd,0.44,0.1,-0.041155713547375204,-0.03804975992937137,1.4429527474552566,-0.0844147490051735,0.0015295785194168283,30,30,complete,False,-0.09968397038324128,3.1604380697388663,-0.09968397038324173,3.160438069738944,2.172511076931343,-2.008093561289556
real_even_odd,0.45,0.1,-0.041772281663206345,-0.038666328045202515,1.4647999035962582,-0.08070769932855505,0.001540158080721978,30,30,complete,False,-0.06483764245519641,-0.5376460375670629,-0.0648376424551953,-0.5376460375669962,2.1568473621009048,-5.47879278387596
real_even_odd,0.46,0.1,-0.04245246639647913,-0.03934651277847528,1.4860896946972748,-0.07668497006152593,0.0012997362254151027,30,30,complete,False,-0.11043689113458255,-0.19551792143097524,-0.11043689113458166,-0.19551792143104185,2.0629352212538237,-4.923966168092136
real_even_odd,0.47,0.1,-0.04398101948589798,-0.040875065867894134,1.5060586080213345,-0.07757173884558881,0.0013951157218541706,30,30,complete,False,-0.06874800088381638,2.477388126473549,-0.0687480008838166,2.477388126473549,2.0583680387390615,-2.051809584172318
real_even_odd,0.48,0.1,-0.04382742641415545,-0.040721472796151605,1.5272570554720561,-0.07725128520301264,0.0014764904930310637,30,30,complete,False,-0.060889128605111864,-1.2827078075490426,-0.060889128605110976,-1.2827078075490315,2.0218990295703776,-5.624992397564199
real_even_odd,0.49,0.1,-0.04519880205800021,-0.04209284843999636,1.546496588612742,-0.0738195066557162,0.001426944932762529,30,30,complete,False,-0.09440215703479726,3.169677230201648,-0.09440215703479726,3.169677230201537,1.9458681907877775,-0.9970334521412383
real_even_odd,0.5,0.1,-0.045715469554851396,-0.04260951593684755,1.5661744192878118,-0.07165527506331273,0.0014364534864068099,30,30,complete,False,0.00250441599892115,1.5772305201451768,0.002504415998919818,1.577230520145199,2.001958360527553,-2.424346240069042
real_even_odd,0.51,0.1,-0.04514871373802179,-0.04204276012001796,1.5865357558232933,-0.07016518978995788,0.0012931827287071512,30,30,complete,False,-0.06285754663189369,-8.327062341961048,-0.06285754663189325,-8.327062341960982,1.8973812659863967,-12.173133363213381
real_even_odd,0.52,0.1,-0.04697262048748928,-0.04386666686948542,1.6041220446075397,-0.07283827478373646,0.0013614447082989371,30,30,complete,False,-0.16403683084029996,1.2428070181424322,-0.16403683084029996,1.2428070181423878,1.758495693263285,-2.4566520627878674
real_even_odd,0.53,0.1,-0.04842945035482779,-0.04532349673682396,1.621705669688559,-0.07087601877846088,0.0013900508737885238,30,30,complete,False,-0.038001406269045024,5.63573298683821,-0.03800140626904547,5.63573298683821,1.8482482247306393,2.074657709796668
real_even_odd,0.54,0.1,-0.047732648612870174,-0.04462669499486633,1.6410870091021523,-0.06730373680244486,0.0013645668344664276,30,30,complete,False,-0.05132217110353565,-3.764745608127293,-0.05132217110353565,-3.764745608127293,1.7999888474592183,-7.195060701029362
real_even_odd,0.55,0.1,-0.04945589377689851,-0.046349940158894674,1.6577054466377432,-0.06710099074904781,0.001352572954963743,30,30,complete,False,-0.11329631843159094,0.32651591229839694,-0.11329631843159138,0.32651591229837473,1.7043470107100518,-2.9801126254334065
real_even_odd,0.56,0.1,-0.049998574981501995,-0.04689262136349816,1.6751739493163535,-0.06580057662797886,0.0012786732951387903,30,30,complete,False,-0.044791852857567704,2.260771484544913,-0.04479185285756815,2.260771484545002,1.7403865949505501,-0.9287428639197941
real_even_odd,0.57,0.1,-0.05035173083404986,-0.047245777216046024,1.692513178536754,-0.06780892947416602,0.001629378898055782,30,30,complete,False,-0.06808088874069185,-1.8725478663950712,-0.06808088874069051,-1.872547866395049,1.6857721534316568,-4.951062764850221
real_even_odd,0.58,0.1,-0.05136019275631583,-0.04825423913831198,1.7088893923849868,-0.0640709472288336,0.0011638471833439583,30,30,complete,False,-0.08224281018546886,-0.013303293717381592,-0.08224281018546886,-0.01330329371747041,1.6413653396535466,-2.9865150100384596
real_even_odd,0.59,0.1,-0.05199658703775924,-0.0488906334197554,1.7253404853298249,-0.06305277373439973,0.001183376366073979,30,30,complete,False,-0.06834695461503948,-0.8012357318789789,-0.06834695461503992,-0.8012357318790011,1.6260418532308876,-3.674457264590103
real_even_odd,0.6,0.1,-0.05272713184861662,-0.049621178230612774,1.7414102294496046,-0.06210712200024181,0.0010164945429923633,30,30,complete,False,-0.09826752482304846,-1.4406962371064966,-0.0982675248230489,-1.44069623710643,1.5678761943617445,-4.2188890221716235
real_even_odd,0.61,0.1,-0.05396193753422021,-0.05085598391621638,1.7566980092170599,-0.06014596810108295,0.0014327926498387273,30,30,complete,False,-0.09716087935716944,3.7363405928310964,-0.09716087935716855,3.736340592831141,1.541664072787455,1.0485380720560045
real_even_odd,0.62,0.1,-0.054670349435760004,-0.05156439581775615,1.7722435109053536,-0.06098297293543616,0.0011121169069939823,30,30,complete,False,-0.023540712966426458,2.585256415972534,-0.023540712966426014,2.5852564159724674,1.5888469558028646,-0.016497231621315223
real_even_odd,0.63,0.1,-0.05443275179354874,-0.051326798175544905,1.7884749483331173,-0.060771426944157596,0.001456063916656026,30,30,complete,False,-0.045455751037718706,-2.4872381995912,-0.04545575103771915,-2.4872381995912223,1.5413341281550288,-5.007010687124577
real_even_odd,0.64,0.1,-0.05557946445651438,-0.05247351083851053,1.803070193468454,-0.0596878650495495,0.001432988193513001,30,30,complete,False,-0.0732854769582505,2.0739419294736976,-0.0732854769582505,2.07394192947372,1.4887067420603728,-0.3676646670854211
real_even_odd,0.65,0.1,-0.05589846133271375,-0.05279250771470991,1.8182490831743248,-0.058469046643521705,0.0016870921167941302,30,30,complete,False,-0.003976912448244718,-0.9504859038670816,-0.003976912448244718,-0.9504859038670594,1.5339808348133204,-3.317508721406881
real_even_odd,0.66,0.1,-0.05565900270547928,-0.05255304908747543,1.8337498101647205,-0.056176821158896585,0.0012977200448307513,30,30,complete,False,-0.09229519503559214,-5.110086912267793,-0.09229519503559169,-5.110086912267837,1.4223565676322352,-7.405892450665149
real_even_odd,0.67,0.1,-0.0577443652334256,-0.05463841161542175,1.8466962145269694,-0.05704863451641123,0.0009777734088390441,30,30,complete,False,-0.10617865069360066,2.497230924115666,-0.10617865069360155,2.4972309241156214,1.385862985800017,0.26947579304206215
real_even_odd,0.68,0.1,-0.05778257571935129,-0.05467662210134746,1.861467069880721,-0.056127460777268746,0.001247726539282494,30,30,complete,False,-0.042350576553278785,2.611942644259716,-0.04235057655327923,2.611942644259716,1.4277460834930764,0.4492560940611696
real_even_odd,0.69,0.1,-0.05859137676449115,-0.05548542314648732,1.8752511361968305,-0.05677624218243128,0.0012040341001835564,30,30,complete,False,-0.05393979780840574,-2.371116912018409,-0.05393979780840663,-2.371116912018409,1.3948481076812413,-4.4715449850606745
real_even_odd,0.7,0.1,-0.05886137167551941,-0.055755418057515584,1.8893640320343459,-0.055318998053049614,0.0012566826610902271,30,30,complete,False,-0.08977291479364702,-1.1823912575287912,-0.08977291479364746,-1.1823912575286801,1.3383151837918632,-3.223211422225347
real_even_odd,0.71,0.1,-0.060386835060364095,-0.05728088144236027,1.9020174398726677,-0.05538734631002073,0.0010945280853634847,30,30,complete,False,-0.07758762295898158,4.429510304750869,-0.07758762295898025,4.429510304750913,1.3303838792367344,2.44579585028859
real_even_odd,0.72,0.1,-0.060413124134699035,-0.05730717051669519,1.9159717096190805,-0.05211118990490689,0.0010601748154067552,30,30,complete,False,-0.0011827086986295754,3.787108893392307,-0.0011827086986291313,3.7871088933922183,1.387231100797635,1.858136082226025
real_even_odd,0.73,0.1,-0.06041048923433669,-0.05730453561633286,1.9297620618886204,-0.05096124860828885,0.0010687861134356317,30,30,complete,False,-0.0018454450911353781,-4.744943736240832,-0.0018454450911358222,-4.744943736240832,1.367546600881255,-6.621410242868819
real_even_odd,0.74,0.1,-0.060450033036521744,-0.05734407941851791,1.9433226416367055,-0.04997504952885956,0.0012086266192868525,30,30,complete,False,-0.0960815834234463,-5.030216678610384,-0.09608158342344586,-5.030216678610384,1.2548028959402586,-6.856292136396995
real_even_odd,0.75,0.1,-0.06233212090280561,-0.059226167284801776,1.9548581198074255,-0.05193924304899334,0.0012596569784791402,30,30,complete,False,-0.10244977866334315,2.886264978638306,-0.1024497786633436,2.8862649786383283,1.2304207581533149,1.1085774394842929
real_even_odd,0.76,0.1,-0.062499028609788614,-0.05939307499178478,1.967931056799772,-0.05038824561970814,0.0012177356541223264,30,30,complete,False,-0.03835628385068013,2.902364561355461,-0.03835628385067924,2.9023645613554834,1.2769744447299445,1.1711666031132424
real_even_odd,0.77,0.1,-0.06309924657981922,-0.05999329296181536,1.9803976087020245,-0.05036677462028765,0.0013779072270138596,30,30,complete,False,-0.04440248743623387,-0.9460844007808105,-0.04440248743623387,-0.9460844007808993,1.2538440902155799,-2.6325930882322197
real_even_odd,0.78,0.1,-0.06338707835851329,-0.06028112474050946,1.9930079386040835,-0.0492975305706046,0.0012688234596128739,30,30,complete,False,-0.05727797186629635,-1.8767251327033145,-0.05727797186629724,-1.8767251327033145,1.2243225829653,-3.5202530793405558
real_even_odd,0.79,0.1,-0.06424480601714515,-0.06113885239914131,2.0048840603613307,-0.04871080307661307,0.0014497429768553325,30,30,complete,False,-0.0819369900903002,-2.1432140545997824,-0.0819369900903002,-2.143214054599738,1.1834390286287686,-3.745383785892642
real_even_odd,0.8,0.1,-0.0650258181603193,-0.06191986454231546,2.016676719176659,-0.04971749760208214,0.001385067805063585,30,30,complete,False,-0.10014225295829204,3.3354242023837495,-0.10014225295829204,3.3354242023837273,1.149414907247447,1.773070820589595
real_even_odd,0.81,0.1,-0.06624765107631099,-0.06314169745830715,2.0278723585062797,-0.04990410927866404,0.001468386994624139,30,30,complete,False,-0.015228506042625156,4.060395759256399,-0.0152285060426256,4.060395759256354,1.2189004450405605,2.5363925696005367
real_even_odd,0.82,0.1,-0.06533038828117183,-0.06222443466316799,2.04105472807747,-0.04670628221769667,0.0012517617758943799,30,30,complete,False,-0.018934337773163445,-2.84796410077753,-0.018934337773164334,-2.84796410077753,1.2001427586394584,-4.335012137983789
real_even_odd,0.83,0.1,-0.0666263378317743,-0.06352038421377046,2.051875213679069,-0.04722011309267522,0.0013036844620622572,30,30,complete,False,-0.07218778805817605,-3.2779441127862325,-0.0721877880581765,-3.2779441127862325,1.1322002022808846,-4.729365180320855
real_even_odd,0.84,0.1,-0.06677414404233535,-0.06366819042433151,2.0636987321230875,-0.046162455921932265,0.0011463693818734094,30,30,complete,False,-0.08449322002888815,1.9353971424344678,-0.08449322002888904,1.9353971424345344,1.1055554550330413,0.5183377606691408
real_even_odd,0.85,0.1,-0.06831620223235206,-0.06521024861434824,2.0739863227797297,-0.046373556024930436,0.0012356767347838837,30,30,complete,False,-0.03347984520948666,5.210724160919384,-0.03347984520948577,5.210724160919473,1.1425669574942674,3.8268203997944283
real_even_odd,0.86,0.1,-0.06744374094652508,-0.06433778732852123,2.0865500712729728,-0.046833778586739684,0.0010933634095827477,30,30,complete,False,0.019721263189499627,-3.6024219558811157,0.019721263189500515,-3.6024219558812045,1.1820918630289299,-4.954320367421154
real_even_odd,0.87,0.1,-0.06792177696856207,-0.06481582335055823,2.0976281600403084,-0.04566415948700389,0.0011421048222506913,30,30,complete,False,-0.10552828432710903,-4.2756675813645915,-0.10552828432710992,-4.275667581364614,1.0434805501458442,-5.596658310039963
real_even_odd,0.88,0.1,-0.06955430663306726,-0.06644835301506344,2.1074196822758897,-0.045006772951360775,0.0012441544760176488,30,30,complete,False,-0.06579208843779227,3.588724923726635,-0.06579208843779183,3.5887249237266574,1.0701586968281305,2.297593842158811
real_even_odd,0.89,0.1,-0.06923761873731792,-0.06613166511931406,2.119031333976871,-0.04296286219681456,0.0011279107001635415,30,30,complete,False,-0.03375378585257627,-0.649715181724341,-0.03375378585257671,-0.649715181724341,1.0894324269890205,-1.9119877948909902
real_even_odd,0.9,0.1,-0.07022938235011879,-0.06712342873211496,2.12920833081567,-0.0453192771348834,0.0013870988146295565,30,30,complete,False,-0.07878639207227911,1.019886497086219,-0.07878639207227867,1.0198864970862411,1.0319189409303107,-0.21448455926886822
real_even_odd,0.91,0.1,-0.0708133465787635,-0.06770739296075964,2.1396697127954774,-0.04537390976565274,0.0012569822700735386,30,30,complete,False,-0.013356055910851872,2.194739049092063,-0.013356055910851872,2.1947390490919965,1.0851427358036432,0.987354485063463
real_even_odd,0.92,0.1,-0.07049650346833583,-0.06739054985033201,2.150911185531743,-0.04179956840943249,0.0012384059357866942,30,30,complete,False,-0.03489161109043781,-2.6002498078228276,-0.0348916110904387,-2.6002498078227387,1.05166603063158,-3.7815233598514837
real_even_odd,0.93,0.1,-0.07151117880057226,-0.06840522518256842,2.160703033408109,-0.04275386534813881,0.000922315432540666,30,30,complete,False,-0.06536105206730847,-0.9173556858578489,-0.06536105206730669,-0.9173556858578045,1.0095122686066134,-2.073356239736043
real_even_odd,0.94,0.1,-0.07180372450968199,-0.06869777089167814,2.171101430903875,-0.04149619842570326,0.0010009972692533215,30,30,complete,False,-0.05323872480759517,-0.8374543479431815,-0.05323872480759517,-0.8374543479432925,1.0101989058368588,-1.968984434190439
real_even_odd,0.95,0.1,-0.07257595329672416,-0.06946999967872032,2.1809070115248463,-0.0427603284719826,0.0009521092220722783,30,30,complete,False,-0.08211013902617248,2.818118795550515,-0.08211013902617292,2.8181187955504705,0.9701325799228044,1.710290271242343
real_even_odd,0.96,0.1,-0.07344592729020544,-0.0703399736722016,2.190504082502331,-0.039968171125410984,0.0011010562878472638,30,30,complete,False,0.0031236511034151704,3.695011085093666,0.003123651103414282,3.695011085093688,1.0444047112617056,2.6101470989708275
real_even_odd,0.97,0.1,-0.07251348027465586,-0.06940752665665204,2.2017951057500804,-0.04107479992351967,0.001153742602880866,30,30,complete,False,-0.008209917324299099,-4.704108352343535,-0.008209917324299099,-4.704108352343447,1.022335521902221,-5.766714577680432
real_even_odd,0.98,0.1,-0.07361012563669142,-0.07050417201868758,2.2109507929403756,-0.04211150266634887,0.0010088803099376437,30,30,complete,False,-0.09095851594345561,-0.925794416610736,-0.09095851594345472,-0.9257944166107138,0.929070419708097,-1.966820948133119
real_even_odd,0.99,0.1,-0.07433265059352497,-0.07122669697552113,2.2203765141442426,-0.04048864390511995,0.000873930191881759,30,30,complete,False,-0.026725805656513835,5.4879700156890925,-0.02672580565651339,5.487970015689117,0.9829991029395586,4.717783289214907
real_even_odd,1.0,0.1,-0.0741446417498217,-0.07103868813181785,2.2306107749991666,-0.03940994107642579,0.0010372390076394766,30,30,complete,False,0.018800884370326326,4.552669002684012,0.018800884370327713,4.552669002684107,1.023426085492395,4.042698255283646
teacher_nn,0.01,0.1,-0.0013242039003869405,0.007883823347932235,-2.2937656397830524,-0.012088794388803075,0.000949135353683201,30,30,complete,True,-0.019010825915819624,-0.776418269988996,-0.01901082591581971,-0.7764182699889707,69.2675419647167,-1438.6022984637775
teacher_nn,0.02,0.1,-0.0015143121595451367,0.007693715088774038,-1.6010902201358854,-0.026368459485304776,0.0019101572923750348,30,30,complete,True,-0.026775008615709583,-1.2460568120660318,-0.026775008615709417,-1.2460568120660211,54.88151898007892,-1733.4098765778801
teacher_nn,0.03,0.1,-0.001859704072701132,0.007348323175618046,-1.1961352601814739,-0.04355950519906794,0.0027395474717015703,30,30,complete,True,-0.04393196215714025,-1.8014730548639184,-0.043931962157140125,-1.8014730548639308,34.599344433159104,-1470.6710338626779
teacher_nn,0.04,0.1,-0.0023929514026879415,0.006815075845631235,-0.9091033314727034,-0.06274148614419638,0.0034534314716360218,30,30,complete,True,-0.06280446971298795,-1.8738060238522607,-0.06280446971298803,-1.8738060238522696,25.46809830282536,-720.7867461207447
teacher_nn,0.05,0.1,-0.0031157934669608913,0.006092233781358284,-0.6867732941249666,-0.0820715648175476,0.003754230555078016,30,30,complete,True,-0.08140808263418547,-1.773429705036368,-0.08140808263418553,-1.7734297050363668,20.183609510744205,-437.4797811639488
teacher_nn,0.06,0.1,-0.004021113055371651,0.005186914192947525,-0.5054311412578194,-0.10001773627979743,0.00400674568359327,30,30,complete,True,-0.09827306381371531,-1.6852269220923395,-0.09827306381371537,-1.6852269220923342,16.718502679546383,-296.02316649411944
teacher_nn,0.07,0.1,-0.0050812547432351985,0.004126772505083976,-0.35240324053403893,-0.11493602591288725,0.004143173954560423,30,30,complete,True,-0.11511262107603229,-1.584659078689513,-0.11511262107603223,-1.5846590786895112,14.263146180861819,-214.3926726068845
teacher_nn,0.08,0.1,-0.006323365476892296,0.0028846617714268796,-0.22016821764058297,-0.1297047595502798,0.004336352694755515,30,30,complete,True,-0.12996624538750556,-1.4560233747655804,-0.1299662453875056,-1.4560233747655866,12.43064922740869,-162.73676494163362
teacher_nn,0.09,0.1,-0.007680579650985309,0.001527447597333866,-0.10379025598586522,-0.1448806120838842,0.004315358348594412,30,30,complete,True,-0.14423308857134387,-1.1330378441827378,-0.14423308857134395,-1.1330378441827236,11.008410882029148,-127.690923596049
teacher_nn,0.1,0.1,-0.009208027248319175,0.0,0.0,-0.15385218037444764,0.004073882403603876,30,30,complete,True,-0.15262700227116033,-0.7068781229829986,-0.15262700227116005,-0.7068781229829968,9.876830755487711,-102.72039551411223
teacher_nn,0.11,0.1,-0.010733119696408515,-0.0015250924480893356,0.09374635912388907,-0.16276118726978886,0.0038781345260083854,30,30,complete,True,-0.15837065103100384,-0.627645367078749,-0.1583706510310039,-0.6276453670787774,8.954002971746903,-84.63502302402969
teacher_nn,0.12,0.1,-0.01237544026893925,-0.003167413020620076,0.17908005943493796,-0.16799159675118283,0.003495158787530578,30,30,complete,True,-0.16517990961273532,-1.2004854711208335,-0.1651799096127356,-1.2004854711208148,8.184130295007119,-71.59906058090678
teacher_nn,0.13,0.1,-0.014036717888663224,-0.004828690640344049,0.25742896502403145,-0.1708390505437457,0.003432937216671357,30,30,complete,True,-0.18238036045342054,-1.3627338709890058,-0.1823803604534202,-1.3627338709890058,7.5220217601287676,-61.221503594001206
teacher_nn,0.14,0.1,-0.016023047478007663,-0.006815020229688483,0.32952049463751343,-0.17897778924247773,0.0030849968301957117,30,30,complete,True,-0.19243458703251548,-0.41942359355394565,-0.19243458703251576,-0.41942359355396874,6.9597002231270935,-51.94669555488031
teacher_nn,0.15,0.1,-0.017885409629313533,-0.008677382380994362,0.3966229694865733,-0.1812923294755958,0.002814029430258376,30,30,complete,True,-0.19076883232449948,1.2627962199540406,-0.1907688323244996,1.2627962199540725,6.483087849031161,-43.56323353339917
teacher_nn,0.16,0.1,-0.01983842412449765,-0.010630396876178474,0.4591822516181366,-0.18382239022093463,0.0031256860346531787,30,30,complete,True,-0.16717866263343462,1.6811316586052891,-0.16717866263343428,1.6811316586052998,6.08843555245911,-37.673762837150605
