rule,radius,d0,target_ref_count,observed_ref_count,missing_ref_count,finite_unit_count,finite_unit_fraction,q05_ess_fraction,max_split_logZ_per_P_diff,bootstrap_sd_delta_phi_energy,qc_diagnostic_pass,sampling_status,missing_ref_ids,mean_logZ_inf_full,mean_phi_energy_raw,mean_delta_phi_energy,mean_delta_phi_full,weighted_ce_mean,weighted_error_mean
low_tv_spectral_teacher,0.1,0.1,90,90,0,90,1.0,0.5614371830510592,0.0007352573050399484,0.0,True,complete,,-13.70121752751966,-0.005567337475627655,0.0,0.0,0.01992603614534273,0.004934136415277762
low_tv_spectral_teacher,0.15,0.1,90,90,0,90,1.0,0.6447186371133278,0.0027315053482456168,9.226037973106632e-05,True,complete,,-27.208257578125412,-0.011055773091477213,-0.005488435615849555,0.3998119162517181,0.035332414422345367,0.01202628639810314
low_tv_spectral_teacher,0.2,0.1,90,90,0,90,1.0,0.597389421321295,0.003497077523483525,0.0001610664721428131,True,complete,,-43.132419480368476,-0.017526379309373615,-0.011959041833745963,0.6809064860725789,0.053746050737844366,0.02055123817538175
low_tv_spectral_teacher,0.25,0.1,90,90,0,90,1.0,0.6378512801181901,0.004258617553506902,0.00020248126297334933,False,complete,,-58.69422126684549,-0.023849744521270012,-0.018282407045642355,0.8976360002726923,0.07228407488504848,0.028684080203030093
low_tv_spectral_teacher,0.3,0.1,90,90,0,90,1.0,0.6175493791333865,0.005585829422482584,0.00022998677481156574,False,complete,,-73.82049856305647,-0.029996139196690974,-0.024428801721063313,1.0737370780528293,0.09300757362450879,0.03766865722175448
low_tv_spectral_teacher,0.35,0.1,90,90,0,90,1.0,0.5953844012705463,0.007184574355254524,0.00019746294878579377,False,complete,,-86.6228026700714,-0.035198213193852655,-0.029630875718225,1.2226230464673111,0.11018595478515911,0.045058971837418284
low_tv_spectral_teacher,0.4,0.1,90,90,0,90,1.0,0.6009423911934434,0.007584679725889871,0.00022940492264645446,False,complete,,-98.95016452602908,-0.040207299685505515,-0.034639962209877855,1.3510910936027718,0.12714856836396718,0.0522629595219949
low_tv_spectral_teacher,0.45,0.1,90,90,0,90,1.0,0.5993677090887741,0.007561437389695778,0.00026017365363652066,False,complete,,-110.3586675232063,-0.04484301809151007,-0.039275680615882415,1.4641905510255782,0.14315336857983443,0.05903696615071763
low_tv_spectral_teacher,0.5,0.1,90,90,0,90,1.0,0.5803639786185166,0.007414541525442921,0.0002287766171476939,False,complete,,-119.99751471855555,-0.048759656529278966,-0.04319231905365131,1.565591616171008,0.15842248706106116,0.06541600978850046
low_tv_spectral_teacher,0.55,0.1,90,90,0,90,1.0,0.6289026484311566,0.007504220641295794,0.0002818372537566802,False,complete,,-129.2399381564672,-0.052515212578816424,-0.04694787510318876,1.6571075116934493,0.17136896809081867,0.07102489971656684
