radius,dataset_count,phi_energy_mean,phi_energy_sd,mean_refs_per_dataset,min_refs_per_dataset,max_refs_per_dataset,unit_count,phi_energy_sem,phi_energy_ci95_low,phi_energy_ci95_high
0.96,33,-0.004444915844229472,0.0005437139367201837,29.03030303030303,3,30,958,9.464844761469419e-05,-0.004630426801554273,-0.004259404886904671
0.97,33,-0.004437974638767721,0.0005452035219065673,29.606060606060606,18,30,977,9.49077511122862e-05,-0.004623993830947802,-0.00425195544658764
0.98,33,-0.004459579824674216,0.0005443670308384377,29.151515151515152,5,30,962,9.476213670791833e-05,-0.004645313612621736,-0.004273846036726696
0.99,34,-0.004531771180745006,0.0006211868142280029,28.735294117647058,1,30,977,0.00010653265974928496,-0.0047405751938536045,-0.004322967167636408
1.0,33,-0.004488992312537646,0.0005618858888756319,29.151515151515152,4,30,962,9.781177845005372e-05,-0.004680703398299751,-0.00429728122677554
1.01,33,-0.004517239757204566,0.0005525448753103939,29.606060606060606,19,30,977,9.618571670436671e-05,-0.004705763761945124,-0.004328715752464007
1.02,33,-0.004563245485276019,0.0005523558563909229,29.060606060606062,4,30,959,9.615281273393393e-05,-0.004751704998234529,-0.004374785972317509
1.03,33,-0.0045594045528828,0.0005565145380882606,29.606060606060606,18,30,977,9.687674629567233e-05,-0.004749282975622318,-0.004369526130143282
1.04,33,-0.004582801862202401,0.0005568203611345599,29.151515151515152,6,30,962,9.692998325470935e-05,-0.004772784629381631,-0.00439281909502317
1.05,34,-0.0046162516937733955,0.000559593486157001,28.735294117647058,1,30,977,9.596949113088977e-05,-0.00480435189638994,-0.004428151491156851
1.06,33,-0.004631788966709978,0.0005585818179641277,29.181818181818183,5,30,963,9.723661353066767e-05,-0.004822372729230087,-0.004441205204189869
1.07,34,-0.004692339269038679,0.0006375101192189965,28.764705882352942,1,30,978,0.00010933208346009002,-0.004906630152620455,-0.004478048385456903
1.08,33,-0.004676080860571269,0.0005609929069386205,29.060606060606062,4,30,959,9.7656330247648e-05,-0.004867487267856659,-0.004484674453285879
1.09,33,-0.004676932395526546,0.0005671567200160252,29.606060606060606,19,30,977,9.872931237991167e-05,-0.004870441847791173,-0.00448342294326192
