ref_id,replicate_id,seed,logZ_inf_full,logZ_per_P,split0_logZ_full_proxy,split1_logZ_full_proxy,replicate_split_logZ_per_P_diff,ess_fraction,weighted_ce,weighted_error,weighted_h,smc_mean_mh_acceptance,smc_step_count
0,0,9908500,-169.95843985692858,-0.06906072322508272,-169.26531043481677,-180.20395075890133,0.00444479493055041,0.723387166314597,0.2321147043494585,0.09390493687415793,0.6609132895600415,0.39892578125,68
0,1,10908503,-173.77592137112578,-0.07061191441329775,-176.14813150243756,-173.1305339194304,0.0012261672421808856,0.7411865833682879,0.2417874283190022,0.10331663038985996,0.6758081591568905,0.40610616521317827,65
0,2,11908506,-176.37604002614233,-0.07166844373268685,-179.97597058448005,-175.6966498506937,0.0017388544225056333,0.5822579428713003,0.2284837992794312,0.0966384224010867,0.6554958505016847,0.3958211870335821,68
0,3,12908509,-164.85416984064167,-0.06698665982959841,-179.46984234959933,-164.16102288470987,0.006220568657005066,0.7005430032003929,0.2319127063122783,0.09433337707602137,0.6608192692677746,0.39687201812977096,66
0,4,13908512,-178.82841232922496,-0.07266493796392724,-178.14804147093741,-182.50180815193633,0.0017691047058102057,1.0,0.2420968984442879,0.09914207458496092,0.6760956088596896,0.3840036103219697,66
0,5,14908515,-170.4494576085813,-0.06926024283160556,-181.8331600445667,-169.756316117757,0.004907291315241656,0.7929678611860242,0.22156286630490574,0.0923115468270943,0.6440302653893571,0.38318589154411764,70
0,6,15908518,-173.71698234383368,-0.07058796519456874,-173.66871549587879,-173.76769755452915,4.022025950847786e-05,0.7694968470368752,0.23168436792259195,0.09527687118954857,0.6606321263233793,0.3923931699810606,67
0,7,16908521,-171.60039167263886,-0.06972791209778093,-171.5345282889844,-171.670900825139,5.5413464508165784e-05,0.6537061454885879,0.2375698016089417,0.09583823195964894,0.6695493090490032,0.39285065406976744,65
0,8,17908524,-163.0805992909095,-0.0662659891470579,-164.95296583924627,-162.46744780144442,0.0010099626321827928,0.7284625795410767,0.21407260983233092,0.0962315920745962,0.633501148777817,0.39409803806390975,67
0,9,18908527,-151.35693223629283,-0.06150220732884715,-150.66378523887025,-166.1768144550589,0.006303547019987258,0.7770659235911686,0.21206844684866255,0.08994936255927882,0.6291897615604738,0.40213341346153847,67
0,10,19908530,-175.3830796229245,-0.0712649653079742,-175.86948021731328,-175.05726068769846,0.0003300363793640073,0.7053614348014774,0.24139164286149986,0.0998911460976342,0.6752167245411576,0.4175105168269231,65
0,11,20908533,-163.69250135151623,-0.06651462874909234,-162.99937973293285,-173.57377155250077,0.004296786598767949,0.8094265223966798,0.22330996310096618,0.09865108350629057,0.6477322204890473,0.395751953125,66
0,12,21908536,-177.69767942336892,-0.07220547721388416,-178.99568216428688,-177.1513380105777,0.0007494287499834162,0.6766188187094889,0.22534780961777595,0.095730961998099,0.650326758138456,0.39241898148148147,70
0,13,22908539,-167.00351596296338,-0.06786002273992824,-166.32795534780726,-170.3597691759178,0.0016382827420197193,0.9970642335720351,0.22689051131196109,0.09683673433791457,0.65326211783717,0.4064587309160305,67
0,14,23908542,-160.8813010417686,-0.06537232874513149,-171.22189309154223,-160.18817000893736,0.004483430752785398,0.7354657335689171,0.21755697925597503,0.0889588156868397,0.638032132172784,0.39154282189849626,69
0,15,24908545,-171.24325742293288,-0.06958279456437744,-170.55012520357232,-181.66016813963313,0.004514442477066561,0.6532694444051096,0.23061723985262733,0.09702494678601653,0.6589796520976123,0.4021528430451128,68
1,0,9909500,-159.11439876963541,-0.06465436764308631,-179.80280531711384,-158.4212515895932,0.00868815673609128,0.782999927841947,0.22420151417581002,0.0938381854315546,0.6674028458230732,0.39678256202290074,66
1,1,10909503,-167.07481709752957,-0.06788899516356342,-167.23226097778897,-166.93882290224826,0.00011923530091048607,0.9515780804763698,0.21406748521422714,0.09053075001415765,0.6526263543601696,0.394523907424812,67
1,2,11909506,-164.17726828943034,-0.06671160840692009,-164.32915532167837,-164.04543800153718,0.00011528537998423116,0.6645603319591191,0.2181249045996624,0.08743779007325161,0.6588212209055606,0.4127528464147287,65
1,3,12909509,-165.06497476627146,-0.06707231806837524,-168.32116628350963,-164.39128306121836,0.0015968643731374508,0.731313529170302,0.21571970813387364,0.09181563641546603,0.6548971725314985,0.39545641447368424,68
1,4,13909512,-159.4298117404626,-0.06478253219848136,-158.73666463067667,-175.2004384301633,0.006689871515435445,0.8945990544682596,0.21858192219436517,0.0910838492670974,0.6586717535670106,0.40709237833969464,67
1,5,14909515,-164.76085257655643,-0.06694874139640651,-164.06770655390747,-177.73659902604408,0.005554202548613005,0.9146222143742757,0.2280425929529894,0.09295382975342249,0.6732563649852611,0.39615384615384613,66
1,6,15909518,-160.77106970062016,-0.06532753746469734,-161.78869469663184,-160.27725944407607,0.0006141549177390372,0.7721956395430134,0.20920165701346297,0.08953935450288297,0.6451637129102787,0.40479995265151514,67
1,7,16909521,-155.29495416990375,-0.06310237877688084,-154.6027306955207,-161.5893853341285,0.0028389494671303547,0.7646440830875414,0.2138341393440762,0.08849321855377132,0.6521637763572552,0.4078094718992248,65
1,8,17909524,-173.2568993854139,-0.07040101559748635,-173.9288246935091,-172.85860951044276,0.0004348700459432558,0.7794914112993213,0.22722790212263727,0.09537013865851268,0.6724584028683775,0.3924092457706767,67
1,9,18909527,-161.70992871461527,-0.06570903239114802,-161.01693304522226,-169.81170851533525,0.0035736592726993074,0.8815808939884323,0.21696579740077804,0.09029355059233164,0.6570038392446669,0.38959625477099236,67
1,10,19909530,-172.960726225478,-0.07028066892542788,-173.22227759111482,-172.75359525823845,0.00019044385732481487,0.8645864846813557,0.2387757548372191,0.10166665942396577,0.6894031965214733,0.39957427978515625,65
1,11,20909533,-157.4584341659396,-0.06398148482971946,-179.52548260112013,-156.76528698551007,0.009248352545961016,0.7359789579742267,0.22016089311718517,0.09088474644675154,0.6605094246538923,0.4099997018129771,68
1,12,21909536,-162.37533145583063,-0.06597941140017498,-178.99328239821824,-161.6821843056016,0.007034172325321677,0.9529980797625032,0.23047016463454945,0.09645394679954902,0.6763889135486023,0.3937969355620155,66
1,13,22909539,-160.5603515905604,-0.06524191450246258,-159.8833286608953,-164.00268657600571,0.001673855308862419,0.7363407425925916,0.21093461738501137,0.08886886340765976,0.6476241065061605,0.4055397727272727,67
1,14,23909542,-157.67953663390466,-0.06407132736038386,-171.8761739700412,-156.9863897948904,0.006050298323913366,0.8592269571253142,0.20466680811984578,0.08873682264030536,0.636813616641801,0.3869212962962963,70
1,15,24909545,-167.8349299338049,-0.0681978585671698,-170.4601479388216,-167.17866666144795,0.0013333934487499567,0.663621806311128,0.2262100355657543,0.09505023807870408,0.6707387075152798,0.41172329215116277,66
2,0,9910500,-172.55791947623646,-0.07011699287941343,-171.87889368679913,-176.1318892126872,0.001728157466837904,0.9862704480824854,0.2245678986878995,0.09419715687497429,0.6687219259369757,0.39241779384328357,68
2,1,10910503,-152.80364652397063,-0.062090063601775956,-158.6944365359172,-152.111882695609,0.002674747598662405,0.8612198345181329,0.19332696331586613,0.08051093741188783,0.6203156824381031,0.38974178538602944,68
2,2,11910506,-166.78089550832996,-0.0677695633922511,-166.08775837054029,-177.5964109084916,0.004676413058899358,0.998059834583022,0.22754277650800503,0.09135452739457138,0.6729643643755667,0.39638234608208955,67
2,3,12910509,-158.25920225662693,-0.06430686804413935,-157.56605525718018,-173.09019882476258,0.006308063213158228,0.6230507675836698,0.21328752118263972,0.08832816097682313,0.6516235848513953,0.39698350694444445,69
2,4,13910512,-158.34516467716495,-0.06434179791839291,-157.6521144436718,-166.89341140134115,0.0037550983168099807,0.9891240540179232,0.20875465623410505,0.08359632347187214,0.6445821690065288,0.399898672462406,67
2,5,14910515,-167.57286369526165,-0.06809137086357644,-167.00034417591462,-169.05447078347996,0.0008346715187181377,0.8156764147887436,0.21487386876411801,0.09090152981463767,0.6534743484395145,0.3907416044776119,70
2,6,15910518,-169.18531634960925,-0.06874657307988999,-168.49231590275465,-177.31913367722203,0.003586679306975771,1.0,0.2398337967388215,0.09890842437744139,0.6911132062350493,0.42218538032945735,65
2,7,16910521,-164.33485415712542,-0.06677564167294817,-163.64171690441052,-175.16187905808624,0.00468108986333837,0.9685813060777881,0.2196356901121503,0.09150812182947259,0.6608455210945394,0.39925373134328357,68
2,8,17910524,-170.64910186181174,-0.0693413660551856,-169.95636080138257,-177.7650192879366,0.003172961595511596,0.8998015516188606,0.21808266216824612,0.09097286962419451,0.65879397901498,0.3903664981617647,70
2,9,18910527,-161.53002177163802,-0.06563592920424137,-165.85244471846838,-160.84353054167389,0.0020353166098311627,0.91905843568153,0.2187131536996318,0.09007923550558654,0.6598618114401622,0.40428947679924243,67
2,10,19910530,-167.11125999359274,-0.06790380332937535,-170.24956097367416,-166.44002943660516,0.0015479608033600186,0.8900179475402028,0.22298987774412726,0.09283427674546002,0.6664010972014328,0.40366541353383456,67
2,11,20910533,-163.63372968213835,-0.06649074753439185,-162.94062269076593,-173.06251516142888,0.004112918517132443,0.8252023599091204,0.21608979601705813,0.08987134938791955,0.6556462522536404,0.3943563432835821,68
2,12,21910536,-158.0630151340075,-0.06422714958716273,-167.5535094949035,-157.36990573752976,0.004137994212667099,0.6981156137880633,0.21145623617604226,0.08757717665758025,0.648696964349349,0.39749765037593987,67
2,13,22910539,-156.8859725425861,-0.06374887141104676,-156.19282536225617,-178.38575073135826,0.009017848585575817,0.9468755738174361,0.22330092067791257,0.09159264522353436,0.6663043163771594,0.39791165865384615,65
