rule,label,nmstv_mean,tv_mean,n_datasets,minus_phi_area,minus_phi_mean,minus_phi_d0p1,phi_d0p1,minus_phi_d0p3,phi_d0p3,minus_phi_d0p5,phi_d0p5,minus_phi_d0p65,phi_d0p65,minus_phi_d1p0,phi_d1p0,minus_phi_d1p5,phi_d1p5,minus_phi_d2p0,phi_d2p0,minus_phi_d2p5,phi_d2p5,complexity_rank_nmstv_low_to_high,phi_area_rank_low_to_high
low_tv_spectral_teacher,low_tv,0.4070564814370742,0.2035282407185371,1.0,0.196848510740104,0.08125573484532218,0.0055673374756276,-0.0055673374756276,0.0299961391966909,-0.0299961391966909,0.0487596565292789,-0.0487596565292789,0.061094639149981,-0.061094639149981,0.0773838155328443,-0.0773838155328443,0.0965628326676144,-0.0965628326676144,0.1096899768568465,-0.1096899768568465,0.1202491899884015,-0.1202491899884015,1,2
real_even_odd,even_odd,0.4932864276461805,0.2466432138230902,1.0,0.19079188211082276,0.07877852984426599,0.0030494066116485,-0.0030494066116485,0.0260051065736426,-0.0260051065736426,0.0451567479883383,-0.0451567479883383,0.0587247075532741,-0.0587247075532741,0.0743701550563375,-0.0743701550563375,0.0940174020012755,-0.0940174020012755,0.1079627139788312,-0.1079627139788312,0.1200394433851958,-0.1200394433851958,2,1
teacher_nn,teacher_nn,0.6843772639598127,0.3421886319799063,1.0,0.25762541950962575,0.10624704949106797,0.008776399469645,-0.008776399469645,0.0425191152088217,-0.0425191152088217,0.0667204465023377,-0.0667204465023377,0.0845924649255484,-0.0845924649255484,0.104666538778125,-0.104666538778125,0.1260966948219263,-0.1260966948219263,0.1402427353557324,-0.1402427353557324,0.1510676848912387,-0.1510676848912387,3,3
random_label,random,0.985558573825462,0.4927792869127309,1.0,0.3819418975350557,0.15687073541770374,0.026890111610131,-0.026890111610131,0.1430017588242921,-0.1430017588242921,0.1585538696644625,-0.1585538696644625,0.1592025720074132,-0.1592025720074132,0.1607878038739638,-0.1607878038739638,0.1664007166173442,-0.1664007166173442,0.171456454723663,-0.171456454723663,0.1778087085739424,-0.1778087085739424,4,4
