rule_id,rule_name,rule_label,rule_order,nmstv_mean,radius,radius_path_id,ref_count,smc_completed_count,q95_split_logZ_per_P_diff,max_split_logZ_per_P_diff,q95_split_dlogZ_dr_per_P_diff,max_split_dlogZ_dr_per_P_diff,q05_ess_fraction,q05_smc_min_cess_fraction,split_logZ_per_P_diff_mean,threshold_max_split_logZ_per_P_diff,qc_claim
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.3,r_0p3000,30,30,0.0027800609483007942,0.0029136023735948,0.019658843419976545,0.0234057940022747,0.601211179664304,0.9500000000003439,0.001131171906288216,0.004,pass
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.31,r_0p3100,30,30,0.00187872493399959,0.0020123016113672,0.023197142955862962,0.0255101103207256,0.6612866970886344,0.9500000000001146,0.0009222887622138693,0.004,pass
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.32,r_0p3200,30,30,0.0025729962554591843,0.0027533039963209,0.02417939317415898,0.0298308814714657,0.5875655279783952,0.9500000000005745,0.0011983087738092868,0.004,pass
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.33,r_0p3300,30,30,0.003917061964059358,0.0047811616194706,0.02154380835846007,0.0233209034464669,0.6765319463088373,0.9500000000004951,0.00107704890829292,0.004,inspect
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.34,r_0p3400,30,30,0.0034478353137000293,0.003657806627281,0.019565141312078274,0.0296971908802724,0.6690923314085463,0.9500000000004095,0.0014198858137101466,0.004,pass
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.35,r_0p3500,30,30,0.0035669482303895797,0.0044563351089177,0.017365819614402388,0.0201116030222278,0.6538316608216216,0.9500000000003456,0.0014160583790034519,0.004,inspect
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.36,r_0p3600,30,30,0.0027139040962740044,0.0050128891153761,0.02193895555243998,0.0244805874190823,0.6224357153210435,0.9500000000000963,0.001188177365671923,0.004,inspect
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.37,r_0p3700,30,30,0.0035208994711847983,0.0038115184642388,0.022879555788153365,0.0303345016010183,0.6183082564131847,0.950000000000082,0.0012834128179399671,0.004,pass
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.38,r_0p3800,30,30,0.0027911727495783887,0.0029926288769735,0.017533570948714817,0.0202460478494723,0.5662556944954269,0.9500000000002562,0.0013645159946921667,0.004,pass
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.39,r_0p3900,30,30,0.0045145176952601195,0.0055075596648872,0.0176111949741111,0.0235730652695063,0.636579222694553,0.9500000000002088,0.001507043965303879,0.004,inspect
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.4,r_0p4000,30,30,0.002493843293478025,0.00372308993293,0.019900608923998277,0.0244945858622227,0.6548045668371528,0.9500000000003613,0.0013580344764485704,0.004,pass
