rule_id,rule,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
rule_003,teacher_nn,2461,0.05,4.24001877607356e-05,4.24002e-05
rule_003,teacher_nn,2461,0.05,7.622592547781585e-06,-7.62259e-06
rule_003,teacher_nn,2461,0.05,6.352208419353901e-05,6.35221e-05
rule_003,teacher_nn,2461,0.05,0.0001456748269025,-0.000145675
rule_003,teacher_nn,2461,0.05,0.0001047149715852,0.000104715
rule_003,teacher_nn,2461,0.05,9.40847237081194e-05,9.40847e-05
rule_003,teacher_nn,2461,0.05,2.659668210692627e-05,2.65967e-05
rule_003,teacher_nn,2461,0.05,5.109108932701979e-05,5.10911e-05
rule_003,teacher_nn,2461,0.05,1.1745790308181082e-05,-1.17458e-05
rule_003,teacher_nn,2461,0.05,6.738522960086872e-05,6.73852e-05
rule_003,teacher_nn,2461,0.05,2.947729916329071e-05,2.94773e-05
rule_003,teacher_nn,2461,0.05,3.401584425134153e-05,3.40158e-05
rule_003,teacher_nn,2461,0.05,9.13294144776424e-06,-9.13294e-06
rule_003,teacher_nn,2461,0.05,4.0928155716961256e-05,4.09282e-05
rule_003,teacher_nn,2461,0.05,3.917902812043844e-05,-3.9179e-05
rule_003,teacher_nn,2461,0.05,3.575867609998827e-05,-3.57587e-05
rule_003,teacher_nn,2461,0.05,4.533704606240445e-05,4.5337e-05
rule_003,teacher_nn,2461,0.05,2.29163149914776e-05,2.29163e-05
rule_003,teacher_nn,2461,0.05,8.883399804202662e-05,-8.8834e-05
rule_003,teacher_nn,2461,0.05,7.966553486493738e-05,-7.96655e-05
rule_003,teacher_nn,2461,0.05,7.654346384734965e-05,7.65435e-05
rule_003,teacher_nn,2461,0.05,2.783657236254646e-06,2.78366e-06
rule_003,teacher_nn,2461,0.05,9.564542904501989e-05,-9.56454e-05
rule_003,teacher_nn,2461,0.05,2.889292799334505e-05,2.88929e-05
rule_003,teacher_nn,2461,0.05,4.559969290255687e-05,-4.55997e-05
rule_003,teacher_nn,2461,0.05,2.6815942712583696e-06,-2.68159e-06
rule_003,teacher_nn,2461,0.05,3.356430340630086e-05,-3.35643e-05
rule_003,teacher_nn,2461,0.05,2.447921700516969e-06,-2.44792e-06
rule_003,teacher_nn,2461,0.05,3.504261645119287e-05,3.50426e-05
rule_003,teacher_nn,2461,0.05,5.5700615059785247e-05,-5.57006e-05
rule_003,teacher_nn,2461,0.1,7.73040330900598e-05,-7.7304e-05
rule_003,teacher_nn,2461,0.1,0.0003782092581561,0.000378209
rule_003,teacher_nn,2461,0.1,0.0002247834698799,0.000224783
rule_003,teacher_nn,2461,0.1,1.6460455602899695e-05,1.64605e-05
rule_003,teacher_nn,2461,0.1,0.0004473219220954,-0.000447322
