rule_id,rule,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
rule_002,real_even_odd,2461,0.15,0.0004727133934846,0.000472713
rule_002,real_even_odd,2461,0.15,0.000302645293918,0.000302645
rule_002,real_even_odd,2461,0.15,0.00060278216029,0.000602782
rule_002,real_even_odd,2461,0.15,0.0005062418690106,-0.000506242
rule_002,real_even_odd,2461,0.15,0.0006537225562134,-0.000653723
rule_002,real_even_odd,2461,0.15,0.0005517541179099,0.000551754
rule_002,real_even_odd,2461,0.15,0.0001918419362296,-0.000191842
rule_002,real_even_odd,2461,0.15,0.0006213141878881,0.000621314
rule_002,real_even_odd,2461,0.15,0.0002243476579839,0.000224348
rule_002,real_even_odd,2461,0.15,0.0003838791602533,-0.000383879
rule_002,real_even_odd,2461,0.15,6.516716957422946e-05,6.51672e-05
rule_002,real_even_odd,2461,0.15,0.0010092139245974,-0.00100921
rule_002,real_even_odd,2461,0.15,0.0006695307428832,-0.000669531
rule_002,real_even_odd,2461,0.15,0.0008020522946376,-0.000802052
rule_002,real_even_odd,2461,0.15,0.0001668506962722,-0.000166851
rule_002,real_even_odd,2461,0.15,0.0004102400566477,-0.00041024
rule_002,real_even_odd,2461,0.15,0.0009556938993703,-0.000955694
rule_002,real_even_odd,2461,0.15,0.0007407984511798,0.000740798
rule_002,real_even_odd,2461,0.15,8.82921226794528e-05,8.82921e-05
rule_002,real_even_odd,2461,0.15,0.0002998864988394,-0.000299886
rule_002,real_even_odd,2461,0.15,0.0003345889882427,0.000334589
rule_002,real_even_odd,2461,0.15,0.0002180019865454,-0.000218002
rule_002,real_even_odd,2461,0.15,0.0001301781440242,0.000130178
rule_002,real_even_odd,2461,0.15,0.0003954092178596,-0.000395409
rule_002,real_even_odd,2461,0.15,0.0009346865029682,0.000934687
rule_002,real_even_odd,2461,0.15,0.0001964111882032,-0.000196411
rule_002,real_even_odd,2461,0.15,0.0004769996488199,-0.000477
rule_002,real_even_odd,2461,0.15,0.0002981440765212,-0.000298144
rule_002,real_even_odd,2461,0.15,0.0009924266475537,0.000992427
rule_002,real_even_odd,2461,0.2,0.0016650145421379,0.00166501
rule_002,real_even_odd,2461,0.2,0.0001347207110263,0.000134721
rule_002,real_even_odd,2461,0.2,0.0016301068353409,0.00163011
rule_002,real_even_odd,2461,0.2,0.001984184247221,0.00198418
rule_002,real_even_odd,2461,0.2,9.41291987133694e-05,-9.41292e-05
rule_002,real_even_odd,2461,0.2,0.0003052863897966,0.000305286
rule_002,real_even_odd,2461,0.2,0.0001306533885505,-0.000130653
rule_002,real_even_odd,2461,0.2,0.00097435189511,0.000974352
rule_002,real_even_odd,2461,0.2,0.0006847782431658,-0.000684778
rule_002,real_even_odd,2461,0.2,0.0007383094507803,-0.000738309
rule_002,real_even_odd,2461,0.2,0.0005020872294531,-0.000502087
rule_002,real_even_odd,2461,0.2,0.0011416349958038,0.00114163
rule_002,real_even_odd,2461,0.2,0.0007391386521965,-0.000739139
rule_002,real_even_odd,2461,0.2,0.0001706730247396,-0.000170673
rule_002,real_even_odd,2461,0.2,0.0015203066016109,0.00152031
rule_002,real_even_odd,2461,0.2,0.000101915431372,0.000101915
rule_002,real_even_odd,2461,0.2,0.001831815968516,0.00183182
rule_002,real_even_odd,2461,0.2,0.0003432829596257,-0.000343283
rule_002,real_even_odd,2461,0.2,0.0014694072064834,-0.00146941
rule_002,real_even_odd,2461,0.2,2.4461667189429896e-05,-2.44617e-05
rule_002,real_even_odd,2461,0.2,7.345381323972685e-05,-7.34538e-05
rule_002,real_even_odd,2461,0.2,0.0004379606366418,-0.000437961
rule_002,real_even_odd,2461,0.2,0.0015758386138473,-0.00157584
rule_002,real_even_odd,2461,0.2,0.000614148499671,0.000614148
rule_002,real_even_odd,2461,0.2,0.002139928387266,0.00213993
rule_002,real_even_odd,2461,0.2,0.000625973040631,-0.000625973
rule_002,real_even_odd,2461,0.2,0.0002518073118201,-0.000251807
rule_002,real_even_odd,2461,0.2,0.0004661916738441,0.000466192
rule_002,real_even_odd,2461,0.2,0.0002202762879286,-0.000220276
rule_002,real_even_odd,2461,0.2,0.0011403737892644,0.00114037
rule_002,real_even_odd,2461,0.25,0.0037937113077899,-0.00379371
rule_002,real_even_odd,2461,0.25,0.0003299515075931,-0.000329952
rule_002,real_even_odd,2461,0.25,0.0004300405545342,-0.000430041
rule_002,real_even_odd,2461,0.25,0.0017723768520124,0.00177238
rule_002,real_even_odd,2461,0.25,0.0010436472482505,-0.00104365
rule_002,real_even_odd,2461,0.25,0.0017713186826031,0.00177132
rule_002,real_even_odd,2461,0.25,0.0004267574838553,0.000426757
rule_002,real_even_odd,2461,0.25,0.0035455725065394,0.00354557
rule_002,real_even_odd,2461,0.25,0.0013694512811266,0.00136945
rule_002,real_even_odd,2461,0.25,0.0030223664176385,0.00302237
rule_002,real_even_odd,2461,0.25,0.002122030206538,0.00212203
rule_002,real_even_odd,2461,0.25,0.0015177162304088,0.00151772
rule_002,real_even_odd,2461,0.25,0.0001064637594803,0.000106464
rule_002,real_even_odd,2461,0.25,0.0021715527950011,0.00217155
rule_002,real_even_odd,2461,0.25,0.0004416716354025,-0.000441672
rule_002,real_even_odd,2461,0.25,0.0001692074765662,0.000169207
rule_002,real_even_odd,2461,0.25,0.0024489627710084,-0.00244896
rule_002,real_even_odd,2461,0.25,0.0012058349675418,-0.00120583
rule_002,real_even_odd,2461,0.25,0.0036769196440055,-0.00367692
rule_002,real_even_odd,2461,0.25,0.000299892356784,-0.000299892
rule_002,real_even_odd,2461,0.25,0.0010039679554804,-0.00100397
rule_002,real_even_odd,2461,0.25,0.0013128500372037,0.00131285
rule_002,real_even_odd,2461,0.25,0.0020746594757898,0.00207466
rule_002,real_even_odd,2461,0.25,0.0011546291513868,-0.00115463
rule_002,real_even_odd,2461,0.25,0.0009516437410462,-0.000951644
rule_002,real_even_odd,2461,0.25,0.000467798234273,0.000467798
rule_002,real_even_odd,2461,0.25,0.0027754091305882,-0.00277541
rule_002,real_even_odd,2461,0.25,0.0005815086087733,0.000581509
rule_002,real_even_odd,2461,0.25,0.0024943144435217,0.00249431
rule_002,real_even_odd,2461,0.25,0.0029255608341364,0.00292556
rule_002,real_even_odd,2461,0.3,0.0003809835149002,-0.000380984
rule_002,real_even_odd,2461,0.3,0.0022571014894605,-0.0022571
rule_002,real_even_odd,2461,0.3,0.0002828729404095,0.000282873
rule_002,real_even_odd,2461,0.3,0.0025082400127097,0.00250824
rule_002,real_even_odd,2461,0.3,0.0016721631141161,0.00167216
rule_002,real_even_odd,2461,0.3,0.0015173153330722,-0.00151732
rule_002,real_even_odd,2461,0.3,0.0001783203127066,-0.00017832
rule_002,real_even_odd,2461,0.3,0.0002276175370232,0.000227618
rule_002,real_even_odd,2461,0.3,5.315323377967181e-05,-5.31532e-05
rule_002,real_even_odd,2461,0.3,0.0026655155433019,0.00266552
rule_002,real_even_odd,2461,0.3,0.001913629129975,0.00191363
rule_002,real_even_odd,2461,0.3,0.0003671667057901,-0.000367167
rule_002,real_even_odd,2461,0.3,0.0003112460007465,-0.000311246
rule_002,real_even_odd,2461,0.3,0.000179100989814,-0.000179101
rule_002,real_even_odd,2461,0.3,0.0014390701168353,0.00143907
rule_002,real_even_odd,2461,0.3,0.001742154405912,-0.00174215
rule_002,real_even_odd,2461,0.3,0.0011719416263908,0.00117194
rule_002,real_even_odd,2461,0.3,0.0019337232499831,-0.00193372
rule_002,real_even_odd,2461,0.3,0.002752793546375,0.00275279
rule_002,real_even_odd,2461,0.3,0.0012305380153295,-0.00123054
rule_002,real_even_odd,2461,0.3,0.001137666822736,0.00113767
rule_002,real_even_odd,2461,0.3,0.0031365734763161,0.00313657
rule_002,real_even_odd,2461,0.3,6.147698047416999e-05,6.1477e-05
rule_002,real_even_odd,2461,0.3,0.0026209940094525,-0.00262099
rule_002,real_even_odd,2461,0.3,0.0007747026819673,-0.000774703
rule_002,real_even_odd,2461,0.3,0.0039195670091615,-0.00391957
rule_002,real_even_odd,2461,0.3,0.002419772499163,0.00241977
rule_002,real_even_odd,2461,0.3,0.0025449293574002,-0.00254493
rule_002,real_even_odd,2461,0.3,0.0006776031855473,-0.000677603
rule_002,real_even_odd,2461,0.3,0.0008763605293941,0.000876361
rule_002,real_even_odd,2461,0.35,0.0025294724474556,-0.00252947
rule_002,real_even_odd,2461,0.35,0.001022457534931,0.00102246
rule_002,real_even_odd,2461,0.35,0.0024864884893249,0.00248649
rule_002,real_even_odd,2461,0.35,0.0014416601439574,0.00144166
rule_002,real_even_odd,2461,0.35,0.0011641865381717,-0.00116419
rule_002,real_even_odd,2461,0.35,0.0021759364004299,-0.00217594
rule_002,real_even_odd,2461,0.35,0.0004466131004148,-0.000446613
rule_002,real_even_odd,2461,0.35,0.0002217635072702,-0.000221764
rule_002,real_even_odd,2461,0.35,0.0004952273034089,-0.000495227
rule_002,real_even_odd,2461,0.35,0.002359339179631,0.00235934
rule_002,real_even_odd,2461,0.35,0.0003002740141498,-0.000300274
rule_002,real_even_odd,2461,0.35,0.0003680703119474,0.00036807
rule_002,real_even_odd,2461,0.35,0.0025599951636369,-0.00256
rule_002,real_even_odd,2461,0.35,0.0002408755323018,0.000240876
rule_002,real_even_odd,2461,0.35,0.0012092882172544,-0.00120929
rule_002,real_even_odd,2461,0.35,0.0019687671456493,-0.00196877
rule_002,real_even_odd,2461,0.35,0.0021858500136471,0.00218585
rule_002,real_even_odd,2461,0.35,0.0025292754959777,0.00252928
rule_002,real_even_odd,2461,0.35,0.0010743421421044,-0.00107434
rule_002,real_even_odd,2461,0.35,0.0016330681466403,-0.00163307
rule_002,real_even_odd,2461,0.35,0.0004169995548697,-0.000417
rule_002,real_even_odd,2461,0.35,0.0011801820746548,-0.00118018
rule_002,real_even_odd,2461,0.35,0.0002330247929775,0.000233025
rule_002,real_even_odd,2461,0.35,3.763651361959906e-05,-3.76365e-05
rule_002,real_even_odd,2461,0.35,0.0002713095040611,0.00027131
rule_002,real_even_odd,2461,0.35,0.0006241559870697,-0.000624156
rule_002,real_even_odd,2461,0.35,0.0018151278414056,0.00181513
rule_002,real_even_odd,2461,0.35,0.0001168593561667,0.000116859
rule_002,real_even_odd,2461,0.35,0.0025160567836165,0.00251606
rule_002,real_even_odd,2461,0.35,0.0009981899867672,-0.00099819
rule_002,real_even_odd,2461,0.4,0.0023813759431641,-0.00238138
rule_002,real_even_odd,2461,0.4,0.0026020522512108,-0.00260205
rule_002,real_even_odd,2461,0.4,0.0032129092818909,-0.00321291
rule_002,real_even_odd,2461,0.4,0.0017674971747486,0.0017675
rule_002,real_even_odd,2461,0.4,0.0008281322987945,-0.000828132
rule_002,real_even_odd,2461,0.4,0.0021243138799615,-0.00212431
rule_002,real_even_odd,2461,0.4,0.0010706131442232,0.00107061
rule_002,real_even_odd,2461,0.4,0.0006047333281317,0.000604733
rule_002,real_even_odd,2461,0.4,0.0012412395131496,-0.00124124
rule_002,real_even_odd,2461,0.4,0.0009914086501824,0.000991409
rule_002,real_even_odd,2461,0.4,0.0040687295276806,0.00406873
rule_002,real_even_odd,2461,0.4,0.0032569967427758,-0.003257
rule_002,real_even_odd,2461,0.4,0.0061632412553967,0.00616324
rule_002,real_even_odd,2461,0.4,0.0011412026398895,-0.0011412
rule_002,real_even_odd,2461,0.4,0.0036768109380587,-0.00367681
rule_002,real_even_odd,2461,0.4,0.003936865579087,-0.00393687
rule_002,real_even_odd,2461,0.4,0.0004902520933772,-0.000490252
rule_002,real_even_odd,2461,0.4,0.001825223864885,-0.00182522
rule_002,real_even_odd,2461,0.4,0.0013413213943537,0.00134132
rule_002,real_even_odd,2461,0.4,0.0016081850484971,0.00160819
rule_002,real_even_odd,2461,0.4,0.0002175501754139,0.00021755
rule_002,real_even_odd,2461,0.4,0.0016377830812657,0.00163778
rule_002,real_even_odd,2461,0.4,0.0070176981596911,-0.0070177
rule_002,real_even_odd,2461,0.4,0.0008443984075918,0.000844398
rule_002,real_even_odd,2461,0.4,0.0002117317531452,0.000211732
rule_002,real_even_odd,2461,0.4,0.0003594692480522,-0.000359469
rule_002,real_even_odd,2461,0.4,7.419119193935351e-05,7.41912e-05
rule_002,real_even_odd,2461,0.4,0.0007367002934896,-0.0007367
rule_002,real_even_odd,2461,0.4,0.0019882342871054,-0.00198823
rule_002,real_even_odd,2461,0.4,0.0001590802726799,-0.00015908
rule_002,real_even_odd,2461,0.45,0.0041604670323445,-0.00416047
rule_002,real_even_odd,2461,0.45,0.0042064709077372,0.00420647
rule_002,real_even_odd,2461,0.45,0.0064360730095814,-0.00643607
rule_002,real_even_odd,2461,0.45,0.0024999488295291,-0.00249995
rule_002,real_even_odd,2461,0.45,0.0038345238193404,0.00383452
rule_002,real_even_odd,2461,0.45,0.0023140931020121,-0.00231409
rule_002,real_even_odd,2461,0.45,0.0008763631888685,0.000876363
rule_002,real_even_odd,2461,0.45,0.0015897055788725,0.00158971
rule_002,real_even_odd,2461,0.45,0.0035125738013506,0.00351257
rule_002,real_even_odd,2461,0.45,0.0065707544400351,-0.00657075
rule_002,real_even_odd,2461,0.45,0.0031010753047007,0.00310108
rule_002,real_even_odd,2461,0.45,0.0005645225762612,0.000564523
rule_002,real_even_odd,2461,0.45,0.0022612755857875,0.00226128
rule_002,real_even_odd,2461,0.45,0.0004043674028831,-0.000404367
rule_002,real_even_odd,2461,0.45,0.0036369984145297,0.003637
rule_002,real_even_odd,2461,0.45,0.0002800984216672,-0.000280098
rule_002,real_even_odd,2461,0.45,0.0012661627560542,0.00126616
rule_002,real_even_odd,2461,0.45,0.0014451757003436,0.00144518
rule_002,real_even_odd,2461,0.45,0.0004945283358693,0.000494528
rule_002,real_even_odd,2461,0.45,0.000546307870645,0.000546308
rule_002,real_even_odd,2461,0.45,6.270286923995817e-05,6.27029e-05
rule_002,real_even_odd,2461,0.45,0.0030549913562943,0.00305499
rule_002,real_even_odd,2461,0.45,0.0020729291895385,0.00207293
rule_002,real_even_odd,2461,0.45,0.002181658537515,-0.00218166
rule_002,real_even_odd,2461,0.45,0.0020812300100981,0.00208123
rule_002,real_even_odd,2461,0.45,0.0005871418778042,0.000587142
rule_002,real_even_odd,2461,0.45,0.0046553771776608,-0.00465538
rule_002,real_even_odd,2461,0.45,0.001207959122179,-0.00120796
rule_002,real_even_odd,2461,0.45,0.0014829380430284,0.00148294
rule_002,real_even_odd,2461,0.45,0.0028473338367134,-0.00284733
rule_002,real_even_odd,2461,0.5,0.0031441178125649,-0.00314412
rule_002,real_even_odd,2461,0.5,0.0007310421339119,-0.000731042
rule_002,real_even_odd,2461,0.5,0.0019042875143475,-0.00190429
rule_002,real_even_odd,2461,0.5,0.0061451834729711,-0.00614518
rule_002,real_even_odd,2461,0.5,0.0006076327248658,-0.000607633
rule_002,real_even_odd,2461,0.5,0.0005642576104631,0.000564258
rule_002,real_even_odd,2461,0.5,0.0013598082058464,-0.00135981
rule_002,real_even_odd,2461,0.5,0.0036355740122995,-0.00363557
rule_002,real_even_odd,2461,0.5,0.0014678728558369,-0.00146787
rule_002,real_even_odd,2461,0.5,0.0041212119937884,0.00412121
rule_002,real_even_odd,2461,0.5,0.0005176269029405,-0.000517627
rule_002,real_even_odd,2461,0.5,0.0013730530276954,-0.00137305
rule_002,real_even_odd,2461,0.5,0.0018402717673379,-0.00184027
rule_002,real_even_odd,2461,0.5,6.599372492158977e-05,-6.59937e-05
rule_002,real_even_odd,2461,0.5,0.0079406147890541,-0.00794061
rule_002,real_even_odd,2461,0.5,0.0017181666850693,0.00171817
rule_002,real_even_odd,2461,0.5,0.0025143229309583,0.00251432
rule_002,real_even_odd,2461,0.5,0.0022631575728951,-0.00226316
rule_002,real_even_odd,2461,0.5,0.001175558054347,-0.00117556
rule_002,real_even_odd,2461,0.5,0.0038418652164172,-0.00384187
rule_002,real_even_odd,2461,0.5,0.0006355603057074,0.00063556
rule_002,real_even_odd,2461,0.5,0.0022825927385599,0.00228259
rule_002,real_even_odd,2461,0.5,0.0022625515137656,-0.00226255
rule_002,real_even_odd,2461,0.5,2.1293229428842936e-05,2.12932e-05
rule_002,real_even_odd,2461,0.5,0.0013331641542496,-0.00133316
rule_002,real_even_odd,2461,0.5,5.11107422859676e-05,5.11107e-05
rule_002,real_even_odd,2461,0.5,0.0025123041362279,-0.0025123
rule_002,real_even_odd,2461,0.5,0.0048709623439507,-0.00487096
rule_002,real_even_odd,2461,0.5,0.001519968839148,-0.00151997
rule_002,real_even_odd,2461,0.5,0.0021269122060036,-0.00212691
rule_002,real_even_odd,2461,0.55,0.0015668948538412,-0.00156689
rule_002,real_even_odd,2461,0.55,0.0021597277624369,-0.00215973
rule_002,real_even_odd,2461,0.55,0.0023575952617068,0.0023576
rule_002,real_even_odd,2461,0.55,0.001898101105681,-0.0018981
rule_002,real_even_odd,2461,0.55,0.0005738555168636,0.000573856
rule_002,real_even_odd,2461,0.55,0.003210488621968,-0.00321049
rule_002,real_even_odd,2461,0.55,0.0017107966499457,0.0017108
rule_002,real_even_odd,2461,0.55,0.0042512525330595,0.00425125
rule_002,real_even_odd,2461,0.55,0.0030675823704907,0.00306758
rule_002,real_even_odd,2461,0.55,0.00159327494697,0.00159327
rule_002,real_even_odd,2461,0.55,0.0021555389533575,-0.00215554
rule_002,real_even_odd,2461,0.55,0.0016677680578262,0.00166777
rule_002,real_even_odd,2461,0.55,0.000593328490845,0.000593328
rule_002,real_even_odd,2461,0.55,0.0064945347408781,-0.00649453
rule_002,real_even_odd,2461,0.55,0.0005102871701137,0.000510287
rule_002,real_even_odd,2461,0.55,0.0026050178934914,0.00260502
rule_002,real_even_odd,2461,0.55,0.001478959388762,0.00147896
rule_002,real_even_odd,2461,0.55,0.0025018060430218,-0.00250181
rule_002,real_even_odd,2461,0.55,0.0017881674523687,0.00178817
rule_002,real_even_odd,2461,0.55,0.0045766695589306,-0.00457667
rule_002,real_even_odd,2461,0.55,0.0017623020112445,0.0017623
rule_002,real_even_odd,2461,0.55,0.0019763871315725,-0.00197639
rule_002,real_even_odd,2461,0.55,0.0044432276517536,-0.00444323
rule_002,real_even_odd,2461,0.55,5.404119900773106e-05,-5.40412e-05
rule_002,real_even_odd,2461,0.55,0.0010513502882962,0.00105135
rule_002,real_even_odd,2461,0.55,0.0033946053706019,-0.00339461
rule_002,real_even_odd,2461,0.55,0.0026838817835503,0.00268388
rule_002,real_even_odd,2461,0.55,0.0006769152887602,0.000676915
rule_002,real_even_odd,2461,0.55,0.0006359249839789,-0.000635925
rule_002,real_even_odd,2461,0.55,0.002714625290418,0.00271463
rule_002,real_even_odd,2461,0.6,0.0005301190830167,-0.000530119
rule_002,real_even_odd,2461,0.6,0.0002062971404428,0.000206297
rule_002,real_even_odd,2461,0.6,0.0014845706521157,-0.00148457
rule_002,real_even_odd,2461,0.6,0.0042142871657524,0.00421429
rule_002,real_even_odd,2461,0.6,0.0040326032284917,0.0040326
rule_002,real_even_odd,2461,0.6,0.004893240695628,0.00489324
rule_002,real_even_odd,2461,0.6,0.0001082501873253,0.00010825
rule_002,real_even_odd,2461,0.6,0.0051849501495043,-0.00518495
rule_002,real_even_odd,2461,0.6,0.0047588744021028,-0.00475887
rule_002,real_even_odd,2461,0.6,0.0009213820535401,0.000921382
rule_002,real_even_odd,2461,0.6,0.0048410303633487,-0.00484103
rule_002,real_even_odd,2461,0.6,0.0025837049860158,-0.0025837
rule_002,real_even_odd,2461,0.6,0.0029228005265337,0.0029228
rule_002,real_even_odd,2461,0.6,0.0019044328832094,-0.00190443
rule_002,real_even_odd,2461,0.6,0.0024735053302231,0.00247351
rule_002,real_even_odd,2461,0.6,0.0064019628062836,-0.00640196
rule_002,real_even_odd,2461,0.6,0.0009312978292039,0.000931298
rule_002,real_even_odd,2461,0.6,0.00346169744049,-0.0034617
rule_002,real_even_odd,2461,0.6,0.0024343728897891,-0.00243437
rule_002,real_even_odd,2461,0.6,0.0009243807772847,-0.000924381
rule_002,real_even_odd,2461,0.6,0.0021022175052794,0.00210222
rule_002,real_even_odd,2461,0.6,0.0080309101699593,0.00803091
rule_002,real_even_odd,2461,0.6,0.0020175978291013,-0.0020176
rule_002,real_even_odd,2461,0.6,0.0012270564451841,0.00122706
rule_002,real_even_odd,2461,0.6,0.0045217883891561,0.00452179
rule_002,real_even_odd,2461,0.6,0.0007952983610691,0.000795298
rule_002,real_even_odd,2461,0.6,0.0030022271945144,0.00300223
rule_002,real_even_odd,2461,0.6,0.0036442477274996,0.00364425
rule_002,real_even_odd,2461,0.6,0.0022200821880694,-0.00222008
rule_002,real_even_odd,2461,0.6,0.000284133877988,0.000284134
rule_002,real_even_odd,2461,0.65,0.0021888870596961,-0.00218889
rule_002,real_even_odd,2461,0.65,0.0017503459908971,-0.00175035
rule_002,real_even_odd,2461,0.65,0.0051177511194804,0.00511775
rule_002,real_even_odd,2461,0.65,0.0020294121755975,0.00202941
rule_002,real_even_odd,2461,0.65,0.0014251150655884,-0.00142512
rule_002,real_even_odd,2461,0.65,0.00199456946728,0.00199457
rule_002,real_even_odd,2461,0.65,0.0059877738909471,0.00598777
rule_002,real_even_odd,2461,0.65,0.0040516090916317,-0.00405161
rule_002,real_even_odd,2461,0.65,0.0027770861339503,-0.00277709
rule_002,real_even_odd,2461,0.65,0.0007335056365021,0.000733506
rule_002,real_even_odd,2461,0.65,0.0034084918066945,-0.00340849
rule_002,real_even_odd,2461,0.65,0.0076184288602645,0.00761843
rule_002,real_even_odd,2461,0.65,0.0038780090794763,0.00387801
rule_002,real_even_odd,2461,0.65,0.0006406436835154,0.000640644
rule_002,real_even_odd,2461,0.65,0.0062001307862655,-0.00620013
rule_002,real_even_odd,2461,0.65,0.001726176198084,0.00172618
rule_002,real_even_odd,2461,0.65,0.0016732558327682,0.00167326
rule_002,real_even_odd,2461,0.65,0.0008370122352127,0.000837012
rule_002,real_even_odd,2461,0.65,0.001697432853951,-0.00169743
rule_002,real_even_odd,2461,0.65,0.0017966536787532,-0.00179665
rule_002,real_even_odd,2461,0.65,0.003837737712425,-0.00383774
rule_002,real_even_odd,2461,0.65,0.0045908158163608,-0.00459082
rule_002,real_even_odd,2461,0.65,0.0027929722737471,-0.00279297
rule_002,real_even_odd,2461,0.65,3.946420691746211e-05,3.94642e-05
rule_002,real_even_odd,2461,0.65,0.0040077255840316,-0.00400773
rule_002,real_even_odd,2461,0.65,0.00842350858352,-0.00842351
rule_002,real_even_odd,2461,0.65,0.0081307552023902,-0.00813076
rule_002,real_even_odd,2461,0.65,0.0019988182175166,-0.00199882
rule_002,real_even_odd,2461,0.65,0.0018061173637614,-0.00180612
rule_002,real_even_odd,2461,0.65,0.0004369046520781,-0.000436905
rule_002,real_even_odd,2461,0.7,0.0035941516274747,-0.00359415
rule_002,real_even_odd,2461,0.7,0.0016123659035964,-0.00161237
rule_002,real_even_odd,2461,0.7,0.0034386700349604,-0.00343867
rule_002,real_even_odd,2461,0.7,0.0058027372112588,-0.00580274
rule_002,real_even_odd,2461,0.7,0.0026500817919681,-0.00265008
rule_002,real_even_odd,2461,0.7,0.00122677467508,0.00122677
