rule_id,rule,P,r,split_logZ_per_P_diff,signed_split_logZ_per_P_diff
rule_004,random_label,2461,0.05,0.0004870446978396,-0.000487045
rule_004,random_label,2461,0.05,0.0001035531322201,0.000103553
rule_004,random_label,2461,0.05,4.315718207702604e-05,4.31572e-05
rule_004,random_label,2461,0.05,0.0005254617986367,-0.000525462
rule_004,random_label,2461,0.05,0.0001327194340992,-0.000132719
rule_004,random_label,2461,0.05,0.000907565416977,0.000907565
rule_004,random_label,2461,0.05,0.0003822634926255,0.000382263
rule_004,random_label,2461,0.05,0.0002443673485398,0.000244367
rule_004,random_label,2461,0.05,1.315746878364256e-05,1.31575e-05
rule_004,random_label,2461,0.05,0.0002656441883935,0.000265644
rule_004,random_label,2461,0.05,0.0001957739912027,-0.000195774
rule_004,random_label,2461,0.05,0.0007040712039239,-0.000704071
rule_004,random_label,2461,0.05,0.0001191486345511,-0.000119149
rule_004,random_label,2461,0.05,0.0001368957031417,0.000136896
rule_004,random_label,2461,0.05,0.0001934595225121,-0.00019346
rule_004,random_label,2461,0.05,0.0008795306085205,0.000879531
rule_004,random_label,2461,0.05,0.0001816975244027,0.000181698
rule_004,random_label,2461,0.05,5.1224817930430135e-05,5.12248e-05
rule_004,random_label,2461,0.05,5.0653942172046135e-05,5.06539e-05
rule_004,random_label,2461,0.05,0.0006307699846287,0.00063077
rule_004,random_label,2461,0.05,3.349733945381621e-05,3.34973e-05
rule_004,random_label,2461,0.05,0.000257662799349,0.000257663
rule_004,random_label,2461,0.05,0.0002534647668128,0.000253465
rule_004,random_label,2461,0.05,7.970554198203247e-05,-7.97055e-05
rule_004,random_label,2461,0.05,0.000287098538698,-0.000287099
rule_004,random_label,2461,0.05,0.0001591148274597,0.000159115
rule_004,random_label,2461,0.05,0.000162175959797,-0.000162176
rule_004,random_label,2461,0.05,0.0002434573250912,0.000243457
rule_004,random_label,2461,0.05,0.0004533786544042,-0.000453379
rule_004,random_label,2461,0.05,2.6283728965356552e-05,2.62837e-05
rule_004,random_label,2461,0.1,8.59924778595333e-07,8.59925e-07
