rule,radius,phi_energy_raw,phi_energy_raw_sd,phi_energy_raw_sem,n_units,target_ref_count,sampling_status,qc_diagnostic_pass
very_low_tv_spectral_teacher,0.1,-0.005083837723007036,0.0,0.0,1,90,partial_missing_units,False
very_low_tv_spectral_teacher,0.2,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,0.3,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,0.4,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,0.5,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,0.6,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,0.7,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,0.8,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,0.9,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,1.0,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,1.1,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,1.2,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,1.3,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,1.4,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,1.5,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,1.6,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,1.7,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,1.8,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,1.9,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,2.0,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,2.1,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,2.2,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,2.3,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,2.4,,0.0,0.0,0,90,partial_missing_units,False
very_low_tv_spectral_teacher,2.5,,0.0,0.0,0,90,partial_missing_units,False
