source,group,label,nmstv,radius,n_refs,d_phi_energy_direct_dd_mean,d_phi_energy_direct_dd_sem,d2_phi_energy_direct_dd2_mean,d2_phi_energy_direct_dd2_sem,positive_curvature_mean,negative_curvature_mean
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.12,30,-0.09451937032571232,0.0025548064712568636,-0.7954263010379762,0.06872152480186942,0.007234934737932826,0.8026612357759091
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.13,30,-0.10065070320070123,0.0023963462982393327,-0.6404666422788067,0.055897672567529984,0.004589302299322669,0.6450559445781293
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.14,30,-0.10732870317128847,0.00212294362797438,-0.6592694252790394,0.07293457481576927,0.014558199690621975,0.6738276249696614
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.15,30,-0.11383609170628202,0.0020989044580127236,-0.42771798680945367,0.07405223392722304,0.0383693826011901,0.4660873694106437
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.16,30,-0.11588306290747753,0.0023949295968110607,-0.21987677900864314,0.08146742001791102,0.09802473560993974,0.3179015146185829
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.17,30,-0.11823362728645488,0.001990299912643711,-0.3741615309619904,0.07042365655819988,0.03507639371226944,0.4092379246742598
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.18,30,-0.12336629352671731,0.0021399981145189817,-0.32206683970484123,0.09862151109490519,0.09007152369710546,0.41213836340194665
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.19,30,-0.1246749640805517,0.002191199085918763,-0.23001539527324458,0.08399915611709985,0.09617695920939377,0.32619235448263834
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.2,30,-0.12796660143218222,0.0014861669953379138,-0.10288587172751829,0.09457810674973707,0.17120278966050362,0.27408866138802185
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.21,30,-0.12673268151510209,0.00170749955020924,0.03006605998641477,0.0665941766497799,0.1613388576659063,0.13127279767949152
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.22,30,-0.12736528023245391,0.001574702359656941,0.11844496233719723,0.09643120988040749,0.2779352510538536,0.15949028871665638
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.23,30,-0.12436378226835812,0.0016203865502208313,0.12065718574857241,0.0884063563120688,0.26543598710181043,0.144778801353238
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.24,30,-0.12495213651748246,0.001292062959360397,0.03836419253287841,0.09630389916824075,0.23086873303177108,0.19250454049889268
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.25,30,-0.12359649841770054,0.0013714372362415661,0.08343622690979655,0.05705845228160508,0.17382602098553823,0.09038979407574169
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.26,30,-0.12328341197928654,0.001320324888447554,0.12290834141649612,0.07701785275576956,0.2356432218472026,0.1127348804307065
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.27,30,-0.12113833158937062,0.0014238532891927991,0.31066794104099527,0.09763840889082018,0.4016958256847148,0.09102788464371955
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.28,30,-0.11707005315846662,0.0015854225515276458,0.29608221027884823,0.09008606127455474,0.38073015285402234,0.08464794257517409
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.29,30,-0.11521668738379365,0.0014860469027249646,0.26434181733256856,0.08538649973426277,0.3363760305971829,0.07203421326461432
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.3,30,-0.11178321681181527,0.0012382389700877814,0.3980202629215611,0.07967821691448747,0.4334245272239689,0.035404264302407756
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.31,30,-0.10725628212536241,0.0010588007096275292,0.1643725297170508,0.07420554902993494,0.24841469209127648,0.08404216237422567
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.32,30,-0.10849576621747424,0.0012323711785721413,0.1416199996105605,0.10891421230931606,0.30717515996490324,0.1655551603543427
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.33,30,-0.1044238821331512,0.0017616927791339987,0.2736303710655891,0.099793537328591,0.3941361564219198,0.12050578535633072
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.34,30,-0.10302315879616247,0.0014642717740478552,0.1493083904892617,0.10927034493046552,0.3291313655127534,0.17982297502349173
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.35,30,-0.10143771432336596,0.001643397098433474,0.06816712925851093,0.09696877443654528,0.24301609254151949,0.17484896328300853
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.36,30,-0.10165981621099228,0.0013866542403634845,0.2629720074930412,0.10184590529229437,0.3869302274826315,0.12395821998959024
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.37,30,-0.09617827417350513,0.0013852385904573618,0.3393974411085317,0.09244537747120934,0.41331402992769956,0.07391658881916786
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.38,30,-0.09487186738882163,0.0015803760752629552,0.23269390792561798,0.07563697374789968,0.3014963252640611,0.06880241733844314
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.39,30,-0.09152439601499276,0.0014597796457849791,0.2671191871979796,0.10252707284851627,0.38180445713597233,0.11468526993799275
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.4,30,-0.08952948364486205,0.0016778551510984406,0.1449034787013451,0.09973866983415842,0.2864628125860493,0.14155933388470418
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.41,30,-0.08862632644096585,0.0013056176175211605,0.14147410905626004,0.09897537640288527,0.29438022421883153,0.15290611516257152
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.42,30,-0.08670000146373685,0.0014707633851642078,0.16285601319356807,0.09299436302444282,0.29333772809538095,0.13048171490181287
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.43,30,-0.0853692061770945,0.0014877069389405981,0.11426262292816967,0.09605124691555371,0.26661709538388295,0.15235447245571326
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.44,30,-0.08441474900517344,0.001529578519416828,0.23307534242697353,0.09396435578675902,0.32930747839098884,0.09623213596401524
advanced,real_even_odd,rule: even odd,0.49328642764617986,0.45,30,-0.08070769932855501,0.0015401580807219775,0.3864889471823784,0.07671590528306146,0.41517547527746507,0.028686528095086688
