source,group,label,nmstv,ref_id,n_radii,positive_curvature_mass,negative_curvature_mass,min_second_derivative,min_second_derivative_radius,max_second_derivative,max_second_derivative_radius
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,0,100,0.1707033332671325,0.20210109544967414,-1.0697872063715455,0.12,1.0120995824409045,0.27
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,1,100,0.13971712980580914,0.16610655317775985,-0.835290138675735,0.06,0.9392716960992566,0.2
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,2,100,0.14675914976108498,0.1832287589971947,-0.9995686358976994,0.04,1.366156594747414,0.8
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,3,100,0.16160903660509285,0.18033033306493013,-1.0346407567227602,0.05,1.0324692190657894,1.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,4,100,0.1697469159626459,0.19665676198964457,-1.10096871381393,0.04,0.9185493685433592,0.6
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,5,100,0.16069291539629352,0.200489407407149,-1.2594569943747815,0.68,0.9368336687077448,0.39
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,6,100,0.14808212299379717,0.17502259073661228,-0.9056787359312002,0.05,0.7978951876194142,0.71
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,7,100,0.19084135847129324,0.20993725892626558,-1.1077093041573751,0.05,1.3316989234481889,1.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,8,100,0.1601476134312897,0.1955761372422968,-0.9154497288671095,0.86,1.225467579748749,0.51
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,9,100,0.1371293027594424,0.17090702005762573,-1.038060733594299,1.0,1.2511927185253628,0.28
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,10,100,0.14137121411590803,0.16708409930423254,-0.7849332468078503,0.05,1.231853335996989,0.52
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,11,100,0.13795264954011477,0.161958634143955,-0.8438011243338447,0.04,0.8409110186322891,1.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,12,100,0.1705557681322507,0.19957657201362028,-0.8969596345084598,0.6,1.429108421808234,0.46
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,13,100,0.15252487271551513,0.18435204142275485,-0.9513919096976291,0.8,1.0284496552513744,0.81
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,14,100,0.16376960084841652,0.19167357190343348,-1.0889762544630197,0.04,0.806229056905694,0.54
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,15,100,0.13678115913733296,0.17084514266774092,-0.8661442585654797,0.06,1.0192483012025848,0.56
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,16,100,0.16264833830440983,0.19881271742847167,-1.07899517320171,0.82,0.8328028175532642,0.38
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,17,100,0.17672358499506974,0.20876889673712218,-1.139814934723129,1.0,1.0322253260990983,0.3
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,18,100,0.163160270443408,0.18739180756178184,-0.8906083852517492,0.6,0.9610805483330294,0.58
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,19,100,0.17030357059014561,0.1939122140599847,-0.9734944317987142,0.5,1.3280560955568137,0.58
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,20,100,0.13008269569156006,0.15512906388211803,-0.8498680284341398,0.04,0.8073866506886591,0.45
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,21,100,0.15374373332712635,0.18048384602509238,-0.97033066910587,0.04,1.0839435792333587,1.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,22,100,0.12229034920106609,0.15623324699677232,-0.9619836969129856,0.11,0.9942358798623068,0.2
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,23,100,0.16541376149693227,0.1835826377142527,-1.0476013569154947,0.12,1.0494674400804487,1.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,24,100,0.159051421137436,0.1889418926439573,-1.01190888198273,0.05,0.9735237271884025,0.41
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,25,100,0.14468861342137737,0.18215282821229856,-1.007514868897869,1.0,0.983950429800192,0.23
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,26,100,0.1664650254174727,0.19384020119499393,-0.8586884567714093,0.67,0.9595935923705686,1.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,27,100,0.13508661957783893,0.1702980653457729,-0.8950325893453148,0.04,0.7503586495720302,0.81
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,28,100,0.15736005228719738,0.17634114446219928,-0.852003115369,0.06,1.426526677033539,1.0
advanced,very_low_tv_spectral_teacher,rule: very low tv,0.32457034737920076,29,100,0.15484979218638886,0.1715452479857607,-1.0804550359554705,0.05,1.073930024075363,0.81
advanced,real_even_odd,rule: even odd,0.49328642764617986,0,100,0.208549333007804,0.23768017064888833,-1.2202513066336853,0.11,1.2274517955178954,0.46
advanced,real_even_odd,rule: even odd,0.49328642764617986,1,100,0.2134583078422625,0.2538844823057621,-1.3260871872108901,0.1,1.8790500972029034,0.58
advanced,real_even_odd,rule: even odd,0.49328642764617986,2,100,0.2388177057810046,0.28089086632956484,-1.348004363289439,0.12,1.557434658295608,0.45
advanced,real_even_odd,rule: even odd,0.49328642764617986,3,100,0.19277157333011852,0.23691067031770868,-1.2015798593441351,0.07,1.0615014610913045,0.53
advanced,real_even_odd,rule: even odd,0.49328642764617986,4,100,0.23184780245140094,0.2678463673473254,-1.5373306306078174,0.18,1.4248528808672591,0.49
advanced,real_even_odd,rule: even odd,0.49328642764617986,5,100,0.18805217613033215,0.22734724221454106,-1.0936802134391344,0.09,1.3324407850536386,0.39
advanced,real_even_odd,rule: even odd,0.49328642764617986,6,100,0.20304897994730262,0.2375538048403311,-1.0987842459031856,0.08,1.090802649108054,0.65
advanced,real_even_odd,rule: even odd,0.49328642764617986,7,100,0.23030480757465183,0.25930502566345187,-1.1897453899151138,0.23,1.6244164210247287,1.0
advanced,real_even_odd,rule: even odd,0.49328642764617986,8,100,0.24638334549511465,0.28300185778582354,-1.2589436615437153,0.08,1.4226338792905335,0.65
advanced,real_even_odd,rule: even odd,0.49328642764617986,9,100,0.18002465113876412,0.2141712865075586,-1.4261330310041553,0.11,1.2856101703717684,0.36
advanced,real_even_odd,rule: even odd,0.49328642764617986,10,100,0.18647970836187436,0.22245402218665936,-1.1861432408190913,0.1,1.1307882302633336,0.33
advanced,real_even_odd,rule: even odd,0.49328642764617986,11,100,0.20543999849024341,0.24918506538522373,-1.2388934862292353,0.07,1.376856337858984,0.64
advanced,real_even_odd,rule: even odd,0.49328642764617986,12,100,0.20541267147379727,0.24415908153633042,-1.782940646472631,0.1,1.1179578824848386,0.63
advanced,real_even_odd,rule: even odd,0.49328642764617986,13,100,0.21204413661668528,0.25173883365318456,-1.281157168033905,0.09,1.177998400836323,0.27
advanced,real_even_odd,rule: even odd,0.49328642764617986,14,100,0.24577169562818402,0.2771581834590085,-1.8280543999462608,0.12,1.8392759386122228,0.49
advanced,real_even_odd,rule: even odd,0.49328642764617986,15,100,0.22506692647753604,0.2696978280517039,-1.3354110506863157,0.08,1.3808774990231383,0.35
advanced,real_even_odd,rule: even odd,0.49328642764617986,16,100,0.17479082355465714,0.21135952849319106,-1.1134822333705907,0.08,1.380891518931803,0.43
advanced,real_even_odd,rule: even odd,0.49328642764617986,17,100,0.22669347137194412,0.2685605511905161,-1.4163143914266794,0.06,1.4796852880606433,0.49
advanced,real_even_odd,rule: even odd,0.49328642764617986,18,100,0.23504431149171648,0.2744968154698117,-1.4080135066975341,0.12,1.5024103211494588,0.54
advanced,real_even_odd,rule: even odd,0.49328642764617986,19,100,0.21613290305928945,0.2519479369723243,-1.4719810554631785,0.8,1.1837587186138991,0.82
advanced,real_even_odd,rule: even odd,0.49328642764617986,20,100,0.17743269803909317,0.21127213410057655,-1.0051105927553654,0.14,1.1469595322685389,1.0
advanced,real_even_odd,rule: even odd,0.49328642764617986,21,100,0.1613293342713744,0.20525942951448403,-1.3388737505934047,0.14,1.0525304538687417,0.81
advanced,real_even_odd,rule: even odd,0.49328642764617986,22,100,0.22183318220980014,0.2616377676525956,-1.3575170791640587,0.89,1.2778032799750194,0.93
advanced,real_even_odd,rule: even odd,0.49328642764617986,23,100,0.19519634470359967,0.23464647974052122,-1.0485438649804486,0.32,1.096695364438462,0.34
advanced,real_even_odd,rule: even odd,0.49328642764617986,24,100,0.19715753850931833,0.24641334472927826,-1.5836902073268586,1.0,1.2178203311461244,0.36
advanced,real_even_odd,rule: even odd,0.49328642764617986,25,100,0.2004089715361051,0.2471517365792951,-1.1978776908362452,0.12,1.3111891681521088,0.46
advanced,real_even_odd,rule: even odd,0.49328642764617986,26,100,0.2215392939309879,0.25468577355111566,-1.4231157251851254,0.14,1.2347503618242341,0.48
advanced,real_even_odd,rule: even odd,0.49328642764617986,27,100,0.22604335931265376,0.2515912964135981,-1.2366143391496536,0.13,1.5996019429698787,0.99
advanced,real_even_odd,rule: even odd,0.49328642764617986,28,100,0.22221402834039064,0.25315554530397677,-1.5336884588347794,0.06,1.315700028820415,0.3
advanced,real_even_odd,rule: even odd,0.49328642764617986,29,100,0.20547655606253556,0.2449470137044139,-1.3541409640396254,0.07,1.1932212934045188,0.51
flip,eta_0.05,flip eta=0.05,0.5734925471048802,0,100,0.3479461123674175,0.3707784427099784,-2.541808273293017,0.09,2.5225612600406357,0.2
flip,eta_0.05,flip eta=0.05,0.5734925471048802,1,100,0.3260222537443245,0.3594362848906747,-2.052008340963261,0.11,1.772788138665025,0.47
flip,eta_0.05,flip eta=0.05,0.5734925471048802,2,100,0.3421105743595793,0.3670074188142261,-2.0508217388926564,0.08,2.4364190700166493,0.29
flip,eta_0.05,flip eta=0.05,0.5734925471048802,3,100,0.332671952693781,0.36129729714954406,-2.395047388591781,0.1,2.448786912562107,0.33
flip,eta_0.05,flip eta=0.05,0.5734925471048802,4,100,0.3563826399348183,0.3975815821234312,-2.2880362539202705,0.11,2.580015771296969,0.2
flip,eta_0.05,flip eta=0.05,0.5734925471048802,5,100,0.3500014411686276,0.3917810334104716,-2.5241845144412887,0.09,2.406663140605076,0.22
flip,eta_0.05,flip eta=0.05,0.5734925471048802,6,100,0.35215971514283045,0.37668278328999544,-2.0877532735057676,0.12,2.204321306399093,0.49
