N,M,dataset_id,ref_id,lambda_ref,reference_method,burn,thin,ref_norm,ref_norm_sq,min_margin,mean_margin,ce_ref,err_ref
40,4,5,3,1.0,weight_space_hit_and_run,5000,200,6.225730263124106,38.75971730917935,0.13583111108615467,0.3954447669136539,2.070962558242517,0.0
40,4,5,4,1.0,weight_space_hit_and_run,5000,200,6.5630951847439265,43.07421840400892,0.034130238235222175,0.710466157993525,1.7542464559486708,0.0
40,4,5,5,1.0,weight_space_hit_and_run,5000,200,6.499049871326087,42.23764922998363,0.42216435244007433,0.7413861722672377,1.5857242814319943,0.0
40,4,5,6,1.0,weight_space_hit_and_run,5000,200,6.115687425625069,37.401632687948585,0.19525276846096928,0.3738918696301457,2.1035958285376815,0.0
40,4,5,7,1.0,weight_space_hit_and_run,5000,200,6.2495201026337055,39.0565015132228,0.10954773252835584,0.64943869746492,1.7853870363616196,0.0
40,4,5,8,1.0,weight_space_hit_and_run,5000,200,5.929015426552971,35.15322392830311,0.06615321716118056,0.7834049606699702,1.5873676929660137,0.0
40,4,5,9,1.0,weight_space_hit_and_run,5000,200,6.966446499898034,48.53137683594158,0.372560555446904,0.586199713632899,1.785416244146218,0.0
40,4,6,0,1.0,weight_space_hit_and_run,5000,200,5.330609787137667,28.415400702727883,0.1902498659730278,0.748994571036589,1.6509122374784264,0.0
40,4,6,1,1.0,weight_space_hit_and_run,5000,200,5.693942822516234,32.42098486608413,0.13803374098200094,0.9002996986815983,1.5191161763061838,0.0
40,4,6,2,1.0,weight_space_hit_and_run,5000,200,5.573571123085882,31.06469506409682,0.31114351309812466,0.9753462408813757,1.416062233389248,0.0
40,4,6,3,1.0,weight_space_hit_and_run,5000,200,7.3381433375989085,53.84834764314725,0.08417356397781764,0.9352144530669722,1.6392031332173045,0.0
40,4,6,4,1.0,weight_space_hit_and_run,5000,200,6.8275606453140405,46.61558436544107,0.15939810305699992,0.7980500248052621,1.563063800006549,0.0
40,4,6,5,1.0,weight_space_hit_and_run,5000,200,6.084315840455659,37.01889924641966,0.32330597733560146,0.7488725352009568,1.6110702770828738,0.0
40,4,6,6,1.0,weight_space_hit_and_run,5000,200,5.595615686687639,31.310914913104778,0.35600705522511594,0.8896575585948319,1.434780501305223,0.0
40,4,6,7,1.0,weight_space_hit_and_run,5000,200,5.6139675593117975,31.51663175700526,0.4823388512103281,0.9095741562088393,1.3858225967791344,0.0
40,4,6,8,1.0,weight_space_hit_and_run,5000,200,4.951779780242967,24.52012299202309,0.13853504628821894,0.4650602608790088,2.0311592010329544,0.0
