beta,radius,claim,finite_derivative_ref_count,finite_derivative_ref_min,coverage_pass,split_derivative_pass,max_split_dlogZ_dr_per_P_diff,max_split_dlogZ_dr_per_P_diff_allowed,bootstrap_pass,bootstrap_sd_dphi_full_dr,bootstrap_sd_dphi_full_dr_max,ce_replay_pass,ce_replay_max_abs_diff,ce_replay_max_abs_diff_allowed,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,dphi_energy_dr,dphi_entropic_dr,dphi_full_dr
0.14,0.01,pass,100,100,True,True,3.741414196726788e-05,0.004,True,8.392792078449986e-06,0.012,True,0.0,0.001,-0.7047036921729521,0.20997963523628094,-0.0002768973250188417,99.96070726915521,99.96043037183018
0.14,0.02,pass,100,100,True,True,0.0001243186381989918,0.004,True,2.271234609501571e-05,0.012,True,0.0,0.001,-1.925117739691708,0.5912327775696365,-0.0007564313319024394,49.980353634577604,49.9795972032457
0.14,0.03,pass,100,100,True,True,8.899699691351794e-05,0.004,True,4.293660959511771e-05,0.012,True,0.0,0.001,-3.3358641521482464,1.0529002116186665,-0.0013107521226515702,33.320235756385074,33.318925004262425
0.14,0.04,pass,100,100,True,True,9.881625537674152e-05,0.004,True,5.498498428705181e-05,0.012,True,0.0,0.001,-4.665848339089741,1.4884422956947916,-0.0018333392295048097,24.990176817288802,24.988343478059296
0.14,0.05,pass,100,100,True,True,0.0001297918480050499,0.004,True,7.210552474466577e-05,0.012,True,0.0,0.001,-5.797227763349497,1.8079422038104005,-0.0022778891015125726,19.992141453831042,19.98986356472953
0.14,0.06,pass,100,100,True,True,0.00013846146756506806,0.004,True,8.262350302812802e-05,0.012,True,0.0,0.001,-6.747909265320547,2.059543394197968,-0.0026514378252732993,16.660117878192537,16.657466440367262
0.14,0.07,pass,100,100,True,True,0.00021738637279551592,0.004,True,8.985934568127733e-05,0.012,True,0.0,0.001,-7.505862347040789,2.2586812240344663,-0.0029492582896034534,14.280101038450743,14.27715178016114
0.14,0.08,pass,100,100,True,True,0.00015911047594717773,0.004,True,9.273035559446952e-05,0.012,True,0.0,0.001,-8.093253732511286,2.398097745106665,-0.0031800604057018807,12.495088408644401,12.491908348238699
0.14,0.09,pass,100,100,True,True,0.00015040951947594596,0.004,True,9.361529118433609e-05,0.012,True,0.0,0.001,-8.548923239610303,2.488012270084333,-0.0033591053986680957,11.106745252128357,11.10338614672969
0.14,0.1,pass,100,100,True,True,0.00012815103073024418,0.004,True,0.00010383305233743016,0.012,True,0.0,0.001,-8.888951163562913,2.588836868224482,-0.0034927116556239344,9.996070726915521,9.992578015259896
0.18,0.01,pass,100,100,True,True,2.9503646198180108e-05,0.004,True,8.501398748745583e-06,0.012,True,0.0,0.001,-0.4567299858619247,0.20218789882775542,-0.00017946168403219046,99.96070726915521,99.96052780747118
0.18,0.02,pass,100,100,True,True,5.366430271588613e-05,0.004,True,1.7328143745956738e-05,0.012,True,0.0,0.001,-1.0613098625762638,0.45171207209441966,-0.0004170176277313414,49.980353634577604,49.97993661694987
0.18,0.03,pass,100,100,True,True,6.414646828519317e-05,0.004,True,2.7739848618870616e-05,0.012,True,0.0,0.001,-1.7392662517538735,0.6877952879764183,-0.0006834052069759817,33.320235756385074,33.319552351178096
0.18,0.04,pass,100,100,True,True,6.466411003452005e-05,0.004,True,3.292060812530569e-05,0.012,True,0.0,0.001,-2.4030440081920985,0.8871290598689031,-0.0009442216142208638,24.990176817288802,24.98923259567458
0.18,0.05,pass,100,100,True,True,7.553766157959987e-05,0.004,True,4.178168611567384e-05,0.012,True,0.0,0.001,-2.995406758501235,1.0453952392915917,-0.0011769771153246503,19.992141453831042,19.990964476715718
0.18,0.06,pass,100,100,True,True,0.00010740268083909284,0.004,True,4.667634896350775e-05,0.012,True,0.0,0.001,-3.4955171723260934,1.1827671062645568,-0.0013734841541556359,16.660117878192537,16.658744394038383
0.18,0.07,pass,100,100,True,True,7.056108767787789e-05,0.004,True,4.895530620705635e-05,0.012,True,0.0,0.001,-3.8985416856182207,1.2781104670318435,-0.0015318434914020514,14.280101038450743,14.27856919495934
0.18,0.08,pass,100,100,True,True,8.894849225219299e-05,0.004,True,5.2610683879742406e-05,0.012,True,0.0,0.001,-4.21957876872695,1.3513994531808855,-0.001657987728379941,12.495088408644401,12.49343042091602
0.18,0.09,pass,100,100,True,True,0.00012151831719990893,0.004,True,5.579676540332614e-05,0.012,True,0.0,0.001,-4.476813145577235,1.4163148126298073,-0.0017590621397160057,11.106745252128357,11.104986189988642
0.18,0.1,pass,100,100,True,True,9.308985130871177e-05,0.004,True,6.01713319048658e-05,0.012,True,0.0,0.001,-4.659498031275567,1.4609373636468093,-0.0018308440201475706,9.996070726915521,9.994239882895373
0.22,0.01,pass,100,100,True,True,1.4438653580503694e-05,0.004,True,4.534683972643414e-06,0.012,True,0.0,0.001,-0.2538276925316616,0.11286263309705719,-9.973583203601634e-05,99.96070726915521,99.96060753332317
0.22,0.02,pass,100,100,True,True,4.5239105561520034e-05,0.004,True,1.0642376444733552e-05,0.012,True,0.0,0.001,-0.5878099312226981,0.2541979647478168,-0.0002309665741543018,49.980353634577604,49.980122668003446
0.22,0.03,pass,100,100,True,True,3.585802402192521e-05,0.004,True,1.7203120937521493e-05,0.012,True,0.0,0.001,-0.9565821810897532,0.42530583838778535,-0.0003758672617248539,33.320235756385074,33.31985988912335
0.22,0.04,pass,100,100,True,True,6.819703342093546e-05,0.004,True,2.2521015820075755e-05,0.012,True,0.0,0.001,-1.2993843542506929,0.5761679146949902,-0.0005105635969550856,24.990176817288802,24.989666253691848
0.22,0.05,pass,100,100,True,True,4.432576553890701e-05,0.004,True,2.5893314288027838e-05,0.012,True,0.0,0.001,-1.5934528418975975,0.692616868202645,-0.0006261111363055393,19.992141453831042,19.991515342694736
0.22,0.06,pass,100,100,True,True,9.3369920014703e-05,0.004,True,3.282323184901573e-05,0.012,True,0.0,0.001,-1.8220234269654503,0.7740117277928823,-0.0007159227610866209,16.660117878192537,16.659401955431452
0.22,0.07,pass,100,100,True,True,4.72839551431068e-05,0.004,True,3.356350193490503e-05,0.012,True,0.0,0.001,-2.017847778734531,0.8377068461477766,-0.0007928674965558078,14.280101038450743,14.279308170954188
0.22,0.08,pass,100,100,True,True,7.670597885836628e-05,0.004,True,3.5012493622310476e-05,0.012,True,0.0,0.001,-2.1659582024920367,0.8797769200742365,-0.000851064126715928,12.495088408644401,12.494237344517686
0.22,0.09,pass,100,100,True,True,8.576919254013852e-05,0.004,True,3.595921689170363e-05,0.012,True,0.0,0.001,-2.2835263479769674,0.9067738398390617,-0.0008972598616805373,11.106745252128357,11.105847992266677
0.22,0.1,pass,100,100,True,True,0.00012115862103808152,0.004,True,3.5500375852145416e-05,0.012,True,0.0,0.001,-2.370911732535624,0.9316815843714327,-0.0009315959656328582,9.996070726915521,9.99513913094989
0.26,0.01,pass,100,100,True,True,1.045383176075022e-05,0.004,True,3.922195944962337e-06,0.012,True,0.0,0.001,-0.13297228119129717,0.09819625263427718,-5.224844054667865e-05,99.96070726915521,99.96065502071465
0.26,0.02,pass,100,100,True,True,4.1154388347510256e-05,0.004,True,8.100783256101302e-06,0.012,True,0.0,0.001,-0.29970138125032453,0.21053175769200208,-0.00011776085707281907,49.980353634577604,49.98023587372053
0.26,0.03,pass,100,100,True,True,2.388863414598591e-05,0.004,True,1.25037548161353e-05,0.012,True,0.0,0.001,-0.48299261709312796,0.3151502503462028,-0.0001897809890346279,33.320235756385074,33.32004597539604
0.26,0.04,pass,100,100,True,True,2.7225016144539652e-05,0.004,True,1.5040609326821592e-05,0.012,True,0.0,0.001,-0.653447361536553,0.39237450788677614,-0.0002567573129809639,24.990176817288802,24.98992005997582
0.26,0.05,pass,100,100,True,True,4.4273991632749216e-05,0.004,True,1.7158184281351074e-05,0.012,True,0.0,0.001,-0.8068414518890741,0.4453873514682938,-0.0003170300400349996,19.992141453831042,19.99182442379101
0.26,0.06,pass,100,100,True,True,0.00010087515999957632,0.004,True,1.993707993233246e-05,0.012,True,0.0,0.001,-0.939964062231552,0.4869315198096765,-0.000369337549010433,16.660117878192537,16.659748540643527
0.26,0.07,pass,100,100,True,True,5.454746895831186e-05,0.004,True,2.085256712609397e-05,0.012,True,0.0,0.001,-1.0514251329012256,0.517620095198971,-0.00041313364750539315,14.280101038450743,14.279687904803238
0.26,0.08,pass,100,100,True,True,3.635745574223568e-05,0.004,True,2.2427360699091706e-05,0.012,True,0.0,0.001,-1.1453199246780332,0.5374878780475184,-0.0004500274753155337,12.495088408644401,12.494638381169086
0.26,0.09,pass,100,100,True,True,5.295917911863816e-05,0.004,True,2.159737239251563e-05,0.012,True,0.0,0.001,-1.2252503537217345,0.5599459316551589,-0.00048143432366276406,11.106745252128357,11.106263817804695
0.26,0.1,pass,100,100,True,True,5.092787802229992e-05,0.004,True,2.2913319119203494e-05,0.012,True,0.0,0.001,-1.2908135697234504,0.5743279416694059,-0.000507195901659509,9.996070726915521,9.995563531013861
0.3,0.01,pass,100,100,True,True,1.7784632500857687e-05,0.004,True,2.3724695998584993e-06,0.012,True,0.0,0.001,-0.09418386300110082,0.05997271753556541,-3.70074117882518e-05,99.96070726915521,99.96067026174342
0.3,0.02,pass,100,100,True,True,1.289204720819175e-05,0.004,True,5.192976696875995e-06,0.012,True,0.0,0.001,-0.20994580475420876,0.13690519880508,-8.249343998200737e-05,49.980353634577604,49.98027114113762
0.3,0.03,pass,100,100,True,True,2.4869597976815967e-05,0.004,True,7.984656125034707e-06,0.012,True,0.0,0.001,-0.3338934271886893,0.2040425792289705,-0.00013119584565370897,33.320235756385074,33.32010456053942
0.3,0.04,pass,100,100,True,True,2.145569427484748e-05,0.004,True,1.0034900919240117e-05,0.012,True,0.0,0.001,-0.4549550850431079,0.25786090666381173,-0.00017876427703069072,24.990176817288802,24.98999805301177
0.3,0.05,pass,100,100,True,True,2.547898154240594e-05,0.004,True,1.2104014629473949e-05,0.012,True,0.0,0.001,-0.564671659130451,0.29771005669273126,-0.00022187491517895914,19.992141453831042,19.991919578915862
0.3,0.06,pass,100,100,True,True,6.306650281880071e-05,0.004,True,1.2247090741477708e-05,0.012,True,0.0,0.001,-0.6622370198787761,0.3265780542641073,-0.00026021100977555053,16.660117878192537,16.659857667182763
0.3,0.07,pass,100,100,True,True,3.5236755081535545e-05,0.004,True,1.2894901085239382e-05,0.012,True,0.0,0.001,-0.7482185361710094,0.3494604837971313,-0.00029399549554853024,14.280101038450743,14.279807042955195
0.3,0.08,pass,100,100,True,True,4.0172658352411345e-05,0.004,True,1.399739858807186e-05,0.012,True,0.0,0.001,-0.8212041530315379,0.36413579934319285,-0.00032267353753695006,12.495088408644401,12.494765735106864
0.3,0.09,pass,100,100,True,True,3.5379191364686e-05,0.004,True,1.4857234762626426e-05,0.012,True,0.0,0.001,-0.8922350245074446,0.37195317340293815,-0.0003505835066826894,11.106745252128357,11.106394668621675
0.3,0.1,pass,100,100,True,True,4.377946565515306e-05,0.004,True,1.5600450222713707e-05,0.012,True,0.0,0.001,-0.949295059850014,0.3829350967826852,-0.00037300395278978935,9.996070726915521,9.995697722962731
0.34,0.01,pass,100,100,True,True,7.58669525357382e-06,0.004,True,2.1012710471495807e-06,0.012,True,0.0,0.001,-0.09988165142607752,0.05447092852449302,-3.92462284581837e-05,99.96070726915521,99.96066802292675
0.34,0.02,pass,100,100,True,True,2.26050191203252e-05,0.004,True,4.3939007752690985e-06,0.012,True,0.0,0.001,-0.21491762129813996,0.11212837426621605,-8.444700247471118e-05,49.980353634577604,49.98026918757513
0.34,0.03,pass,100,100,True,True,2.6127333153855932e-05,0.004,True,6.393749216697709e-06,0.012,True,0.0,0.001,-0.34387974977868013,0.16222878500694124,-0.0001351197445102869,33.320235756385074,33.32010063664056
0.34,0.04,pass,100,100,True,True,4.318906978895178e-05,0.004,True,7.944326268118734e-06,0.012,True,0.0,0.001,-0.4763745461579635,0.19984051560289498,-0.0001871805682349562,24.990176817288802,24.989989636720566
0.34,0.05,pass,100,100,True,True,3.612132192552798e-05,0.004,True,8.94984451817254e-06,0.012,True,0.0,0.001,-0.6051021927756547,0.2323682368359081,-0.00023776117594328277,19.992141453831042,19.9919036926551
0.34,0.06,pass,100,100,True,True,5.68858442913945e-05,0.004,True,1.0602966635347042e-05,0.012,True,0.0,0.001,-0.722475401347861,0.25617039729666957,-0.00028388031487145814,16.660117878192537,16.659833997877666
0.34,0.07,pass,100,100,True,True,5.393673922535736e-05,0.004,True,1.0995124132520774e-05,0.012,True,0.0,0.001,-0.8353968721240538,0.2827218389640055,-0.00032825024444953,14.280101038450743,14.279772788206294
0.34,0.08,pass,100,100,True,True,4.1021885101457986e-05,0.004,True,1.1465024208274736e-05,0.012,True,0.0,0.001,-0.9301807345830742,0.2997759563528444,-0.0003654934124098523,12.495088408644401,12.494722915231991
0.34,0.09,pass,100,100,True,True,5.218645092271983e-05,0.004,True,1.2353792300772269e-05,0.012,True,0.0,0.001,-1.0214312347563383,0.31880306285234483,-0.00040134822583746103,11.106745252128357,11.10634390390252
0.34,0.1,pass,100,100,True,True,4.706977613592477e-05,0.004,True,1.2321389530991148e-05,0.012,True,0.0,0.001,-1.1016743047385402,0.322368346538111,-0.0004328779193471671,9.996070726915521,9.995637848996173
0.38,0.01,pass,100,100,True,True,6.15982998043096e-06,0.004,True,1.5948897230987196e-06,0.012,True,0.0,0.001,-0.09059879191343344,0.04151597703088874,-3.559873945518013e-05,99.96070726915521,99.96067167041575
0.38,0.02,pass,100,100,True,True,2.97119693132896e-05,0.004,True,3.838076396231653e-06,0.012,True,0.0,0.001,-0.2005742247429928,0.1008096657840783,-7.88110902722958e-05,49.980353634577604,49.980274823487335
0.38,0.03,pass,100,100,True,True,3.6839251548627655e-05,0.004,True,6.596412860374817e-06,0.012,True,0.0,0.001,-0.329237274690758,0.17069917574088428,-0.00012936631618497366,33.320235756385074,33.32010639006889
0.38,0.04,pass,100,100,True,True,5.485409619380506e-05,0.004,True,9.149029174307316e-06,0.012,True,0.0,0.001,-0.4621597144502999,0.23404060859351875,-0.00018159517267202354,24.990176817288802,24.98999522211613
0.38,0.05,pass,100,100,True,True,6.518001335720831e-05,0.004,True,1.1359791603369684e-05,0.012,True,0.0,0.001,-0.5924785451319401,0.2895657108323161,-0.00023280100005184287,19.992141453831042,19.99190865283099
0.38,0.06,pass,100,100,True,True,7.019651698469432e-05,0.004,True,1.3260510307776564e-05,0.012,True,0.0,0.001,-0.719060044591089,0.34593548175717054,-0.00028253832793363027,16.660117878192537,16.659835339864603
0.38,0.07,pass,100,100,True,True,4.474074799583746e-05,0.004,True,1.459401992686166e-05,0.012,True,0.0,0.001,-0.8384953166088739,0.39004342717944346,-0.0003294677079013257,14.280101038450743,14.279771570742842
0.38,0.08,pass,100,100,True,True,5.871683943553746e-05,0.004,True,1.6865482715200333e-05,0.012,True,0.0,0.001,-0.952893038196204,0.4338946412926196,-0.00037441769673721175,12.495088408644401,12.494713990947664
0.38,0.09,pass,100,100,True,True,8.50073320900453e-05,0.004,True,1.991574114627895e-05,0.012,True,0.0,0.001,-1.0618918316080734,0.48375231994744705,-0.0004172462992566104,11.106745252128357,11.1063280058291
0.38,0.1,pass,100,100,True,True,5.991967532055883e-05,0.004,True,2.111211971671547e-05,0.012,True,0.0,0.001,-1.16774030510963,0.5215027493292087,-0.0004588370550528998,9.996070726915521,9.995611889860468
