beta,radius,claim,finite_derivative_ref_count,finite_derivative_ref_min,coverage_pass,split_derivative_pass,max_split_dlogZ_dr_per_P_diff,max_split_dlogZ_dr_per_P_diff_allowed,bootstrap_pass,bootstrap_sd_dphi_full_dr,bootstrap_sd_dphi_full_dr_max,ce_replay_pass,ce_replay_max_abs_diff,ce_replay_max_abs_diff_allowed,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,dphi_energy_dr,dphi_entropic_dr,dphi_full_dr
0.06,0.01,pass,100,100,True,True,8.75728735058356e-05,0.004,True,2.255246730530921e-05,0.012,True,0.0,0.001,-1.1858168565735954,0.5629316247100065,-0.00046593982576565633,99.96070726915521,99.96024132932945
0.06,0.02,pass,100,100,True,True,0.00014591407466836714,0.004,True,6.951432534433827e-05,0.012,True,0.0,0.001,-3.7823059574489384,1.7351479849644336,-0.0014861712995870092,49.980353634577604,49.978867463278014
0.06,0.03,pass,100,100,True,True,0.00019366950738407336,0.004,True,0.00010360817683670637,0.012,True,0.0,0.001,-6.728257243849459,2.7767365011994465,-0.0026437160093711037,33.320235756385074,33.3175920403757
0.06,0.04,pass,100,100,True,True,0.00021729181759806213,0.004,True,0.00013260263761009396,0.012,True,0.0,0.001,-9.372236080201635,3.5833778454178495,-0.003682607497132273,24.990176817288802,24.98649420979167
0.06,0.05,pass,100,100,True,True,0.00017628203826078174,0.004,True,0.0001676990714741284,0.012,True,0.0,0.001,-11.539587698422825,4.123228440979417,-0.0045342191349402065,19.992141453831042,19.987607234696103
0.06,0.06,pass,100,100,True,True,0.00023052500264874695,0.004,True,0.0001772171666982427,0.012,True,0.0,0.001,-13.227799192046106,4.460244320186364,-0.005197563533220474,16.660117878192537,16.654920314659318
0.06,0.07,pass,100,100,True,True,0.0001538124982832055,0.004,True,0.0001784123009778086,0.012,True,0.0,0.001,-14.519346090639909,4.724067498173947,-0.005705047579819217,14.280101038450743,14.274395990870923
0.06,0.08,pass,100,100,True,True,0.00019093475589383608,0.004,True,0.00019640831549947233,0.012,True,0.0,0.001,-15.505668954213538,4.901540909513278,-0.0060926007678638655,12.495088408644401,12.488995807876536
0.06,0.09,pass,100,100,True,True,0.00023225205127492009,0.004,True,0.0001983236982792099,0.012,True,0.0,0.001,-16.198379193002435,5.018697744392535,-0.006364785537525515,11.106745252128357,11.100380466590831
0.06,0.1,pass,100,100,True,True,0.00019700305334639662,0.004,True,0.0002003678981393154,0.012,True,0.0,0.001,-16.68123548707567,5.091254588016533,-0.006554512961522857,9.996070726915521,9.989516213953998
0.1,0.01,pass,100,100,True,True,0.00010740440072828056,0.004,True,2.2172740388421793e-05,0.012,True,0.0,0.001,-1.0607821600187166,0.5725640056056464,-0.00041681027898574324,99.96070726915521,99.96029045887622
0.1,0.02,pass,100,100,True,True,0.00012294562447808652,0.004,True,5.732867116781242e-05,0.012,True,0.0,0.001,-3.264276318154598,1.4667179430236086,-0.0012826233077228282,49.980353634577604,49.97907101126988
0.1,0.03,pass,100,100,True,True,0.0001718230652721384,0.004,True,8.752139801962535e-05,0.012,True,0.0,0.001,-5.71192765976314,2.2210023658812723,-0.002244372361400055,33.320235756385074,33.31799138402367
0.1,0.04,pass,100,100,True,True,0.00023122294237959206,0.004,True,0.00011536435196076716,0.012,True,0.0,0.001,-7.9098146584766065,2.8078843925927317,-0.003107982184077252,24.990176817288802,24.987068835104726
0.1,0.05,pass,100,100,True,True,0.00017308775602849533,0.004,True,0.00012216168742862368,0.012,True,0.0,0.001,-9.704702042933764,3.2228218889417644,-0.003813242453019161,19.992141453831042,19.988328211378022
0.1,0.06,pass,100,100,True,True,0.00017825875068820034,0.004,True,0.00013516041465261804,0.012,True,0.0,0.001,-11.147940229381188,3.5562352368542123,-0.004380330149069229,16.660117878192537,16.65573754804347
0.1,0.07,pass,100,100,True,True,0.00023985440217345167,0.004,True,0.00015322843403808254,0.012,True,0.0,0.001,-12.243041241405423,3.785550007739264,-0.004810625242202524,14.280101038450743,14.275290413208541
0.1,0.08,pass,100,100,True,True,0.00030635939554861385,0.004,True,0.00015951913454790822,0.012,True,0.0,0.001,-13.066808696181035,3.9537934388044227,-0.005134305970994513,12.495088408644401,12.489954102673407
0.1,0.09,pass,100,100,True,True,0.0002046737294618871,0.004,True,0.00016208143198628115,0.012,True,0.0,0.001,-13.684369896530495,4.109573202963171,-0.0053769626312497034,11.106745252128357,11.101368289497108
0.1,0.1,pass,100,100,True,True,0.00020749741081960642,0.004,True,0.00015786160416375797,0.012,True,0.0,0.001,-14.13268683960196,4.216731741379531,-0.00555311860102238,9.996070726915521,9.990517608314498
