rule_id,rule_name,rule_label,rule_order,nmstv_mean,ref_path_id,ref_id,A_kappa,derivative_source
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_007,7,0.2843470213449722,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_008,8,0.30617161960328987,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_009,9,0.27452057492056514,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_010,10,0.2615921300859018,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_011,11,0.30488438352877023,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_012,12,0.26249685824357133,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_013,13,0.31175916222481775,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_014,14,0.28025397434081445,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_015,15,0.2957638296899645,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_016,16,0.25218996580566533,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_017,17,0.27855560854571326,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_018,18,0.2640345938669258,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_019,19,0.2599444006155667,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_020,20,0.31326079163357695,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_021,21,0.2403843452346415,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_022,22,0.2758455397505109,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_023,23,0.2954587021263838,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_024,24,0.29076338317624406,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_025,25,0.2826009308185513,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_026,26,0.2563815421494555,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_027,27,0.2902025621598808,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_028,28,0.25366076874192967,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_029,29,0.274287580127637,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_000,0,1.0515152586673497,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_001,1,0.7495664558712891,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_002,2,0.8677093883946106,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_003,3,0.9257635575498196,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_004,4,0.8745384185648619,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_005,5,0.9347756336225382,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_006,6,0.9366951617524161,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_007,7,0.9223849769090515,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_008,8,0.9214235726268842,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_009,9,0.9689828622991458,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_010,10,1.0732714839714195,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_011,11,0.9624606283760273,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_012,12,0.9426514896462665,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_013,13,0.9573335491214934,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_014,14,0.9337061033913449,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_015,15,1.0556574567854058,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_016,16,0.8327826185859376,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_017,17,0.938946362140904,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_018,18,0.8529249329061568,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_019,19,1.029450149104689,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_020,20,0.8752785351313216,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_021,21,0.9714192538521789,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_022,22,0.9401069143106827,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_023,23,0.9880772928345743,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_024,24,0.9854733705416986,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_025,25,1.1476546484811694,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_026,26,0.9053733272451896,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_027,27,0.8358536077704365,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_028,28,0.8637956317869094,sampling_time_direct_radial_score_derivative
rule_004,random_label,random,4,0.985558573825462,ref_029,29,0.8855799329305832,sampling_time_direct_radial_score_derivative
