rule_id,rule_name,rule_label,rule_order,nmstv_mean,ref_path_id,ref_id,A_kappa,derivative_source
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_000,0,0.1707033332671325,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_001,1,0.13971712980580914,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_002,2,0.14675914976108498,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_003,3,0.16160903660509285,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_004,4,0.1697469159626459,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_005,5,0.16069291539629352,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_006,6,0.14808212299379717,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_007,7,0.19084135847129324,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_008,8,0.1601476134312897,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_009,9,0.1371293027594424,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_010,10,0.14137121411590803,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_011,11,0.13795264954011477,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_012,12,0.1705557681322507,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_013,13,0.15252487271551513,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_014,14,0.16376960084841652,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_015,15,0.13678115913733296,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_016,16,0.16264833830440983,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_017,17,0.17672358499506974,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_018,18,0.163160270443408,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_019,19,0.17030357059014561,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_020,20,0.13008269569156006,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_021,21,0.15374373332712635,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_022,22,0.12229034920106609,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_023,23,0.16541376149693227,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_024,24,0.159051421137436,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_025,25,0.14468861342137737,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_026,26,0.1664650254174727,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_027,27,0.13508661957783893,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_028,28,0.15736005228719738,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,ref_029,29,0.15484979218638886,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_000,0,0.208549333007804,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_001,1,0.2134583078422625,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_002,2,0.2388177057810046,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_003,3,0.19277157333011852,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_004,4,0.23184780245140094,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_005,5,0.18805217613033215,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_006,6,0.20304897994730262,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_007,7,0.23030480757465183,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_008,8,0.24638334549511465,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_009,9,0.18002465113876412,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_010,10,0.18647970836187436,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_011,11,0.20543999849024341,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_012,12,0.20541267147379727,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_013,13,0.21204413661668528,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_014,14,0.24577169562818402,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_015,15,0.22506692647753604,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_016,16,0.17479082355465714,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_017,17,0.22669347137194412,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_018,18,0.23504431149171648,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_019,19,0.21613290305928945,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_020,20,0.17743269803909317,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_021,21,0.1613293342713744,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_022,22,0.22183318220980014,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_023,23,0.19519634470359967,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_024,24,0.19715753850931833,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_025,25,0.2004089715361051,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_026,26,0.2215392939309879,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_027,27,0.22604335931265376,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_028,28,0.22221402834039064,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,ref_029,29,0.20547655606253556,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_000,0,0.2222639061197511,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_001,1,0.29561362542522124,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_002,2,0.29618763876565635,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_003,3,0.3080285709736145,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_004,4,0.28204383905192276,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_005,5,0.2558284699307804,sampling_time_direct_radial_score_derivative
rule_003,teacher_nn,teacher nn,3,0.6843772639598127,ref_006,6,0.28469374328378505,sampling_time_direct_radial_score_derivative
