rule_id,rule_name,rule_label,rule_order,nmstv_mean,radius,n_refs,dphi_dr_mean,dphi_dr_sem,dphi_dr_smooth_mean,dphi_dr_smooth_sem,positive_curvature_mean,derivative_source
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.19,30,-0.08718141126714221,0.0013153909476392727,-0.08718141126714221,0.0013153909476392727,0.13382862973685103,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.2,30,-0.08734351002761348,0.0011917338573350633,-0.08734351002761348,0.0011917338573350633,0.24420695605755163,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.21,30,-0.08404792986551292,0.0011688971988795319,-0.08404792986551292,0.0011688971988795319,0.1902065462689934,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.22,30,-0.08461299012777264,0.0008879461218028125,-0.08461299012777264,0.0008879461218028125,0.16622843274657761,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.23,30,-0.08221071612661204,0.0009414171792107402,-0.08221071612661204,0.0009414171792107402,0.25717207339287224,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.24,30,-0.08031326944462741,0.0010985584844907341,-0.08031326944462741,0.0010985584844907341,0.17097656331635738,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.25,30,-0.08024604904201588,0.0009666177358018458,-0.08024604904201588,0.0009666177358018458,0.1521354019311696,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.26,30,-0.08010356112129255,0.0010611680976414775,-0.08010356112129255,0.0010611680976414775,0.18531462652245273,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.27,30,-0.07808313211564072,0.0011449603900237553,-0.07808313211564072,0.0011449603900237553,0.28926158105084704,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.28,30,-0.07546122223703058,0.0010594290873332053,-0.07546122223703058,0.0010594290873332053,0.204564736699321,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.29,30,-0.0756443020039073,0.0011063484622876355,-0.0756443020039073,0.0011063484622876355,0.17974366772629435,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.3,30,-0.07353029631453202,0.0007153422245431462,-0.07353029631453202,0.0007153422245431462,0.20259908359726692,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.31,30,-0.0722597986003765,0.0011543596090527412,-0.0722597986003765,0.0011543596090527412,0.1788592849990621,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.32,30,-0.07146298660572753,0.000880320956671479,-0.07146298660572753,0.000880320956671479,0.1737895753256149,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.33,30,-0.07122274353334487,0.0008149403378768181,-0.07122274353334487,0.0008149403378768181,0.2216948118056092,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.34,30,-0.06910323136461125,0.0010940325265613535,-0.06910323136461125,0.0010940325265613535,0.2430728121190065,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.35,30,-0.06766051622475026,0.0010494772855125848,-0.06766051622475026,0.0010494772855125848,0.17764877822890882,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.36,30,-0.06802543464090154,0.000977579296525798,-0.06802543464090154,0.000977579296525798,0.2135188297982166,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.37,30,-0.06611000843970011,0.0010384114005190224,-0.06611000843970011,0.0010384114005190224,0.22958423522096005,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.38,30,-0.06525926194777605,0.000982856480796755,-0.06525926194777605,0.000982856480796755,0.2697812920499278,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.39,30,-0.06247996982424748,0.0008627622250099944,-0.06247996982424748,0.0008627622250099944,0.22780156300135304,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.4,30,-0.062000245689042194,0.001074959994854798,-0.062000245689042194,0.001074959994854798,0.09551158051825344,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.41,30,-0.06351402034390939,0.0008247068260944809,-0.06351402034390939,0.0008247068260944809,0.150401040496731,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.42,30,-0.06081556048167891,0.0009697977469165217,-0.06081556048167891,0.0009697977469165217,0.23304310674613007,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.43,30,-0.060129812300281055,0.000980680754896886,-0.060129812300281055,0.000980680754896886,0.11731193090114524,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.44,30,-0.06061019058729903,0.0006900318268775761,-0.06061019058729903,0.0006900318268775761,0.17504035210013874,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.45,30,-0.059242883009722754,0.0009277744376411695,-0.059242883009722754,0.0009277744376411695,0.21222494387044163,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.46,30,-0.057620178684285955,0.001115371971513192,-0.057620178684285955,0.001115371971513192,0.1979071505646143,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.47,30,-0.05735285347538228,0.00120840191446015,-0.05735285347538228,0.00120840191446015,0.15118172828361842,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.48,30,-0.05671024834520562,0.0007578246359192476,-0.05671024834520562,0.0007578246359192476,0.1632538341459872,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.49,30,-0.056758411662104144,0.0009669128603372053,-0.056758411662104144,0.0009669128603372053,0.1593163567102787,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.5,30,-0.05542930862584739,0.001021379623430507,-0.05542930862584739,0.001021379623430507,0.19602216435625017,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.51,30,-0.05520658277323703,0.0012946142689687261,-0.05520658277323703,0.0012946142689687261,0.19253398479542702,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.52,30,-0.05385910717859321,0.0010830972961826182,-0.05385910717859321,0.0010830972961826182,0.21507500568516044,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.53,30,-0.05330119542140035,0.001048532287169041,-0.05330119542140035,0.001048532287169041,0.2497317897026268,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.54,30,-0.050486386729549845,0.0010120550941295323,-0.050486386729549845,0.0010120550941295323,0.19306447174317215,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.55,30,-0.052810354576226876,0.0011274586729261625,-0.052810354576226876,0.0011274586729261625,0.10283322210927325,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.56,30,-0.0514635535020737,0.0011462894713831595,-0.0514635535020737,0.0011462894713831595,0.19368621108936063,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.57,30,-0.05234684198015047,0.001084132651192847,-0.05234684198015047,0.001084132651192847,0.2183632096079793,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.58,30,-0.04983360653238225,0.0011121792137157558,-0.04983360653238225,0.0011121792137157558,0.24987219221827728,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.59,30,-0.04887076918946135,0.0009774958908867109,-0.04887076918946135,0.0009774958908867109,0.1572477892057164,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.6,30,-0.04957081157701196,0.0010784092230975324,-0.04957081157701196,0.0010784092230975324,0.21763584381560427,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.61,30,-0.04828135563248855,0.0012272744509661195,-0.04828135563248855,0.0012272744509661195,0.14193987309684292,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.62,30,-0.049613898196040625,0.0009137342016584562,-0.049613898196040625,0.0009137342016584562,0.1323575236735732,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.63,30,-0.048501141726450765,0.0009255800131618147,-0.048501141726450765,0.0009255800131618147,0.2799187185762269,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.64,30,-0.04523873642275371,0.000964343163831151,-0.04523873642275371,0.000964343163831151,0.1540501379276187,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.65,30,-0.04738074139666099,0.0009328758412392095,-0.04738074139666099,0.0009328758412392095,0.1307688600848504,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.66,30,-0.04674014700559361,0.001204229379064438,-0.04674014700559361,0.001204229379064438,0.21866062417960194,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.67,30,-0.04501058731231708,0.001198302226990582,-0.04501058731231708,0.001198302226990582,0.23170948502086444,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.68,30,-0.04579333997095006,0.001134721616830691,-0.04579333997095006,0.001134721616830691,0.16233496627356117,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.69,30,-0.04490298232537326,0.0008417794570623102,-0.04490298232537326,0.0008417794570623102,0.19955942067239246,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.7,30,-0.045088285294665534,0.0008408149522370703,-0.045088285294665534,0.0008408149522370703,0.19119545379538203,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.71,30,-0.04329075282183411,0.0009415195055310171,-0.04329075282183411,0.0009415195055310171,0.19898042070237335,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.72,30,-0.0428098414145425,0.0008686156297454934,-0.0428098414145425,0.0008686156297454934,0.173174181605797,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.73,30,-0.04185500526102618,0.0008007401095731882,-0.04185500526102618,0.0008007401095731882,0.1140307356608394,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.74,30,-0.04378180481560892,0.0009712406364271889,-0.04378180481560892,0.0009712406364271889,0.14534389840984469,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.75,30,-0.04236040835062631,0.0010026733512047909,-0.04236040835062631,0.0010026733512047909,0.12918848621406304,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.76,30,-0.04487395414753132,0.000995768973952652,-0.04487395414753132,0.000995768973952652,0.16861587468251235,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.77,30,-0.04157373684008199,0.0008950684016834575,-0.04157373684008199,0.0008950684016834575,0.26108358554209543,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.78,30,-0.041635282325871194,0.0009653815089679621,-0.041635282325871194,0.0009653815089679621,0.1411596498210357,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.79,30,-0.04046145585554239,0.0010959771668357218,-0.04046145585554239,0.0010959771668357218,0.16790759105921813,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.8,30,-0.040855942256093944,0.000927653250584916,-0.040855942256093944,0.000927653250584916,0.1556198188090289,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.81,30,-0.03969372970088884,0.001013375040337355,-0.03969372970088884,0.001013375040337355,0.20538120434586132,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.82,30,-0.03837016787258661,0.0011058095770971282,-0.03837016787258661,0.0011058095770971282,0.1263905106819582,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.83,30,-0.039460705193158335,0.0008838541379854694,-0.039460705193158335,0.0008838541379854694,0.1487062852775466,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.84,30,-0.03982463172817803,0.0011373928586332353,-0.03982463172817803,0.0011373928586332353,0.1663805843539262,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.85,30,-0.03788643239969414,0.0008837243345097613,-0.03788643239969414,0.0008837243345097613,0.2387445759096493,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.86,30,-0.03744201479534355,0.0009232417791724763,-0.03744201479534355,0.0009232417791724763,0.14165969545167253,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.87,30,-0.03836539338115162,0.0010235192826540088,-0.03836539338115162,0.0010235192826540088,0.11302511916217624,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.88,30,-0.037769925218217024,0.0010968072592715031,-0.037769925218217024,0.0010968072592715031,0.10320626453604295,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.89,30,-0.039362199900581936,0.0009479684899458538,-0.039362199900581936,0.0009479684899458538,0.1575790688467677,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.9,30,-0.037221364636081826,0.0007745884047226772,-0.037221364636081826,0.0007745884047226772,0.22953800006766542,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.91,30,-0.03658394848841121,0.0009390318248270273,-0.03658394848841121,0.0009390318248270273,0.13801787347501535,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.92,30,-0.037634612381859056,0.0011652732511807835,-0.037634612381859056,0.0011652732511807835,0.10865150054418807,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.93,30,-0.036871593845147745,0.0006930955058535661,-0.036871593845147745,0.0006930955058535661,0.208022483401729,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.94,30,-0.03728495884247254,0.0010176499512575196,-0.03728495884247254,0.0010176499512575196,0.10334961128510267,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.95,30,-0.03677711695682519,0.0007493372099467561,-0.03677711695682519,0.0007493372099467561,0.13985509229648851,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.96,30,-0.03727532870489661,0.0007308092192831238,-0.03727532870489661,0.0007308092192831238,0.14920906537298873,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.97,30,-0.03669420206822546,0.000885897227941255,-0.03669420206822546,0.000885897227941255,0.23490847890952285,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.98,30,-0.03432959709994292,0.0012180208371841627,-0.03432959709994292,0.0012180208371841627,0.20712143595725566,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,0.99,30,-0.03485915142152402,0.000799483489645673,-0.03485915142152402,0.000799483489645673,0.20808297604585418,sampling_time_direct_radial_score_derivative
rule_001,very_low_tv_spectral_teacher,very low tv,1,0.3245703473792008,1.0,30,-0.033444667186609926,0.0010889262078849413,-0.033444667186609926,0.0010889262078849413,0.4317664857188183,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.01,30,-0.0015651575594850735,0.00025935231370226134,-0.0015651575594850735,0.00025935231370226134,0.0,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.02,30,-0.003628801774332473,0.0005461529184375464,-0.003628801774332473,0.0005461529184375464,0.0,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.03,30,-0.007081807469820929,0.0008900481763504663,-0.007081807469820929,0.0008900481763504663,0.0,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.04,30,-0.012891231214583743,0.0012678308774915507,-0.012891231214583743,0.0012678308774915507,0.0,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.05,30,-0.02139419632880773,0.0016794335789414268,-0.02139419632880773,0.0016794335789414268,0.0,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.06,30,-0.03182844054416113,0.0020084390748470893,-0.03182844054416113,0.0020084390748470893,0.0,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.07,30,-0.042748738761963466,0.0022583211504802604,-0.042748738761963466,0.0022583211504802604,0.0,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.08,30,-0.05450780923310471,0.0024007751735583937,-0.05450780923310471,0.0024007751735583937,0.0,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.09,30,-0.06460123358820177,0.0022248709389193345,-0.06460123358820177,0.0022248709389193345,0.0,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.1,30,-0.0750116576655019,0.0024371350256160106,-0.0750116576655019,0.0024371350256160106,0.0,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.11,30,-0.0847421771799417,0.0025637543756025054,-0.0847421771799417,0.0025637543756025054,0.0,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.12,30,-0.09451937032571232,0.0025548064712568636,-0.09451937032571232,0.0025548064712568636,0.007234934737932826,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.13,30,-0.10065070320070123,0.0023963462982393327,-0.10065070320070123,0.0023963462982393327,0.004589302299322669,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.14,30,-0.10732870317128847,0.00212294362797438,-0.10732870317128847,0.00212294362797438,0.014558199690621975,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.15,30,-0.11383609170628202,0.0020989044580127236,-0.11383609170628202,0.0020989044580127236,0.0383693826011901,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.16,30,-0.11588306290747753,0.0023949295968110607,-0.11588306290747753,0.0023949295968110607,0.09802473560993974,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.17,30,-0.11823362728645488,0.001990299912643711,-0.11823362728645488,0.001990299912643711,0.03507639371226944,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.18,30,-0.12336629352671731,0.0021399981145189817,-0.12336629352671731,0.0021399981145189817,0.09007152369710546,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.19,30,-0.1246749640805517,0.002191199085918763,-0.1246749640805517,0.002191199085918763,0.09617695920939377,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.2,30,-0.12796660143218222,0.0014861669953379138,-0.12796660143218222,0.0014861669953379138,0.17120278966050362,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.21,30,-0.12673268151510209,0.00170749955020924,-0.12673268151510209,0.00170749955020924,0.1613388576659063,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.22,30,-0.12736528023245391,0.001574702359656941,-0.12736528023245391,0.001574702359656941,0.2779352510538536,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.23,30,-0.12436378226835812,0.0016203865502208313,-0.12436378226835812,0.0016203865502208313,0.26543598710181043,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.24,30,-0.12495213651748246,0.001292062959360397,-0.12495213651748246,0.001292062959360397,0.23086873303177108,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.25,30,-0.12359649841770054,0.0013714372362415661,-0.12359649841770054,0.0013714372362415661,0.17382602098553823,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.26,30,-0.12328341197928654,0.001320324888447554,-0.12328341197928654,0.001320324888447554,0.2356432218472026,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.27,30,-0.12113833158937062,0.0014238532891927991,-0.12113833158937062,0.0014238532891927991,0.4016958256847148,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.28,30,-0.11707005315846662,0.0015854225515276458,-0.11707005315846662,0.0015854225515276458,0.38073015285402234,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.29,30,-0.11521668738379365,0.0014860469027249646,-0.11521668738379365,0.0014860469027249646,0.3363760305971829,sampling_time_direct_radial_score_derivative
rule_002,real_even_odd,even odd,2,0.4932864276461805,0.3,30,-0.11178321681181527,0.0012382389700877814,-0.11178321681181527,0.0012382389700877814,0.4334245272239689,sampling_time_direct_radial_score_derivative
