beta,radius,claim,finite_derivative_ref_count,finite_derivative_ref_min,coverage_pass,split_derivative_pass,max_split_dlogZ_dr_per_P_diff,max_split_dlogZ_dr_per_P_diff_allowed,bootstrap_pass,bootstrap_sd_dphi_full_dr,bootstrap_sd_dphi_full_dr_max,ce_replay_pass,ce_replay_max_abs_diff,ce_replay_max_abs_diff_allowed,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,dphi_energy_dr,dphi_entropic_dr,dphi_full_dr
0.18,0.8,pass,100,100,True,True,0.00016346303618079133,0.004,True,2.8381992474608148e-05,0.012,True,0.0,0.001,-4.042723939561705,0.7007584472301078,-0.0015884966363700218,1.2495088408644401,1.2479203442280702
0.18,0.9,pass,100,100,True,True,0.00019918313339097006,0.004,True,2.2881483437769126e-05,0.012,True,0.0,0.001,-3.8885979924814156,0.6046251419914449,-0.0015279363428217744,1.1106745252128356,1.1091465888700138
0.18,1.0,pass,100,100,True,True,0.00028553817558828583,0.004,True,2.11090236475899e-05,0.012,True,0.0,0.001,-3.7589751044900854,0.5290443008891608,-0.0014770039703300925,0.999607072691552,0.9981300687212219
0.18,1.1,pass,100,100,True,True,0.00024522488135656173,0.004,True,1.8033659122536192e-05,0.012,True,0.0,0.001,-3.67571354838677,0.4713632386987456,-0.0014442882311932299,0.9087337024468655,0.9072894142156722
0.18,1.2,pass,100,100,True,True,0.0003963265505634129,0.004,True,1.689616620770049e-05,0.012,True,0.0,0.001,-3.5774596672806274,0.40713329561029227,-0.0014056815981456296,0.8330058939096268,0.8316002123114812
0.18,1.3,pass,100,100,True,True,0.0003458645153443782,0.004,True,1.4168484388347997e-05,0.012,True,0.0,0.001,-3.5371701895776666,0.3643249216650682,-0.0013898507621130322,0.7689285174550401,0.767538666692927
0.18,1.4,pass,100,100,True,True,0.0003761304519926243,0.004,True,1.2020732034635403e-05,0.012,True,0.0,0.001,-3.4929303624836763,0.32947143755603736,-0.0013724677259267883,0.7140050519225372,0.7126325841966104
0.18,1.5,pass,100,100,True,True,0.0003210411212192814,0.004,True,1.083171920031963e-05,0.012,True,0.0,0.001,-3.45234755763975,0.2827455155627448,-0.0013565216336501964,0.6664047151277014,0.6650481934940512
0.18,1.6,pass,100,100,True,True,0.0003724734605087551,0.004,True,1.0384013676880083e-05,0.012,True,0.0,0.001,-3.4351046308219857,0.25889580996196243,-0.0013497464168259275,0.6247544204322201,0.6234046740153941
0.18,1.7,pass,100,100,True,True,0.00026994874133252987,0.004,True,1.0064758206350113e-05,0.012,True,0.0,0.001,-3.456041630762193,0.2597154775708651,-0.0013579731358594079,0.5880041604067954,0.586646187270936
