beta,radius,claim,finite_derivative_ref_count,finite_derivative_ref_min,coverage_pass,split_derivative_pass,max_split_dlogZ_dr_per_P_diff,max_split_dlogZ_dr_per_P_diff_allowed,bootstrap_pass,bootstrap_sd_dphi_full_dr,bootstrap_sd_dphi_full_dr_max,ce_replay_pass,ce_replay_max_abs_diff,ce_replay_max_abs_diff_allowed,mean_dlogZ_inf_full_dr,sd_dlogZ_inf_full_dr,dphi_energy_dr,dphi_entropic_dr,dphi_full_dr
0.18,3.0,pass,100,100,True,True,0.00023235622670354797,0.004,True,6.629491090186793e-06,0.012,True,0.0,0.001,-4.222786164393392,0.1763956007308364,-0.001659248001726284,0.3332023575638507,0.3315431095621244
0.22,0.1,pass,100,100,True,True,7.330494765353254e-05,0.004,True,3.5387206685875444e-05,0.012,True,0.0,0.001,-2.3804386170412464,0.9327579216852102,-0.0009353393387195468,9.996070726915521,9.995135387576802
0.22,0.2,pass,100,100,True,True,6.294813569096719e-05,0.004,True,3.87415783792182e-05,0.012,True,0.0,0.001,-2.6702802096316036,0.93980928833782,-0.0010492260155723393,4.998035363457761,4.996986137442188
0.22,0.3,pass,100,100,True,True,7.513415913040162e-05,0.004,True,3.3153694812515844e-05,0.012,True,0.0,0.001,-2.792303418627629,0.8376547912664594,-0.0010971722666513277,3.332023575638507,3.3309264033718557
0.22,0.4,pass,100,100,True,True,0.00010531707481936883,0.004,True,2.8715577790393498e-05,0.012,True,0.0,0.001,-2.916546362027384,0.7044420418434292,-0.0011459907119950427,2.4990176817288803,2.4978716910168854
0.22,0.5,pass,100,100,True,True,0.00010396195874835701,0.004,True,2.359275918951562e-05,0.012,True,0.0,0.001,-3.0440997510823307,0.599148323212647,-0.0011961099218398155,1.999214145383104,1.9980180354612642
0.22,0.6,pass,100,100,True,True,0.00015113840665494324,0.004,True,2.022695374763189e-05,0.012,True,0.0,0.001,-3.135884435622967,0.5117789999148183,-0.0012321746308931107,1.6660117878192535,1.6647796131883603
0.22,0.7,pass,100,100,True,True,0.00016955379998454296,0.004,True,1.6246142683695225e-05,0.012,True,0.0,0.001,-3.181643983804229,0.42444222947026566,-0.0012501548069957678,1.4280101038450743,1.4267599490380785
0.22,0.8,pass,100,100,True,True,0.0001689804293946823,0.004,True,1.5517860407860635e-05,0.012,True,0.0,0.001,-3.211042452262488,0.40159331933006304,-0.001261706268079563,1.2495088408644401,1.2482471345963606
0.22,0.9,pass,100,100,True,True,0.00016389940935739372,0.004,True,1.3371332170580924e-05,0.012,True,0.0,0.001,-3.2122585350456307,0.37990107552349334,-0.0012621841002143932,1.1106745252128356,1.109412341112621
0.22,1.0,pass,100,100,True,True,0.00014719118536584135,0.004,True,1.4413403830161907e-05,0.012,True,0.0,0.001,-3.22844720716202,0.35209596135288096,-0.0012685450715764323,0.999607072691552,0.9983385276199755
0.22,1.1,pass,100,100,True,True,0.0001615219670908709,0.004,True,1.305470700772371e-05,0.012,True,0.0,0.001,-3.2244809044742726,0.3386692349986978,-0.0012669866029368457,0.9087337024468655,0.9074667158439286
0.22,1.2,pass,100,100,True,True,0.00016013959891485874,0.004,True,1.266126453830282e-05,0.012,True,0.0,0.001,-3.2010905149944135,0.31198263507486157,-0.001257795880154976,0.8330058939096268,0.8317480980294718
0.22,1.3,pass,100,100,True,True,0.00020045612914365053,0.004,True,1.19365525235233e-05,0.012,True,0.0,0.001,-3.199859455153568,0.3001119763324187,-0.0012573121631251742,0.7689285174550401,0.7676712052919149
0.22,1.4,pass,100,100,True,True,0.00019427250388745593,0.004,True,1.0561661771845335e-05,0.012,True,0.0,0.001,-3.200047810195568,0.2610609933898775,-0.0012573861729648598,0.7140050519225372,0.7127476657495723
0.22,1.5,pass,100,100,True,True,0.00016406759373577693,0.004,True,9.609505723954708e-06,0.012,True,0.0,0.001,-3.200816924292486,0.24493053118804162,-0.0012576883788968513,0.6664047151277014,0.6651470267488045
0.22,1.6,pass,100,100,True,True,0.0002288694143414629,0.004,True,8.686284740302479e-06,0.012,True,0.0,0.001,-3.2318410982222368,0.22226038240864604,-0.0012698786240558887,0.6247544204322201,0.6234845418081641
0.22,1.7,pass,100,100,True,True,0.0001495202129935033,0.004,True,7.837936018118192e-06,0.012,True,0.0,0.001,-3.2641874642947397,0.20023161864501485,-0.001282588394614829,0.5880041604067954,0.5867215720121806
0.22,1.8,pass,100,100,True,True,0.0001640447452813985,0.004,True,8.061576880419895e-06,0.012,True,0.0,0.001,-3.305721587529642,0.19791405939167522,-0.0012989082858662641,0.5553372626064178,0.5540383543205515
0.22,1.9,pass,100,100,True,True,0.0002454187136730547,0.004,True,6.36169251777315e-06,0.012,True,0.0,0.001,-3.3434072829977257,0.15870303264447425,-0.0013137160247535268,0.5261089856271327,0.5247952696023792
0.22,2.0,pass,100,100,True,True,0.00017370557432425045,0.004,True,6.529124013709801e-06,0.012,True,0.0,0.001,-3.375934023175289,0.15903382469632057,-0.0013264966692240821,0.499803536345776,0.49847703967655194
0.22,2.1,pass,100,100,True,True,0.0002061272637331404,0.004,True,6.184654102840776e-06,0.012,True,0.0,0.001,-3.444133073974055,0.15670601585543206,-0.0013532939386931456,0.4760033679483581,0.47465007400966497
0.22,2.2,pass,100,100,True,True,0.00016032951165355634,0.004,True,5.74636962620642e-06,0.012,True,0.0,0.001,-3.494449180297376,0.14377864754635508,-0.001373064510922348,0.45436685122343273,0.4529937867125104
0.22,2.3,pass,100,100,True,True,0.00022770302095723763,0.004,True,5.681694615422631e-06,0.012,True,0.0,0.001,-3.5619299225892407,0.14222312285554298,-0.0013995795373631594,0.4346117707354574,0.4332121911980943
0.22,2.4,pass,100,100,True,True,0.00019367672774415947,0.004,True,4.66846994519505e-06,0.012,True,0.0,0.001,-3.6283039309575513,0.12617600835538306,-0.0014256596978222205,0.4165029469548134,0.41507728725699117
0.22,2.5,pass,100,100,True,True,0.00021418771977046623,0.004,True,4.83261396447786e-06,0.012,True,0.0,0.001,-3.6969061669248906,0.12195602343315787,-0.0014526153897543774,0.39984282907662083,0.39839021368686645
0.22,2.6,pass,100,100,True,True,0.0002279977894896246,0.004,True,4.527228820495058e-06,0.012,True,0.0,0.001,-3.7589039681312344,0.12062598846286662,-0.0014769760189120764,0.38446425872752005,0.382987282708608
0.22,2.7,pass,100,100,True,True,0.0001763978655917332,0.004,True,5.251202321079457e-06,0.012,True,0.0,0.001,-3.8579048137337035,0.13100462699240875,-0.0015158761547087243,0.3702248417376119,0.36870896558290317
0.22,2.8,pass,100,100,True,True,0.00021933120083305973,0.004,True,4.760242250689886e-06,0.012,True,0.0,0.001,-3.939252445105433,0.12317667726828403,-0.001547839860552233,0.3570025259612686,0.35545468610071634
0.22,2.9,pass,100,100,True,True,0.0001664043612116108,0.004,True,5.0644097963600065e-06,0.012,True,0.0,0.001,-4.002716790217553,0.12960556563953224,-0.0015727767348595494,0.3446920940315697,0.34311931729671014
0.22,3.0,pass,100,100,True,True,0.0001459464730474759,0.004,True,4.720228469803769e-06,0.012,True,0.0,0.001,-4.090121774361385,0.11862203922786972,-0.0016071205400241197,0.3332023575638507,0.3315952370238266
0.26,0.1,pass,100,100,True,True,3.54907942691039e-05,0.004,True,2.1607378458735e-05,0.012,True,0.0,0.001,-1.2907578671608098,0.5767362727750305,-0.000507174014601497,9.996070726915521,9.99556355290092
0.26,0.2,pass,100,100,True,True,5.660478608264046e-05,0.004,True,2.4921910530622733e-05,0.012,True,0.0,0.001,-1.6766578073594456,0.6203845083386289,-0.0006588046394339669,4.998035363457761,4.997376558818327
0.26,0.3,pass,100,100,True,True,8.145212566362163e-05,0.004,True,2.423877693792098e-05,0.012,True,0.0,0.001,-1.983945074269634,0.6255234112019232,-0.00077954619814131,3.332023575638507,3.3312440294403656
0.26,0.4,pass,100,100,True,True,0.00013144855609839657,0.004,True,2.4031837719323134e-05,0.012,True,0.0,0.001,-2.2883729883962984,0.6080290456097246,-0.00089916423905552,2.4990176817288803,2.4981185174898246
0.26,0.5,pass,100,100,True,True,8.886758015469925e-05,0.004,True,2.2040174340227736e-05,0.012,True,0.0,0.001,-2.5607402747320105,0.5531925422413202,-0.00100618478378468,1.999214145383104,1.9982079605993193
0.26,0.6,pass,100,100,True,True,0.0001073467199813483,0.004,True,1.9516695149318375e-05,0.012,True,0.0,0.001,-2.7524913335087176,0.4989922030016071,-0.0010815290112018536,1.6660117878192535,1.6649302588080517
0.26,0.7,pass,100,100,True,True,0.00017253324455898222,0.004,True,1.8137236768585423e-05,0.012,True,0.0,0.001,-2.895588791250556,0.4520635249012681,-0.0011377559101180966,1.4280101038450743,1.4268723479349563
0.26,0.8,pass,100,100,True,True,0.00017689371377492547,0.004,True,1.5044209028581445e-05,0.012,True,0.0,0.001,-2.9763594660985104,0.4107274796379977,-0.001169492913987627,1.2495088408644401,1.2483393479504525
0.26,0.9,pass,100,100,True,True,0.00019467935357221045,0.004,True,1.3686609519135148e-05,0.012,True,0.0,0.001,-3.020909055693312,0.36041747780575667,-0.0011869976643195724,1.1106745252128356,1.109487527548516
0.26,1.0,pass,100,100,True,True,0.00013436295658556872,0.004,True,1.3999750666185491e-05,0.012,True,0.0,0.001,-3.0917707851879843,0.34995281565961583,-0.00121484117296188,0.999607072691552,0.9983922315185901
0.26,1.1,pass,100,100,True,True,0.0001828545113809897,0.004,True,1.2029876352404762e-05,0.012,True,0.0,0.001,-3.119400238018074,0.3124843587903482,-0.0012256975394962961,0.9087337024468655,0.9075080049073692
0.26,1.2,pass,100,100,True,True,0.00016982256616380686,0.004,True,1.204399964155465e-05,0.012,True,0.0,0.001,-3.116878222611737,0.3076523677704768,-0.00122470657077082,0.8330058939096268,0.831781187338856
0.26,1.3,pass,100,100,True,True,0.0002582509454728596,0.004,True,1.0128192892145433e-05,0.012,True,0.0,0.001,-3.1583979473970754,0.27143485551542285,-0.0012410208044782221,0.7689285174550401,0.7676874966505619
0.26,1.4,pass,100,100,True,True,0.00017318627615650527,0.004,True,9.183190894147896e-06,0.012,True,0.0,0.001,-3.1562277037493494,0.23782861007576808,-0.0012401680564830448,0.7140050519225372,0.7127648838660541
0.26,1.5,pass,100,100,True,True,0.0002345894788617815,0.004,True,9.886819393697988e-06,0.012,True,0.0,0.001,-3.192287347797101,0.2408386156634077,-0.0012543368753623186,0.6664047151277014,0.665150378252339
0.26,1.6,pass,100,100,True,True,0.0002407419202584237,0.004,True,7.710805963588094e-06,0.012,True,0.0,0.001,-3.2039747958323592,0.19819891661287,-0.0012589291928614378,0.6247544204322201,0.6234954912393587
0.26,1.7,pass,100,100,True,True,0.00014554443682371433,0.004,True,7.99124256274667e-06,0.012,True,0.0,0.001,-3.251895140453763,0.20574073497035533,-0.0012777584048934236,0.5880041604067954,0.586726402001902
0.26,1.8,pass,100,100,True,True,0.00014351056701718273,0.004,True,6.432381377123795e-06,0.012,True,0.0,0.001,-3.2797226724941937,0.16332330165136352,-0.0012886926021588188,0.5553372626064178,0.554048570004259
0.26,1.9,pass,100,100,True,True,0.00020117216268887957,0.004,True,7.170063654800265e-06,0.012,True,0.0,0.001,-3.3291781009648975,0.16950145550152357,-0.0013081249905559519,0.5261089856271327,0.5248008606365767
0.26,2.0,pass,100,100,True,True,0.0002334526970633034,0.004,True,6.161338591694079e-06,0.012,True,0.0,0.001,-3.3847962542186916,0.15523377780248576,-0.00132997888181481,0.499803536345776,0.4984735574639612
0.26,2.1,pass,100,100,True,True,0.00019463515500589402,0.004,True,4.881043682006663e-06,0.012,True,0.0,0.001,-3.432392616419128,0.13757466114432823,-0.0013486807923061405,0.4760033679483581,0.47465468715605197
0.26,2.2,pass,100,100,True,True,0.00014658668435096973,0.004,True,5.250680931510954e-06,0.012,True,0.0,0.001,-3.4951660593480205,0.1371056497180751,-0.0013733461922782006,0.45436685122343273,0.45299350503115454
0.26,2.3,pass,100,100,True,True,0.00020702916968632447,0.004,True,5.891838568521885e-06,0.012,True,0.0,0.001,-3.5635277742114693,0.14793189201097878,-0.0014002073769003808,0.4346117707354574,0.43321156335855704
0.26,2.4,pass,100,100,True,True,0.0002025877663371842,0.004,True,4.9412181234509705e-06,0.012,True,0.0,0.001,-3.6182233103351935,0.13135147094710076,-0.0014216987466935927,0.4165029469548134,0.4150812482081198
0.26,2.5,pass,100,100,True,True,0.00017651659927440892,0.004,True,5.198447696531052e-06,0.012,True,0.0,0.001,-3.7015792245054366,0.12614255021181575,-0.0014544515616917236,0.39984282907662083,0.3983883775149291
0.26,2.6,pass,100,100,True,True,0.00014700093255282464,0.004,True,4.910719975606978e-06,0.012,True,0.0,0.001,-3.767786322551286,0.1339219672113249,-0.001480466138527028,0.38446425872752005,0.382983792588993
0.26,2.7,pass,100,100,True,True,0.0001724698951840765,0.004,True,4.235610405878549e-06,0.012,True,0.0,0.001,-3.8481370381155493,0.11702576397338878,-0.0015120381289255597,0.3702248417376119,0.3687128036086863
0.26,2.8,pass,100,100,True,True,0.00016524047749968105,0.004,True,4.7865044471206806e-06,0.012,True,0.0,0.001,-3.933165549198203,0.12066202000468419,-0.0015454481529266024,0.3570025259612686,0.35545707780834196
0.26,2.9,pass,100,100,True,True,0.00020055453961711266,0.004,True,4.883915119290961e-06,0.012,True,0.0,0.001,-4.011187996141615,0.12439404758776734,-0.0015761053030025993,0.3446920940315697,0.3431159887285671
0.26,3.0,pass,100,100,True,True,0.00014916584550856563,0.004,True,4.590314462574084e-06,0.012,True,0.0,0.001,-4.082161392627189,0.11093511042037162,-0.001603992688655084,0.3332023575638507,0.3315983648751956
0.3,0.1,pass,100,100,True,True,6.076869152892711e-05,0.004,True,1.4755532560130991e-05,0.012,True,0.0,0.001,-0.9526033450791834,0.38811904498561106,-0.000374303868400465,9.996070726915521,9.995696423047121
0.3,0.2,pass,100,100,True,True,5.05323754838386e-05,0.004,True,1.8148309345980557e-05,0.012,True,0.0,0.001,-1.4300069341439234,0.48139900189859214,-0.0005618887756950583,4.998035363457761,4.9974734746820655
0.3,0.3,pass,100,100,True,True,0.00011277898561493182,0.004,True,2.229736560182311e-05,0.012,True,0.0,0.001,-1.865619033394694,0.5967625814230714,-0.0007330526653810193,3.332023575638507,3.3312905229731262
0.3,0.4,pass,100,100,True,True,7.025635353045038e-05,0.004,True,2.7261610120523726e-05,0.012,True,0.0,0.001,-2.2413873132961926,0.6625350939498179,-0.0008807022842028261,2.4990176817288803,2.4981369794446775
0.3,0.5,pass,100,100,True,True,6.802916073840289e-05,0.004,True,2.658847874752001e-05,0.012,True,0.0,0.001,-2.5346334096208722,0.6528438797563252,-0.000995926683544547,1.999214145383104,1.9982182186995594
0.3,0.6,pass,100,100,True,True,0.00015635947852148566,0.004,True,2.3762892436809047e-05,0.012,True,0.0,0.001,-2.729360432018113,0.6009711228492658,-0.0010724402483371762,1.6660117878192535,1.6649393475709164
0.3,0.7,pass,100,100,True,True,0.00012564048771801476,0.004,True,2.0494372055344047e-05,0.012,True,0.0,0.001,-2.8579042845853486,0.5280259565668481,-0.0011229486383439484,1.4280101038450743,1.4268871552067304
0.3,0.8,pass,100,100,True,True,0.00012211518249458054,0.004,True,1.8143343872969917e-05,0.012,True,0.0,0.001,-2.9248232526879194,0.4667160702469833,-0.0011492429283646048,1.2495088408644401,1.2483595979360755
0.3,0.9,pass,100,100,True,True,0.00012755390305705966,0.004,True,1.5775727492483634e-05,0.012,True,0.0,0.001,-2.9733671252160967,0.41833558213154265,-0.0011683171415387413,1.1106745252128356,1.109506208071297
0.3,1.0,pass,100,100,True,True,0.00014543424894051938,0.004,True,1.3796269470399467e-05,0.012,True,0.0,0.001,-3.004425792095704,0.35787058688947515,-0.0011805209399197265,0.999607072691552,0.9984265517516323
0.3,1.1,pass,100,100,True,True,0.00019656463171159323,0.004,True,1.3284649222831131e-05,0.012,True,0.0,0.001,-3.0162414041517387,0.3281483519338649,-0.0011851636165625692,0.9087337024468655,0.9075485388303028
0.3,1.2,pass,100,100,True,True,0.00018313363418132178,0.004,True,1.0204179776285097e-05,0.012,True,0.0,0.001,-3.043403772581553,0.27363209033885466,-0.0011958364528807674,0.8330058939096268,0.831810057456746
0.3,1.3,pass,100,100,True,True,0.00012727288363977861,0.004,True,8.530598557361415e-06,0.012,True,0.0,0.001,-3.0619191030528445,0.23411450613469134,-0.001203111631847876,0.7689285174550401,0.7677254058231923
0.3,1.4,pass,100,100,True,True,0.00013443492106318035,0.004,True,7.791405171233145e-06,0.012,True,0.0,0.001,-3.0827201353137337,0.19696718703558977,-0.001211284925467086,0.7140050519225372,0.7127937669970701
0.3,1.5,pass,100,100,True,True,0.0001461803547658459,0.004,True,6.582030181963519e-06,0.012,True,0.0,0.001,-3.11547412428134,0.17690366849580375,-0.001224154862193061,0.6664047151277014,0.6651805602655083
0.3,1.6,pass,100,100,True,True,0.00015582496835323009,0.004,True,5.802834991061229e-06,0.012,True,0.0,0.001,-3.1653903198667757,0.13951207177498803,-0.001243768298572407,0.6247544204322201,0.6235106521336476
0.3,1.7,pass,100,100,True,True,0.00018579768372436643,0.004,True,5.615489538645823e-06,0.012,True,0.0,0.001,-3.195694824260842,0.1498331219590544,-0.001255675765917816,0.5880041604067954,0.5867484846408776
0.3,1.8,pass,100,100,True,True,0.0001228160818501489,0.004,True,4.820271113819215e-06,0.012,True,0.0,0.001,-3.234933850679551,0.11586457381470297,-0.0012710938509546369,0.5553372626064178,0.5540661687554632
0.3,1.9,pass,100,100,True,True,0.0001308878951204448,0.004,True,4.505034758981779e-06,0.012,True,0.0,0.001,-3.293082564412741,0.11493741407738564,-0.001293942068531529,0.5261089856271327,0.5248150435586012
0.3,2.0,pass,100,100,True,True,0.00023166538251389356,0.004,True,4.974591203107881e-06,0.012,True,0.0,0.001,-3.3580387478051184,0.11992350971612724,-0.0013194651268389464,0.499803536345776,0.49848407121893706
0.3,2.1,pass,100,100,True,True,0.00017757120069120336,0.004,True,4.295915926393927e-06,0.012,True,0.0,0.001,-3.4149668149252546,0.10959782609691016,-0.001341833719027605,0.4760033679483581,0.4746615342293305
0.3,2.2,pass,100,100,True,True,0.0001670928323011416,0.004,True,4.42240195623047e-06,0.012,True,0.0,0.001,-3.5025777654472336,0.10611089294852308,-0.0013762584540067716,0.45436685122343273,0.45299059276942594
0.3,2.3,pass,100,100,True,True,0.00013570121106736753,0.004,True,3.975423617211304e-06,0.012,True,0.0,0.001,-3.5615125684487987,0.10808860115482771,-0.001399415547524086,0.4346117707354574,0.43321235518793333
0.3,2.4,pass,100,100,True,True,0.00016321457354102724,0.004,True,4.644546977858196e-06,0.012,True,0.0,0.001,-3.6333608618861373,0.11631166408905257,-0.001427646704080997,0.4165029469548134,0.41507530025073236
0.3,2.5,pass,100,100,True,True,0.00014211522478818053,0.004,True,4.280299358733172e-06,0.012,True,0.0,0.001,-3.6891254330184835,0.11566813144774953,-0.0014495581269227834,0.39984282907662083,0.39839327094969806
0.3,2.6,pass,100,100,True,True,0.00012791535475585188,0.004,True,4.399762713191807e-06,0.012,True,0.0,0.001,-3.769203424409503,0.11245489297796157,-0.0014810229565459737,0.38446425872752005,0.3829832357709741
0.3,2.7,pass,100,100,True,True,0.0001651225478729542,0.004,True,4.495645138123725e-06,0.012,True,0.0,0.001,-3.8550235939856043,0.11619843332843852,-0.0015147440447880567,0.3702248417376119,0.3687100976928238
0.3,2.8,pass,100,100,True,True,0.00012188657998808634,0.004,True,4.864731619557729e-06,0.012,True,0.0,0.001,-3.9288038073013967,0.126330831588042,-0.0015437343054229456,0.3570025259612686,0.35545879165584565
0.3,2.9,pass,100,100,True,True,0.0001222655682867708,0.004,True,5.214514391840089e-06,0.012,True,0.0,0.001,-4.003421074594459,0.12912536080309145,-0.001573053467424149,0.3446920940315697,0.34311904056414555
0.3,3.0,pass,100,100,True,True,0.000182747148730625,0.004,True,4.886753808998026e-06,0.012,True,0.0,0.001,-4.096684619833943,0.12392842568212298,-0.0016096992612314117,0.3332023575638507,0.3315926583026193
0.34,0.1,pass,100,100,True,True,7.542341773548002e-05,0.004,True,1.3003783020328814e-05,0.012,True,0.0,0.001,-1.1053842780065155,0.3297531832497496,-0.0004343356691577664,9.996070726915521,9.995636391246363
0.34,0.2,pass,100,100,True,True,8.936462445716254e-05,0.004,True,1.8748085841914368e-05,0.012,True,0.0,0.001,-1.7693688565565322,0.46377221591214735,-0.0006952333424583624,4.998035363457761,4.997340130115302
0.34,0.3,pass,100,100,True,True,0.00012703364024447498,0.004,True,1.9618233038877845e-05,0.012,True,0.0,0.001,-2.3314620654485627,0.5617011024672159,-0.000916095114125172,3.332023575638507,3.331107480524382
0.34,0.4,pass,100,100,True,True,0.00012313071982635466,0.004,True,2.0752508453633465e-05,0.012,True,0.0,0.001,-2.7293491802959733,0.5770507942645503,-0.0010724358272282803,2.4990176817288803,2.497945245901652
0.34,0.5,pass,100,100,True,True,0.00011367190610141869,0.004,True,2.0651624177947256e-05,0.012,True,0.0,0.001,-2.954588824655005,0.5281872091289437,-0.0011609386344420452,1.999214145383104,1.998053206748662
0.34,0.6,pass,100,100,True,True,0.00010783333050499777,0.004,True,1.7650528111392103e-05,0.012,True,0.0,0.001,-3.049360172526548,0.47575781525704025,-0.0011981768850791935,1.6660117878192535,1.6648136109341742
0.34,0.7,pass,100,100,True,True,0.00017118588547384837,0.004,True,1.6624147226584882e-05,0.012,True,0.0,0.001,-3.0810559717440946,0.42130112988205126,-0.0012106310301548506,1.4280101038450743,1.4267994728149194
0.34,0.8,pass,100,100,True,True,0.00012766681668640215,0.004,True,1.4488256750048596e-05,0.012,True,0.0,0.001,-3.0577728062634755,0.3820103123291894,-0.001201482438610403,1.2495088408644401,1.2483073584258297
0.34,0.9,pass,100,100,True,True,0.00015920314523012484,0.004,True,1.4335576775053243e-05,0.012,True,0.0,0.001,-3.0530522477151205,0.3767747030215274,-0.0011996276022456268,1.1106745252128356,1.10947489761059
0.34,1.0,pass,100,100,True,True,0.00020716422602517373,0.004,True,1.3758407461095964e-05,0.012,True,0.0,0.001,-3.059721414016285,0.3631413788293487,-0.0012022480998099352,0.999607072691552,0.9984048245917421
0.34,1.1,pass,100,100,True,True,0.00015805127751863338,0.004,True,1.3734430021834297e-05,0.012,True,0.0,0.001,-3.066429227221541,0.34373443979729296,-0.001204883782798248,0.9087337024468655,0.9075288186640672
0.34,1.2,pass,100,100,True,True,0.00014212843944889746,0.004,True,1.3186987988313966e-05,0.012,True,0.0,0.001,-3.0647734098029935,0.32931298921174884,-0.001204233166916697,0.8330058939096268,0.8318016607427101
0.34,1.3,pass,100,100,True,True,0.00020281010390323684,0.004,True,1.1226602757893022e-05,0.012,True,0.0,0.001,-3.0873127994845246,0.2801791820578172,-0.0012130895086383201,0.7689285174550401,0.7677154279464018
0.34,1.4,pass,100,100,True,True,0.00018352247223796535,0.004,True,9.328934097455951e-06,0.012,True,0.0,0.001,-3.131533517799363,0.23660340242782094,-0.001230465036463404,0.7140050519225372,0.7127745868860738
0.34,1.5,pass,100,100,True,True,0.00016754992061448535,0.004,True,8.846621032756523e-06,0.012,True,0.0,0.001,-3.1749886772684635,0.21345055985387879,-0.0012475397553117734,0.6664047151277014,0.6651571753723896
0.34,1.6,pass,100,100,True,True,0.00017253276604171694,0.004,True,7.354093686062099e-06,0.012,True,0.0,0.001,-3.212947579033502,0.1763554999936018,-0.0012624548444139497,0.6247544204322201,0.6234919655878062
0.34,1.7,pass,100,100,True,True,0.00014356584735117275,0.004,True,6.0751314244672345e-06,0.012,True,0.0,0.001,-3.260462715440531,0.15270021350518162,-0.0012811248390729002,0.5880041604067954,0.5867230355677224
0.34,1.8,pass,100,100,True,True,0.00015143826615689621,0.004,True,5.7150696679733034e-06,0.012,True,0.0,0.001,-3.323750145495131,0.14069388553011308,-0.0013059921986228412,0.5553372626064178,0.554031270407795
0.34,1.9,pass,100,100,True,True,0.00015503640783494984,0.004,True,4.687931217594118e-06,0.012,True,0.0,0.001,-3.380163453151791,0.12705861475390162,-0.001328158527761018,0.5261089856271327,0.5247808270993717
0.34,2.0,pass,100,100,True,True,0.00015268717662375594,0.004,True,4.7494000409834e-06,0.012,True,0.0,0.001,-3.439131293538113,0.12295615491590134,-0.001351328602569003,0.499803536345776,0.49845220774320703
0.34,2.1,pass,100,100,True,True,0.0002028393411763317,0.004,True,3.719876096166863e-06,0.012,True,0.0,0.001,-3.4999483325066154,0.09723127311073033,-0.0013752252779986702,0.4760033679483581,0.47462814267035947
0.34,2.2,pass,100,100,True,True,0.00015900531943060289,0.004,True,4.367080736584886e-06,0.012,True,0.0,0.001,-3.577674134417035,0.10248091345851407,-0.0014057658681402888,0.45436685122343273,0.45296108535529245
0.34,2.3,pass,100,100,True,True,0.00016047883507228547,0.004,True,4.720878667327142e-06,0.012,True,0.0,0.001,-3.6659163713446428,0.11853800596483846,-0.0014404386527876788,0.4346117707354574,0.4331713320826697
0.34,2.4,pass,100,100,True,True,0.00022064350856944529,0.004,True,4.498184136154789e-06,0.012,True,0.0,0.001,-3.7396851425811666,0.11310750033592819,-0.0014694244175171578,0.4165029469548134,0.4150335225372962
0.34,2.5,pass,100,100,True,True,0.00012994773606587695,0.004,True,4.339669608876323e-06,0.012,True,0.0,0.001,-3.8054486508645486,0.10916849271489594,-0.0014952646958210408,0.39984282907662083,0.39834756438079977
0.34,2.6,pass,100,100,True,True,0.00015497035308899775,0.004,True,3.5279575833974837e-06,0.012,True,0.0,0.001,-3.87594673644084,0.09198670445350669,-0.0015229653188372652,0.38446425872752005,0.38294129340868277
0.34,2.7,pass,100,100,True,True,0.00012886140693555556,0.004,True,3.936192087268627e-06,0.012,True,0.0,0.001,-3.9599832122042518,0.10036729247570023,-0.001555985545070433,0.3702248417376119,0.36866885619254147
0.34,2.8,pass,100,100,True,True,0.0001062774085686147,0.004,True,4.078685619607866e-06,0.012,True,0.0,0.001,-4.043769476137344,0.10292818584433186,-0.0015889074562425714,0.3570025259612686,0.355413618505026
0.34,2.9,pass,100,100,True,True,0.00011654543546307626,0.004,True,4.1476678273918506e-06,0.012,True,0.0,0.001,-4.132658749658366,0.1017393741872638,-0.0016238344792370788,0.3446920940315697,0.3430682595523326
0.34,3.0,pass,100,100,True,True,9.795656211621479e-05,0.004,True,3.76120432741334e-06,0.012,True,0.0,0.001,-4.200728195572681,0.09849866891233108,-0.0016505808234077333,0.3332023575638507,0.33155177674044295
0.38,0.1,pass,100,100,True,True,6.979830059758743e-05,0.004,True,1.9810769829265742e-05,0.012,True,0.0,0.001,-1.1669057304642012,0.5039339014003102,-0.0004585091278837726,9.996070726915521,9.995612217787638
0.38,0.2,pass,100,100,True,True,9.824926926580204e-05,0.004,True,2.8416512029557168e-05,0.012,True,0.0,0.001,-2.005747766794153,0.717695377899036,-0.0007881130714318872,4.998035363457761,4.997247250386328
0.38,0.3,pass,100,100,True,True,0.00018150590512774648,0.004,True,2.9279046074208724e-05,0.012,True,0.0,0.001,-2.633524373698679,0.7298405670023125,-0.0010347836438894613,3.332023575638507,3.3309887919946175
0.38,0.4,pass,100,100,True,True,0.0002059081421464679,0.004,True,2.6622022580486997e-05,0.012,True,0.0,0.001,-3.078101722915134,0.6744038063263585,-0.0012094702251140017,2.4990176817288803,2.497808211503766
0.38,0.5,pass,100,100,True,True,0.00018280547570170873,0.004,True,2.3972894773019516e-05,0.012,True,0.0,0.001,-3.318460357502829,0.5870857401258375,-0.001303913696464766,1.999214145383104,1.9979102316866393
0.38,0.6,pass,100,100,True,True,0.00018135730038052044,0.004,True,2.0375439842602817e-05,0.012,True,0.0,0.001,-3.3974392960135287,0.49899408316711374,-0.0013349466781978501,1.6660117878192535,1.6646768411410557
0.38,0.7,pass,100,100,True,True,0.0001855753784192083,0.004,True,1.6107380686901036e-05,0.012,True,0.0,0.001,-3.3709445988791997,0.41131763288046197,-0.001324536188164715,1.4280101038450743,1.4266855676569097
