run,beta,radius,dataset_count,dphi_full_dr,dphi_full_dr_sem,dphi_energy_dr,dphi_energy_dr_sem,dphi_entropic_dr
30 dataset,0.05,1.75,30,0.5690702390197955,2.5177657267661754e-05,-0.0021338025182342916,2.5177657267661754e-05,0.5712040415380297
30 dataset,0.05,1.76,30,0.5658178989862445,2.58299704851659e-05,-0.0021406650430465294,2.58299704851659e-05,0.567958564029291
30 dataset,0.05,1.77,30,0.5626217265336052,2.6730795028197037e-05,-0.0021280320491926775,2.6730795028197037e-05,0.5647497585827979
30 dataset,0.05,1.78,30,0.5594590424204308,2.444166200779407e-05,-0.002117964709654692,2.444166200779407e-05,0.5615770071300854
30 dataset,0.05,1.79,30,0.556335111341224,2.6318214361041475e-05,-0.002104594073050831,2.6318214361041475e-05,0.5584397054142749
30 dataset,0.05,1.8,30,0.5532253054261648,2.6469357734720786e-05,-0.0021119571802530653,2.6469357734720786e-05,0.5553372626064178
30 dataset,0.05,1.81,30,0.5501746251157912,2.1941938778363927e-05,-0.0020944758187679286,2.1941938778363927e-05,0.5522691009345592
30 dataset,0.05,1.82,30,0.5471424225016313,2.328099100244898e-05,-0.0020922328233973055,2.328099100244898e-05,0.5492346553250286
30 dataset,0.05,1.83,30,0.5441696894690189,2.4239800499597283e-05,-0.002063683586473974,2.4239800499597283e-05,0.5462333730554929
30 dataset,0.05,1.84,30,0.5411908868999745,2.5851563669775752e-05,-0.002073826519347201,2.5851563669775752e-05,0.5432647134193217
30 dataset,0.05,1.85,30,0.5382639099079436,2.5145161556985757e-05,-0.002064237492895295,2.5145161556985757e-05,0.5403281474008389
30 dataset,0.05,1.86,30,0.5353689148085607,2.60175340794124e-05,-0.002054242552488785,2.60175340794124e-05,0.5374231573610495
30 dataset,0.05,1.87,30,0.5324901285281398,2.2871593902800188e-05,-0.002059108205310465,2.2871593902800188e-05,0.5345492367334502
30 dataset,0.05,1.88,30,0.5296689031540615,2.3529179942270815e-05,-0.002036986575487578,2.3529179942270815e-05,0.531705889729549
30 dataset,0.05,1.89,30,0.5268512190382078,2.4401212579140003e-05,-0.0020414120155234907,2.4401212579140003e-05,0.5288926310537312
30 dataset,0.05,1.9,30,0.5240859384104242,2.3706949990217988e-05,-0.0020230472167085418,2.3706949990217988e-05,0.5261089856271327
